"X_COORD","Y_COORD","sum_Total"
"972333.991787","1878429.14739",4.82
"972333.991787","1878479.14739",3.01
"972333.991787","1878529.14739",3.79
"972333.991787","1878579.14739",2.36
"972333.991787","1878629.14739",3.42
"972333.991787","1878679.14739",2.14
"972333.991787","1878729.14739",2.28
"972333.991787","1878779.14739",2.04
"972333.991787","1878829.14739",1.64
"972333.991787","1878879.14739",1.07
"972333.991787","1878929.14739",1.22
"972333.991787","1878979.14739",1.97
"972333.991787","1879029.14739",1.25
"972333.991787","1879079.14739",26.93
"972333.991787","1879129.14739",35.93
"972333.991787","1879179.14739",27.41
"972333.991787","1879229.14739",35.29
"972333.991787","1879279.14739",29.89
"972333.991787","1879329.14739",41.54
"972333.991787","1879379.14739",20.73
"972333.991787","1879429.14739",4.69
"972333.991787","1879479.14739",6.39
"972333.991787","1879529.14739",4.28
"972333.991787","1879579.14739",6.03
"972333.991787","1879629.14739",20.46
"972333.991787","1879679.14739",10.89
"972333.991787","1879729.14739",10.62
"972333.991787","1879779.14739",8.82
"972333.991787","1879829.14739",16.17
"972333.991787","1879879.14739",6.11
"972333.991787","1879929.14739",8.73
"972333.991787","1879979.14739",2.56
"972333.991787","1880029.14739",4.42
"972333.991787","1880079.14739",1.04
"972333.991787","1880129.14739",1.94
"972333.991787","1880179.14739",1.5
"972333.991787","1880229.14739",1.35
"972333.991787","1880279.14739",1.07
"972333.991787","1880329.14739",6.44
"972333.991787","1880379.14739",7.35
"972333.991787","1880429.14739",9.9
"972333.991787","1880479.14739",1.37
"972333.991787","1880529.14739",3.63
"972333.991787","1880579.14739",3.71
"972333.991787","1880629.14739",4.15
"972333.991787","1880679.14739",8.84
"972333.991787","1880729.14739",17.93
"972333.991787","1880779.14739",28.07
"972333.991787","1880829.14739",37.94
"972333.991787","1880879.14739",1.99
"972333.991787","1880929.14739",1.97
"972333.991787","1880979.14739",1.16
"972333.991787","1881029.14739",173.15
"972333.991787","1881079.14739",264.28
"972333.991787","1881129.14739",354.96
"972333.991787","1881179.14739",541
"972333.991787","1881229.14739",327.1
"972333.991787","1881279.14739",288.3
"972333.991787","1881329.14739",210.91
"972333.991787","1881379.14739",116.11
"972333.991787","1881429.14739",11.11
"972333.991787","1881479.14739",0.3
"972333.991787","1881529.14739",0.31
"972333.991787","1881579.14739",29.78
"972333.991787","1881629.14739",62.87
"972333.991787","1881679.14739",751.11
"972333.991787","1881729.14739",1536.49
"972333.991787","1881779.14739",1734.4
"972333.991787","1881829.14739",1593.97
"972333.991787","1881879.14739",2299.25
"972333.991787","1881929.14739",1682.26
"972333.991787","1881979.14739",2390.86
"972333.991787","1882029.14739",2426.41
"972333.991787","1882079.14739",1510.52
"972333.991787","1882129.14739",1049.56
"972333.991787","1882179.14739",564.94
"972333.991787","1882229.14739",247.25
"972333.991787","1882279.14739",188.85
"972333.991787","1882329.14739",140.82
"972333.991787","1882379.14739",240.31
"972333.991787","1882429.14739",273.32
"972333.991787","1882479.14739",188.56
"972333.991787","1882529.14739",188.86
"972333.991787","1882579.14739",178.28
"972333.991787","1882629.14739",132.11
"972333.991787","1882679.14739",48.85
"972333.991787","1882729.14739",8.89
"972333.991787","1882779.14739",8.63
"972333.991787","1882829.14739",7.54
"972333.991787","1882879.14739",10.04
"972333.991787","1882929.14739",23.5
"972333.991787","1882979.14739",24.78
"972333.991787","1883029.14739",23.73
"972333.991787","1883079.14739",12.19
"972333.991787","1883129.14739",23.85
"972333.991787","1883179.14739",23.17
"972333.991787","1883229.14739",0.18
"972333.991787","1883379.14739",0.98
"972333.991787","1883579.14739",61.09
"972333.991787","1883629.14739",91.28
"972333.991787","1883679.14739",141.75
"972333.991787","1883729.14739",4.04
"972333.991787","1883779.14739",4.14
"972333.991787","1883829.14739",2.26
"972333.991787","1883879.14739",865.79
"972333.991787","1883929.14739",25.04
"972383.991787","1861279.14739",31.08
"972383.991787","1861329.14739",4.22
"972383.991787","1861379.14739",26.85
"972383.991787","1861529.14739",36.59
"972383.991787","1861579.14739",9.41
"972383.991787","1861629.14739",6.5
"972383.991787","1861929.14739",1.71
"972383.991787","1862129.14739",24.73
"972383.991787","1862179.14739",14.84
"972383.991787","1862379.14739",0
"972383.991787","1863179.14739",3.18
"972383.991787","1863229.14739",13.42
"972383.991787","1863279.14739",14.56
"972383.991787","1863329.14739",19.57
"972383.991787","1863379.14739",521.42
"972383.991787","1863429.14739",379.65
"972383.991787","1863479.14739",480.68
"972383.991787","1863529.14739",10.26
"972383.991787","1863579.14739",1.37
"972383.991787","1863629.14739",8.9
"972383.991787","1863679.14739",3.75
"972383.991787","1863729.14739",5.63
"972383.991787","1864879.14739",0.33
"972383.991787","1864929.14739",2.33
"972383.991787","1864979.14739",2.81
"972383.991787","1866329.14739",5.01
"972383.991787","1866379.14739",4.93
"972383.991787","1866429.14739",47.45
"972383.991787","1866479.14739",61.39
"972383.991787","1866529.14739",56.08
"972383.991787","1866579.14739",81.74
"972383.991787","1866629.14739",614.7
"972383.991787","1866679.14739",875.5
"972383.991787","1866729.14739",145.96
"972383.991787","1866779.14739",15.4
"972383.991787","1866829.14739",17.29
"972383.991787","1867029.14739",12.48
"972383.991787","1867079.14739",12.06
"972383.991787","1867129.14739",0.77
"972383.991787","1867229.14739",1.81
"972383.991787","1867979.14739",4.89
"972383.991787","1868229.14739",4.6
"972383.991787","1868279.14739",11.41
"972383.991787","1868329.14739",13.55
"972383.991787","1868379.14739",17.58
"972383.991787","1868429.14739",5.2
"972383.991787","1868479.14739",10.88
"972383.991787","1868979.14739",13.16
"972383.991787","1869029.14739",2.78
"972383.991787","1869079.14739",5.06
"972383.991787","1869129.14739",143.07
"972383.991787","1869179.14739",117.55
"972383.991787","1869229.14739",163.8
"972383.991787","1869279.14739",88.56
"972383.991787","1869329.14739",217.28
"972383.991787","1869379.14739",209.66
"972383.991787","1869429.14739",453.3
"972383.991787","1869479.14739",64.1
"972383.991787","1869529.14739",9.47
"972383.991787","1869779.14739",2.31
"972383.991787","1869979.14739",5.46
"972383.991787","1870029.14739",7.29
"972383.991787","1870079.14739",54.08
"972383.991787","1870129.14739",59.22
"972383.991787","1870179.14739",142.89
"972383.991787","1870229.14739",159.9
"972383.991787","1870279.14739",96.16
"972383.991787","1870329.14739",47.32
"972383.991787","1870379.14739",24.55
"972383.991787","1870579.14739",138.97
"972383.991787","1870629.14739",120.45
"972383.991787","1870679.14739",391.9
"972383.991787","1870729.14739",277.32
"972383.991787","1870779.14739",140.34
"972383.991787","1870929.14739",0
"972383.991787","1871329.14739",5.88
"972383.991787","1871379.14739",12.48
"972383.991787","1872079.14739",15.03
"972383.991787","1872129.14739",2.75
"972383.991787","1872529.14739",1.75
"972383.991787","1872579.14739",2.92
"972383.991787","1872729.14739",0.14
"972383.991787","1872779.14739",0.31
"972383.991787","1872829.14739",0.77
"972383.991787","1873129.14739",1.02
"972383.991787","1873179.14739",5.81
"972383.991787","1873379.14739",1.87
"972383.991787","1873529.14739",0
"972383.991787","1873579.14739",0.19
"972383.991787","1873629.14739",0.57
"972383.991787","1873679.14739",41.38
"972383.991787","1873729.14739",13.92
"972383.991787","1873779.14739",33.34
"972383.991787","1873829.14739",9.73
"972383.991787","1873879.14739",11.18
"972383.991787","1874029.14739",0
"972383.991787","1874329.14739",14.87
"972383.991787","1874729.14739",0.94
"972383.991787","1874829.14739",0.58
"972383.991787","1874929.14739",0.3
"972383.991787","1875129.14739",0.11
"972383.991787","1875179.14739",36.67
"972383.991787","1875229.14739",107.35
"972383.991787","1875329.14739",23.67
"972383.991787","1875479.14739",23.8
"972383.991787","1875579.14739",0.23
"972383.991787","1875629.14739",0.89
"972383.991787","1875679.14739",14.6
"972383.991787","1875979.14739",6.62
"972383.991787","1876029.14739",0.07
"972383.991787","1876279.14739",9.43
"972383.991787","1876329.14739",39.34
"972383.991787","1876379.14739",45.79
"972383.991787","1876429.14739",53.67
"972383.991787","1876479.14739",93.39
"972383.991787","1876579.14739",19.04
"972383.991787","1876629.14739",48.9
"972383.991787","1876679.14739",209.26
"972383.991787","1876729.14739",136.62
"972383.991787","1876779.14739",67.91
"972383.991787","1876829.14739",20.14
"972383.991787","1876879.14739",136.18
"972383.991787","1876929.14739",24.19
"972383.991787","1877029.14739",6.25
"972383.991787","1877229.14739",5.6
"972383.991787","1877279.14739",10.47
"972383.991787","1877429.14739",0.32
"972383.991787","1877529.14739",1.86
"972383.991787","1877579.14739",3.08
"972383.991787","1877629.14739",7.77
"972383.991787","1877679.14739",0.34
"972383.991787","1877779.14739",12.7
"972383.991787","1877829.14739",14.98
"972383.991787","1877879.14739",9.7
"972383.991787","1877929.14739",1.03
"972383.991787","1878229.14739",0.12
"972383.991787","1878279.14739",1.85
"972383.991787","1878379.14739",0.92
"972383.991787","1878829.14739",0.14
"972383.991787","1878929.14739",0.01
"972383.991787","1879029.14739",0.18
"972383.991787","1879079.14739",2.86
"972383.991787","1879129.14739",17.52
"972383.991787","1879179.14739",1.77
"972383.991787","1879279.14739",23.6
"972383.991787","1879329.14739",45.25
"972383.991787","1879429.14739",1.59
"972383.991787","1879579.14739",0.34
"972383.991787","1879829.14739",3.5
"972383.991787","1879929.14739",2
"972383.991787","1880029.14739",0.5
"972383.991787","1880129.14739",0.84
"972383.991787","1880179.14739",0.79
"972383.991787","1880229.14739",1.8
"972383.991787","1880279.14739",1.38
"972383.991787","1880429.14739",122.28
"972383.991787","1880529.14739",0.14
"972383.991787","1880579.14739",0.44
"972383.991787","1880629.14739",0.77
"972383.991787","1880679.14739",92.52
"972383.991787","1880729.14739",42.84
"972383.991787","1880829.14739",56.18
"972383.991787","1880929.14739",25.82
"972383.991787","1880979.14739",79.66
"972383.991787","1881079.14739",112.65
"972383.991787","1881129.14739",23.28
"972383.991787","1881229.14739",38.86
"972383.991787","1881279.14739",26.95
"972383.991787","1881379.14739",20.5
"972383.991787","1881429.14739",7.32
"972383.991787","1881729.14739",210.44
"972383.991787","1881879.14739",196.3
"972383.991787","1881929.14739",182.34
"972383.991787","1881979.14739",90.44
"972383.991787","1882029.14739",25.52
"972383.991787","1882079.14739",105.01
"972383.991787","1882129.14739",97.51
"972383.991787","1882179.14739",79.47
"972383.991787","1882229.14739",65.77
"972383.991787","1882279.14739",44.43
"972383.991787","1882329.14739",47.5
"972383.991787","1882379.14739",96.51
"972383.991787","1882429.14739",66.79
"972383.991787","1882479.14739",61.33
"972383.991787","1882529.14739",59.4
"972383.991787","1882579.14739",52.65
"972383.991787","1882629.14739",57.75
"972383.991787","1882679.14739",18.14
"972383.991787","1882729.14739",12.63
"972383.991787","1882779.14739",13.17
"972383.991787","1882829.14739",11.67
"972383.991787","1882879.14739",11.89
"972383.991787","1882929.14739",24.06
"972383.991787","1882979.14739",23.14
"972383.991787","1883029.14739",20.59
"972383.991787","1883079.14739",12.46
"972383.991787","1883129.14739",0.5
"972383.991787","1883379.14739",2.64
"972383.991787","1883429.14739",1.4
"972383.991787","1883529.14739",1.82
"972383.991787","1883579.14739",151.7
"972383.991787","1883629.14739",101.35
"972383.991787","1883679.14739",360.36
"972383.991787","1883729.14739",55.11
"972383.991787","1883779.14739",0.8
"972383.991787","1883829.14739",83.45
"972383.991787","1883879.14739",232.16
"972433.991787","1861129.14739",0.17
"972433.991787","1861179.14739",0.09
"972433.991787","1861229.14739",66.03
"972433.991787","1861279.14739",52.11
"972433.991787","1861329.14739",26.64
"972433.991787","1861379.14739",4.47
"972433.991787","1861429.14739",14.73
"972433.991787","1861529.14739",66.48
"972433.991787","1861579.14739",9.08
"972433.991787","1862029.14739",1.04
"972433.991787","1862429.14739",0
"972433.991787","1863129.14739",0.14
"972433.991787","1863179.14739",8.62
"972433.991787","1863229.14739",71.25
"972433.991787","1863279.14739",45.98
"972433.991787","1863329.14739",62.34
"972433.991787","1863379.14739",19.66
"972433.991787","1863429.14739",3.66
"972433.991787","1863479.14739",5.53
"972433.991787","1863529.14739",3.95
"972433.991787","1864829.14739",0.56
"972433.991787","1864929.14739",2.38
"972433.991787","1864979.14739",2.87
"972433.991787","1866029.14739",55.32
"972433.991787","1866479.14739",35.83
"972433.991787","1866529.14739",25.62
"972433.991787","1866579.14739",28.53
"972433.991787","1866629.14739",338.03
"972433.991787","1866679.14739",1400.44
"972433.991787","1866729.14739",16.75
"972433.991787","1866779.14739",20.9
"972433.991787","1866979.14739",2.34
"972433.991787","1867029.14739",1.7
"972433.991787","1867829.14739",2.62
"972433.991787","1868179.14739",9.91
"972433.991787","1868379.14739",1.85
"972433.991787","1868729.14739",0.26
"972433.991787","1868779.14739",1.29
"972433.991787","1868979.14739",3.13
"972433.991787","1869029.14739",5.28
"972433.991787","1869079.14739",26.64
"972433.991787","1869129.14739",98.78
"972433.991787","1869179.14739",43
"972433.991787","1869229.14739",74.76
"972433.991787","1869279.14739",195.09
"972433.991787","1869329.14739",164.59
"972433.991787","1869379.14739",157.7
"972433.991787","1869429.14739",111.98
"972433.991787","1869479.14739",26.21
"972433.991787","1869529.14739",7.76
"972433.991787","1869779.14739",1.94
"972433.991787","1869829.14739",1.96
"972433.991787","1869929.14739",4.33
"972433.991787","1870029.14739",6.36
"972433.991787","1870129.14739",16.84
"972433.991787","1870179.14739",57.06
"972433.991787","1870229.14739",153.68
"972433.991787","1870279.14739",76.03
"972433.991787","1870429.14739",15.11
"972433.991787","1870579.14739",32.67
"972433.991787","1870629.14739",121.01
"972433.991787","1870679.14739",107.92
"972433.991787","1870729.14739",86.47
"972433.991787","1870779.14739",15.21
"972433.991787","1870879.14739",0
"972433.991787","1872129.14739",15.52
"972433.991787","1872629.14739",0.14
"972433.991787","1872729.14739",0.15
"972433.991787","1873229.14739",0.16
"972433.991787","1873529.14739",0.05
"972433.991787","1873679.14739",54.44
"972433.991787","1873729.14739",129.07
"972433.991787","1873779.14739",25.5
"972433.991787","1873829.14739",23.99
"972433.991787","1873879.14739",7
"972433.991787","1874729.14739",0
"972433.991787","1874829.14739",0.29
"972433.991787","1874879.14739",0.11
"972433.991787","1875029.14739",3.88
"972433.991787","1875129.14739",0.94
"972433.991787","1875179.14739",43.31
"972433.991787","1875229.14739",569.94
"972433.991787","1875279.14739",6.8
"972433.991787","1875329.14739",8.93
"972433.991787","1875429.14739",18.58
"972433.991787","1875629.14739",6.84
"972433.991787","1875679.14739",28.5
"972433.991787","1875729.14739",20.9
"972433.991787","1875779.14739",3.79
"972433.991787","1875879.14739",6.49
"972433.991787","1875929.14739",5.28
"972433.991787","1875979.14739",2.42
"972433.991787","1876079.14739",0.17
"972433.991787","1876179.14739",2.07
"972433.991787","1876229.14739",0.76
"972433.991787","1876279.14739",3.62
"972433.991787","1876379.14739",74.14
"972433.991787","1876429.14739",64.78
"972433.991787","1876479.14739",266.22
"972433.991787","1876529.14739",106.64
"972433.991787","1876579.14739",40.35
"972433.991787","1876629.14739",81.8
"972433.991787","1876679.14739",261.47
"972433.991787","1876729.14739",232.4
"972433.991787","1876779.14739",241.24
"972433.991787","1876829.14739",708.75
"972433.991787","1876929.14739",76.67
"972433.991787","1876979.14739",15.35
"972433.991787","1877079.14739",0.6
"972433.991787","1877129.14739",0.17
"972433.991787","1877179.14739",0.15
"972433.991787","1877229.14739",5.24
"972433.991787","1877329.14739",10.18
"972433.991787","1877379.14739",7.31
"972433.991787","1877479.14739",0.65
"972433.991787","1877529.14739",0.35
"972433.991787","1877579.14739",0.34
"972433.991787","1877629.14739",2.36
"972433.991787","1877679.14739",2.96
"972433.991787","1877729.14739",4.24
"972433.991787","1877779.14739",9.8
"972433.991787","1877829.14739",10.48
"972433.991787","1878029.14739",8.07
"972433.991787","1878279.14739",9.34
"972433.991787","1878429.14739",1.74
"972433.991787","1879079.14739",18.25
"972433.991787","1879129.14739",8.89
"972433.991787","1879179.14739",5.1
"972433.991787","1879229.14739",57.49
"972433.991787","1879279.14739",47.57
"972433.991787","1879329.14739",33.11
"972433.991787","1879529.14739",0.34
"972433.991787","1879579.14739",0.7
"972433.991787","1880029.14739",1.56
"972433.991787","1880279.14739",228.39
"972433.991787","1880329.14739",133.5
"972433.991787","1880679.14739",27.35
"972433.991787","1880779.14739",150.64
"972433.991787","1880879.14739",170.35
"972433.991787","1880979.14739",170.35
"972433.991787","1881179.14739",20.2
"972433.991787","1881379.14739",10.48
"972433.991787","1881629.14739",7.11
"972433.991787","1881679.14739",50.95
"972433.991787","1881779.14739",27.37
"972433.991787","1881829.14739",91.45
"972433.991787","1881879.14739",161.94
"972433.991787","1881929.14739",99.54
"972433.991787","1881979.14739",294.26
"972433.991787","1882079.14739",10.09
"972433.991787","1882129.14739",1.48
"972433.991787","1882179.14739",12.7
"972433.991787","1882279.14739",16.92
"972433.991787","1882329.14739",9.42
"972433.991787","1882379.14739",12.5
"972433.991787","1882429.14739",55.11
"972433.991787","1882479.14739",51.41
"972433.991787","1882529.14739",26.22
"972433.991787","1882579.14739",27.22
"972433.991787","1882629.14739",15.18
"972433.991787","1882679.14739",7.46
"972433.991787","1882729.14739",11.83
"972433.991787","1882779.14739",12.93
"972433.991787","1882829.14739",3.36
"972433.991787","1882879.14739",0.49
"972433.991787","1882929.14739",1.26
"972433.991787","1882979.14739",4.8
"972433.991787","1883529.14739",0.7
"972433.991787","1883579.14739",47.58
"972433.991787","1883629.14739",95.17
"972433.991787","1883679.14739",64.68
"972433.991787","1883729.14739",59.11
"972433.991787","1883779.14739",11.47
"972433.991787","1883829.14739",323.85
"972483.991787","1861079.14739",0.49
"972483.991787","1861129.14739",2.9
"972483.991787","1861179.14739",4.29
"972483.991787","1861229.14739",0.22
"972483.991787","1861279.14739",12.69
"972483.991787","1861529.14739",1.89
"972483.991787","1861579.14739",3.08
"972483.991787","1863079.14739",1.72
"972483.991787","1863179.14739",2.07
"972483.991787","1863229.14739",64.36
"972483.991787","1863279.14739",55.24
"972483.991787","1863329.14739",29.41
"972483.991787","1863379.14739",9.7
"972483.991787","1863479.14739",0.88
"972483.991787","1863529.14739",3.52
"972483.991787","1863729.14739",13.68
"972483.991787","1863779.14739",5.36
"972483.991787","1863879.14739",15.39
"972483.991787","1863929.14739",6.98
"972483.991787","1863979.14739",28.66
"972483.991787","1864029.14739",1.46
"972483.991787","1864079.14739",0.96
"972483.991787","1864329.14739",0.15
"972483.991787","1864929.14739",2.81
"972483.991787","1864979.14739",2.84
"972483.991787","1865029.14739",0
"972483.991787","1866029.14739",14.74
"972483.991787","1866229.14739",158.97
"972483.991787","1866479.14739",2.4
"972483.991787","1866529.14739",1.48
"972483.991787","1866579.14739",7.95
"972483.991787","1866629.14739",93.29
"972483.991787","1866679.14739",24.02
"972483.991787","1866729.14739",4.44
"972483.991787","1866779.14739",8.88
"972483.991787","1866829.14739",8.71
"972483.991787","1866879.14739",3.97
"972483.991787","1866929.14739",1.13
"972483.991787","1866979.14739",2.05
"972483.991787","1868729.14739",0.7
"972483.991787","1868779.14739",4.43
"972483.991787","1868829.14739",0.32
"972483.991787","1868929.14739",0.51
"972483.991787","1868979.14739",0.43
"972483.991787","1869029.14739",7.66
"972483.991787","1869079.14739",20.77
"972483.991787","1869129.14739",48.2
"972483.991787","1869179.14739",35.56
"972483.991787","1869229.14739",36.7
"972483.991787","1869279.14739",138.91
"972483.991787","1869329.14739",173.65
"972483.991787","1869379.14739",54.88
"972483.991787","1869429.14739",0.42
"972483.991787","1869479.14739",14.81
"972483.991787","1869529.14739",8.62
"972483.991787","1869579.14739",1.53
"972483.991787","1869829.14739",1.49
"972483.991787","1869879.14739",1.02
"972483.991787","1870129.14739",0.07
"972483.991787","1870179.14739",16.33
"972483.991787","1870229.14739",32.35
"972483.991787","1870329.14739",6.23
"972483.991787","1870379.14739",9.38
"972483.991787","1870579.14739",34.12
"972483.991787","1870629.14739",82.31
"972483.991787","1870679.14739",40.22
"972483.991787","1870729.14739",64.72
"972483.991787","1870779.14739",9.81
"972483.991787","1870829.14739",0.04
"972483.991787","1871179.14739",34.1
"972483.991787","1872079.14739",4.02
"972483.991787","1872129.14739",13.13
"972483.991787","1872179.14739",1.47
"972483.991787","1873129.14739",0.3
"972483.991787","1873529.14739",0.76
"972483.991787","1873729.14739",53.15
"972483.991787","1873779.14739",63.45
"972483.991787","1873829.14739",42.12
"972483.991787","1873879.14739",7.71
"972483.991787","1873929.14739",5.58
"972483.991787","1873979.14739",4.55
"972483.991787","1874029.14739",1.91
"972483.991787","1874079.14739",5.08
"972483.991787","1874629.14739",0.1
"972483.991787","1874879.14739",0.2
"972483.991787","1875079.14739",5.26
"972483.991787","1875129.14739",1.98
"972483.991787","1875179.14739",0.5
"972483.991787","1875229.14739",242.41
"972483.991787","1875429.14739",44.41
"972483.991787","1875479.14739",0.46
"972483.991787","1875579.14739",0.06
"972483.991787","1875629.14739",14.16
"972483.991787","1875679.14739",2.47
"972483.991787","1875879.14739",9.07
"972483.991787","1875929.14739",0.8
"972483.991787","1875979.14739",2.78
"972483.991787","1876029.14739",10.82
"972483.991787","1876079.14739",7.74
"972483.991787","1876129.14739",9.61
"972483.991787","1876179.14739",1.96
"972483.991787","1876329.14739",11.65
"972483.991787","1876429.14739",33.36
"972483.991787","1876479.14739",17.43
"972483.991787","1876529.14739",53.7
"972483.991787","1876579.14739",33.66
"972483.991787","1876629.14739",131.97
"972483.991787","1876679.14739",410.88
"972483.991787","1876729.14739",55.16
"972483.991787","1876779.14739",589.47
"972483.991787","1876829.14739",1274.2
"972483.991787","1876879.14739",232.79
"972483.991787","1876929.14739",35.57
"972483.991787","1876979.14739",47.03
"972483.991787","1877029.14739",10.3
"972483.991787","1877079.14739",3.21
"972483.991787","1877129.14739",0.13
"972483.991787","1877179.14739",34.97
"972483.991787","1877229.14739",8.25
"972483.991787","1877279.14739",60.72
"972483.991787","1877529.14739",2.27
"972483.991787","1877579.14739",0.11
"972483.991787","1877679.14739",2.55
"972483.991787","1877779.14739",0.41
"972483.991787","1877829.14739",4.87
"972483.991787","1877879.14739",6.75
"972483.991787","1878579.14739",0.42
"972483.991787","1878629.14739",0.3
"972483.991787","1878779.14739",0.18
"972483.991787","1878829.14739",0.18
"972483.991787","1879179.14739",25.91
"972483.991787","1879229.14739",55
"972483.991787","1879279.14739",12.35
"972483.991787","1879429.14739",1.63
"972483.991787","1879529.14739",1.02
"972483.991787","1879729.14739",1.06
"972483.991787","1880029.14739",39.96
"972483.991787","1880279.14739",417.82
"972483.991787","1880329.14739",327.93
"972483.991787","1880429.14739",51.39
"972483.991787","1880679.14739",38.79
"972483.991787","1880829.14739",140.33
"972483.991787","1880879.14739",51.39
"972483.991787","1880929.14739",24.02
"972483.991787","1880979.14739",170.35
"972483.991787","1881129.14739",117.75
"972483.991787","1881179.14739",22.48
"972483.991787","1881279.14739",33.65
"972483.991787","1881379.14739",43.54
"972483.991787","1881429.14739",15.25
"972483.991787","1881479.14739",2.62
"972483.991787","1881579.14739",0.02
"972483.991787","1881779.14739",112.63
"972483.991787","1881829.14739",179.53
"972483.991787","1881879.14739",300.95
"972483.991787","1881929.14739",623.35
"972483.991787","1881979.14739",243.85
"972483.991787","1882129.14739",5.61
"972483.991787","1882229.14739",0.47
"972483.991787","1882329.14739",1.43
"972483.991787","1882429.14739",46.75
"972483.991787","1882479.14739",19.5
"972483.991787","1882529.14739",12.45
"972483.991787","1882579.14739",9.01
"972483.991787","1882629.14739",19.61
"972483.991787","1882679.14739",15.35
"972483.991787","1882729.14739",12.71
"972483.991787","1882779.14739",8.72
"972483.991787","1882829.14739",4.3
"972483.991787","1882879.14739",3.41
"972483.991787","1882929.14739",3.32
"972483.991787","1882979.14739",0.29
"972483.991787","1883029.14739",2.89
"972483.991787","1883179.14739",1.46
"972483.991787","1883379.14739",0
"972483.991787","1883579.14739",0.07
"972483.991787","1883629.14739",17.16
"972483.991787","1883679.14739",18.92
"972483.991787","1883779.14739",12.56
"972533.991787","1861029.14739",0.49
"972533.991787","1861129.14739",1.54
"972533.991787","1861179.14739",0.53
"972533.991787","1861229.14739",0.01
"972533.991787","1861279.14739",0
"972533.991787","1861579.14739",0.56
"972533.991787","1863229.14739",55.81
"972533.991787","1863279.14739",22.55
"972533.991787","1863329.14739",21
"972533.991787","1863529.14739",6.51
"972533.991787","1863579.14739",0.5
"972533.991787","1863679.14739",45.76
"972533.991787","1863729.14739",50.77
"972533.991787","1863779.14739",122.78
"972533.991787","1863829.14739",135.6
"972533.991787","1863879.14739",107
"972533.991787","1863929.14739",40.86
"972533.991787","1864129.14739",0.86
"972533.991787","1864879.14739",0.25
"972533.991787","1864929.14739",3.85
"972533.991787","1864979.14739",3.85
"972533.991787","1865029.14739",1.04
"972533.991787","1865079.14739",2.03
"972533.991787","1865129.14739",5.77
"972533.991787","1865179.14739",8.15
"972533.991787","1865729.14739",3.55
"972533.991787","1865779.14739",17.31
"972533.991787","1865829.14739",9.29
"972533.991787","1865879.14739",115.64
"972533.991787","1865929.14739",272.18
"972533.991787","1865979.14739",251.91
"972533.991787","1866029.14739",215.75
"972533.991787","1866079.14739",256.49
"972533.991787","1866129.14739",305.99
"972533.991787","1866379.14739",18.62
"972533.991787","1866429.14739",9.57
"972533.991787","1866479.14739",6.34
"972533.991787","1866529.14739",122.59
"972533.991787","1866579.14739",60.06
"972533.991787","1866729.14739",2.79
"972533.991787","1866829.14739",0
"972533.991787","1866979.14739",1
"972533.991787","1867029.14739",0.89
"972533.991787","1868129.14739",8.13
"972533.991787","1868729.14739",3.84
"972533.991787","1868779.14739",1.96
"972533.991787","1868979.14739",1.34
"972533.991787","1869029.14739",2.24
"972533.991787","1869079.14739",9.89
"972533.991787","1869129.14739",1.85
"972533.991787","1869229.14739",22.65
"972533.991787","1869279.14739",99.97
"972533.991787","1869329.14739",14.92
"972533.991787","1869379.14739",0.06
"972533.991787","1869429.14739",0.19
"972533.991787","1869479.14739",1.08
"972533.991787","1869529.14739",0.86
"972533.991787","1869579.14739",0.37
"972533.991787","1870129.14739",17.94
"972533.991787","1870179.14739",3.01
"972533.991787","1870229.14739",14.04
"972533.991787","1870379.14739",0.71
"972533.991787","1870579.14739",14.84
"972533.991787","1870629.14739",64.98
"972533.991787","1870679.14739",61.32
"972533.991787","1870729.14739",14.86
"972533.991787","1872129.14739",2.83
"972533.991787","1872179.14739",1.71
"972533.991787","1873129.14739",0.01
"972533.991787","1873529.14739",1.01
"972533.991787","1873779.14739",28
"972533.991787","1873829.14739",25.54
"972533.991787","1873879.14739",19.02
"972533.991787","1874029.14739",2.33
"972533.991787","1874879.14739",5.04
"972533.991787","1874929.14739",9.24
"972533.991787","1875029.14739",119.43
"972533.991787","1875079.14739",12.32
"972533.991787","1875179.14739",19.64
"972533.991787","1875229.14739",20.17
"972533.991787","1875279.14739",6.94
"972533.991787","1875329.14739",4.52
"972533.991787","1875629.14739",26.91
"972533.991787","1875679.14739",3.51
"972533.991787","1876129.14739",2.99
"972533.991787","1876179.14739",5.15
"972533.991787","1876229.14739",1.88
"972533.991787","1876279.14739",1.11
"972533.991787","1876479.14739",345.11
"972533.991787","1876529.14739",564.56
"972533.991787","1876579.14739",1092.83
"972533.991787","1876629.14739",405.94
"972533.991787","1876679.14739",733.4
"972533.991787","1876729.14739",72.3
"972533.991787","1876779.14739",176.35
"972533.991787","1876829.14739",191.26
"972533.991787","1876879.14739",221.5
"972533.991787","1876929.14739",38.65
"972533.991787","1876979.14739",36.49
"972533.991787","1877029.14739",2.14
"972533.991787","1877079.14739",27.94
"972533.991787","1877129.14739",38.71
"972533.991787","1877179.14739",303.01
"972533.991787","1877229.14739",483.33
"972533.991787","1877279.14739",337.12
"972533.991787","1877329.14739",234.19
"972533.991787","1877379.14739",147.4
"972533.991787","1877429.14739",409.05
"972533.991787","1877479.14739",41.54
"972533.991787","1877529.14739",6.25
"972533.991787","1877629.14739",5.71
"972533.991787","1877779.14739",0.16
