"","rev","Freq"
"3049","킥오프되는",3
"3050","타임",3
"3051","태국과",3
"3052","태클",3
"3053","터닝슛",3
"3054","토끼",3
"3055","톱니바퀴",3
"3056","통상",3
"3057","퇴진",3
"3058","투갈",3
"3059","트로피",3
"3060","트를",3
"3061","특성",3
"3062","팀트레이닝센터(NFC)에서",3
"3063","파견",3
"3064","파란",3
"3065","파주에서",3
"3066","패째(승무)를",3
"3067","퍼플",3
"3068","포를란(맨체스터",3
"3069","포백라인을",3
"3070","포백시스템",3
"3071","포백시스템은",3
"3072","포항)",3
"3073","포항에서는",3
"3074","포항종합운동장",3
"3075","폭죽",3
"3076","표명",3
"3077","푸른색",3
"3078","풀가동",3
"3079","풀이",3
"3080","프랑스는",3
"3081","프레스센터",3
"3082","프로리그",3
"3083","피구(레알",3
"3084","피지컬",3
"3085","피해",3
"3086","픽대표팀에서",3
"3087","하늘",3
"3088","하비에르",3
"3089","하소연",3
"3090","하프타임",3
"3091","학업",3
"3092","학창시절",3
"3093","한·일전을",3
"3094","한국(위)에",3
"3095","한국민",3
"3096","한국보다",3
"3097","한국어",3
"3098","한국으로",3
"3099","한국청소년축구대표팀이",3
"3100","한국판",3
"3101","한박자",3
"3102","한상구",3
"3103","한상구는",3
"3104","한솥밥",3
"3105","한숨",3
"3106","한일월드컵에서는",3
"3107","한자리",3
"3108","한정",3
"3109","한지",3
"3110","한풀",3
"3111","합작",3
"3112","해당",3
"3113","해명",3
"3114","해지",3
"3115","해협",3
"3116","했다”고",3
"3117","행동",3
"3118","허리부상",3
"3119","허벅지",3
"3120","헤어스타일",3
"3121","호골로",3
"3122","호화군단",3
"3123","홍명보(LA",3
"3124","홍콩이",3
"3125","화답",3
"3126","환(시미즈)",3
"3127","환경",3
"3128","환상",3
"3129","환영",3
"3130","환호",3
"3131","환희",3
"3132","획득",3
"3133","후계자",3
"3134","후보명단",3
"3135","흡족",3
"3136","희생양",3
"3137","히로시마아시안게임",3
"3138","(_",2
"3139","(도움)로",2
"3140","(득점)로",2
"3141","(무패)에",2
"3142","(상의)데님",2
"3143","(주)나이키스포츠는",2
"3144",",라운드",2
"3145","`극일(克日)",2
"3146","`도쿄대첩",2
"3147","`도쿄대첩'을",2
"3148","`몰디브",2
"3149","`일본킬러'",2
"3150","`제",2
"3151","`지코",2
"3152","`코엘류호'가",2
"3153","`트루시에",2
"3154","`트리플",2
"3155","`포르투갈",2
"3156","`한.일",2
"3157","‘A",2
"3158","‘거미손’",2
"3159","‘경계대상",2
"3160","‘리틀",2
"3161","‘붉은",2
"3162","‘속도축구’가",2
"3163","‘속도축구’를",2
"3164","‘오만쇼크’",2
"3165","‘일본",2
"3166","‘진공청소기’",2
"3167","‘코엘류호’",2
"3168","‘코엘류호’에",2
"3169","‘크리스마스",2
"3170","‘폭격기’",2
"3171","“감독",2
"3172","“그러나",2
"3173","“다른",2
"3174","“대표팀",2
"3175","“대표팀을",2
"3176","“반드시",2
"3177","“상대팀을",2
"3178","“선수",2
"3179","“아시아",2
"3180","“앞으로",2
"3181","“올해",2
"3182","“일부터",2
"3183","“조직력과",2
"3184","“좋은",2
"3185","“포르투갈",2
"3186","“한국축구에",2
"3187","“해외파가",2
"3188","”라며",2
"3189","”이라며",2
"3190","=일본()=",2
"3191","▦후안",2
"3192","△DF=",2
"3193","△FW=",2
"3194","△GK=",2
"3195","△MF=",2
"3196","▲골키퍼=",2
"3197","▲공격수=",2
"3198","▲내가",2
"3199","▲미드필더",2
"3200","▲미드필더=",2
"3201","▲베트남",2
"3202","▲성국이는",2
"3203","▲수비수=",2
"3204","▲시간이",2
"3205","▲우루과이",2
"3206","▲우선",2
"3207","▲일본",2
"3208","▲잠재력이",2
"3209","▲전술적",2
"3210","▲전체",2
"3211","▲측면",2
"3212","▲포르투갈",2
"3213","▲필드플레이어",2
"3214","▲한국",2
"3215","◇다음은",2
"3216","◇일",2
"3217","◇한국대표팀",2
"3218","●독일월드컵",2
"3219","┃나┃",2
"3220","┃자┃",2
"3221","┃키┃",2
"3222","♩...",2
"3223","A매치가",2
"3224","A매치다",2
"3225","A매치데이가",2
"3226","A매치데이라서",2
"3227","A매치데이여서",2
"3228","A매치와",2
"3229","g에서",2
"3230","g으로",2
"3231","J리거",2
"3232","J리거'",2
"3233","J빌리지에서",2
"3234","KBS)",2
"3235","KBSTV",2
"3236","km를",2
"3237","m를",2
"3238","Now",2
"3239","OK",2
"3240","Peace",2
"3241","PSV에인트호벤)이",2
"3242","SIC",2
"3243","socceru.",2
"3244","ST",2
"3245","Year",2
"3246","가공",2
"3247","가구",2
"3248","가도",2
"3249","가속도",2
"3250","가시",2
"3251","가열",2
"3252","가와부치",2
"3253","가즈유키가",2
"3254","각광",2
"3255","간과",2
"3256","간이",2
"3257","간편",2
"3258","감독()은",2
"3259","감독하",2
"3260","감소",2
"3261","감수",2
"3262","감치",2
"3263","갑작",2
"3264","강’",2
"3265","강남",2
"3266","강사",2
"3267","강용(포항)",2
"3268","강점",2
"3269","강팀에",2
"3270","같은날",2
"3271","개개인",2
"3272","개국대회에서",2
"3273","개별",2
"3274","개선방안",2
"3275","개선점",2
"3276","개편",2
"3277","거스",2
"3278","거예요",2
"3279","거처",2
"3280","거행",2
"3281","건의",2
"3282","걸림돌",2
"3283","검사결과",2
"3284","검증",2
"3285","것이다”고",2
"3286","게르트",2
"3287","게이타(.",2
"3288","격침시키는",2
"3289","결국",2
"3290","결성",2
"3291","결실",2
"3292","결심",2
"3293","결합",2
"3294","결혼",2
"3295","겸허",2
"3296","경기(_",2
"3297","경기결과",2
"3298","경기내용면",2
"3299","경기시간",2
"3300","경기운영",2
"3301","경기초반",2
"3302","경미",2
"3303","경실련",2
"3304","경악",2
"3305","경쟁심",2
"3306","경쟁자",2
"3307","경험담",2
"3308","계의",2
"3309","계획도",2
"3310","고국",2
"3311","고도",2
"3312","고디뉴",2
"3313","고리",2
"3314","고마움",2
"3315","고비",2
"3316","고생",2
"3317","고원",2
"3318","고종수는",2
"3319","고통",2
"3320","곤호가",2
"3321","골)",2
"3322","골)로",2
"3323","골)를",2
"3324","골넣는",2
"3325","골도",2
"3326","골도움으로",2
"3327","골마무리",2
"3328","골에",2
"3329","골잡이'",2
"3330","골잡이는",2
"3331","골잡이들",2
"3332","골잡이로",2
"3333","골지역까지",2
"3334","골지역에서",2
"3335","골찬스",2
"3336","골포스트",2
"3337","골폭풍을",2
"3338","골프",2
"3339","공감",2
"3340","공동대표",2
"3341","공동위를",2
"3342","공수",2
"3343","공수에",2
"3344","공수전환",2
"3345","공수조율은",2
"3346","공식기자회견",2
"3347","공한증(恐韓症)을",2
"3348","과이에",2
"3349","과이전에서",2
"3350","곽희주(수원)",2
"3351","관여",2
"3352","관할",2
"3353","광주방송)",2
"3354","광주월드컵.",2
"3355","광주전북(시.",2
"3356","교착상태",2
"3357","교통혼잡",2
"3358","구도",2
"3359","구로",2
"3360","구로베(교토)와",2
"3361","구로베·구보",2
"3362","구보(요코하마)가",2
"3363","구분",2
"3364","구스토는",2
"3365","국(울산",2
"3366","국가대표트레이닝센터(NFC)를",2
"3367","국면",2
"3368","국영방송",2
"3369","국제대회",2
"3370","군단",2
"3371","군사교육",2
"3372","군인정신",2
"3373","권오손",2
"3374","권위",2
"3375","권위자",2
"3376","궤도",2
"3377","귀재",2
"3378","그라우(이와타)와",2
"3379","극도",2
"3380","극명",2
"3381","극일",2
"3382","극일(克日)",2
"3383","근소",2
"3384","급속도",2
"3385","기구",2
"3386","기근",2
"3387","기념식",2
"3388","기능성",2
"3389","기도",2
"3390","기둥",2
"3391","기만",2
"3392","기술면",2
"3393","기자간담회",2
"3394","기점",2
"3395","기후",2
"3396","김광석",2
"3397","김남일(엑셀시오르)은",2
"3398","김남일(전남)과",2
"3399","김남일(전남)이",2
"3400","김남일도",2
"3401","김대의",2
"3402","김대의(성남",2
"3403","김대의가",2
"3404","김대의도",2
"3405","김도근(이상",2
"3406","김도훈(골)",2
"3407","김도훈김대의가",2
"3408","김도훈을
봤다",2
"3409","김동진(안양)을",2
"3410","김동현(수원)",2
"3411","김동현(오이타)은",2
"3412","김두현(.",2
"3413","김두현(수원",2
"3414","김두현(수원)과",2
"3415","김두현(수원)은",2
"3416","김병지가",2
"3417","김병지를",2
"3418","김상식(상무)",2
"3419","김상식(이상",2
"3420","김석우",2
"3421","김영광(전남)을",2
"3422","김영광은",2
"3423","김은중(대전",2
"3424","김은중을",2
"3425","김은중이",2
"3426","김정겸",2
"3427","김정우(울산)",2
"3428","김종현",2
"3429","김진규(전남)",2
"3430","김진규(전남)와",2
"3431","김태민(부산)",2
"3432","김태영(전남)이",2
"3433","김태영.",2
"3434","김태영유상철최진철로",2
"3435","김태영은",2
"3436","김태영을",2
"3437","김해공항을",2
"3438","김현석",2
"3439","김현석은",2
"3440","까지인",2
"3441","꺽다리",2
"3442","꾀돌이",2
"3443","끝모를",2
"3444","나가이(우라와)를",2
"3445","나가이경기장에서",2
"3446","나가이에게",2
"3447","나비스코컵",2
"3448","나열",2
"3449","나오히로(FC도쿄)도",2
"3450","나이지리아",2
"3451","나카야마는",2
"3452","나카야마를",2
"3453","나카야마와",2
"3454","나카타'를",2
"3455","나흘간",2
"3456","난사",2
"3457","난제",2
"3458","남궁도(.",2
"3459","남미축구",2
"3460","남발",2
"3461","남북",2
"3462","남아공",2
"3463","남아있긴",2
"3464","남편",2
"3465","납득",2
"3466","낭보",2
"3467","낭패",2
"3468","내로라하는",2
"3469","내부경쟁",2
"3470","내실",2
"3471","내일",2
"3472","냉담",2
"3473","냉혹",2
"3474","냐”며",2
"3475","냐는",2
"3476","너스티컵",2
"3477","너스티컵(패)",2
"3478","네덜란드리그",2
"3479","네덜란드와",2
"3480","네이버",2
"3481","네이션",2
"3482","년(대전전)에",2
"3483","년(안양전)과",2
"3484","년개월만에",2
"3485","년대표팀",2
"3486","노릇",2
"3487","노선",2
"3488","노하우",2
"3489","농락",2
"3490","높이기위해",2
"3491","눈총",2
"3492","뉴질랜드",2
"3493","느냐""며",2
"3494","닛폰'",2
"3495","닛폰라디오",2
"3496","다""는",2
"3497","다’는",2
"3498","다”면서",2
"3499","다가",2
"3500","다롄에서",2
"3501","다양화",2
"3502","다이스케(교토)를",2
"3503","단기간",2
"3504","단비",2
"3505","단신",2
"3506","단신(cm)",2
"3507","단조",2
"3508","달라붙어",2
"3509","담금질할",2
"3510","담금질했다",2
"3511","담담",2
"3512","닷새",2
"3513","당위성",2
"3514","대교",2
"3515","대구울산(시.",2
"3516","대구전북(대구월드컵.",2
"3517","대동",2
"3518","대비책",2
"3519","대세",2
"3520","대수",2
"3521","대전부산(시.",2
"3522","대전수원(대전월드컵.",2
"3523","대진",2
"3524","대표팀감독",2
"3525","대표팀트레이닝센터(NFC)에",2
"3526","대학생",2
"3527","대학팀",2
"3528","대항전",2
"3529","대회전",2
"3530","더비",2
"3531","더위",2
"3532","덕장",2
"3533","도도(울산",2
"3534","도도(울산)",2
"3535","도도(울산.",2
"3536","도도발라웅루시우",2
"3537","도마위",2
"3538","도입",2
"3539","도쿄정벌이다.",2
"3540","독불장군식",2
"3541","독선",2
"3542","독일",2
"3543","독일에서",2
"3544","독주가",2
"3545","돌진",2
"3546","동갑",2
"3547","동남아시아",2
"3548","동시다발",2
"3549","동아시아연맹컵",2
"3550","동아시아연맹컵에서",2
"3551","동아시아연맹컵을",2
"3552","동아시아축구대회",2
"3553","동아시아축구대회를",2
"3554","동아시아축구선수권대회에",2
"3555","동아시아축구선수권에",2
"3556","동아시아컵에",2
"3557","동아시안컵대회에",2
"3558","동요",2
"3559","동원컵",2
"3560","동참",2
"3561","되짚어보고",2
"3562","된다”며",2
"3563","두선수",2
"3564","두자릿수",2
"3565","드누에",2
"3566","드래곤즈)",2
"3567","드컵",2
"3568","득세",2
"3569","들었다”고",2
"3570","듬직",2
"3571","등판",2
"3572","등한시",2
"3573","디브전",2
"3574","디자이너",2
"3575","디자인",2
"3576","디자인과",2
"3577","딴지사커",2
"3578","뚜껑",2
"3579","뚜따는",2
"3580","뚜따와",2
"3581","라이커다",2
"3582","라커룸에서",2
"3583","라틴계",2
"3584","랜드",2
"3585","러브",2
"3586","러시아",2
"3587","러운",2
"3588","레바논(이상",2
"3589","레바논까지",2
"3590","레바논전서",2
"3591","레바논전을",2
"3592","레바논전이",2
"3593","레알",2
"3594","레알마드리드",2
"3595","레이솔",2
"3596","레즈)가",2
"3597","레코바도",2
"3598","렘을",2
"3599","력에는",2
"3600","로테이션(순환)",2
"3601","론도",2
"3602","롭게",2
"3603","롱패스를",2
"3604","루사통신과",2
"3605","루스",2
"3606","류에게",2
"3607","르대회에서도",2
"3608","르투갈",2
"3609","름이",2
"3610","리아를",2
"3611","리아에",2
"3612","리아전에",2
"3613","리우올스타팀",2
"3614","리우올스타팀은",2
"3615","리타임",2
"3616","마그노(전북)",2
"3617","마그노(전북.",2
"3618","마그노가",2
"3619","마노",2
"3620","마다",2
"3621","마라톤",2
"3622","마리노스",2
"3623","마리노스(〃",2
"3624","마리노스)과",2
"3625","마리노스)이",2
"3626","마사시(이와타)",2
"3627","마쓰이는",2
"3628","마에조노",2
"3629","마케팅",2
"3630","마크로",2
"3631","만능",2
"3632","만리",2
"3633","만여",2
"3634","만원",2
"3635","만체프는",2
"3636","말끔",2
"3637","말레국립경기장에서",2
"3638","말레이시아에서",2
"3639","말레이시아전을",2
"3640","맞냐'며",2
"3641","맞불",2
"3642","맞장구",2
"3643","매니저",2
"3644","매력",2
"3645","맨체스터",2
"3646","맹훈련",2
"3647","머리속",2
"3648","먹구름",2
"3649","먹혀들지",2
"3650","메이킹",2
"3651","메추와",2
"3652","메카",2
"3653","멕시코",2
"3654","며칠",2
"3655","면담",2
"3656","명·사진",2
"3657","명단(명)에",2
"3658","명색",2
"3659","명을파주국가대표팀트레이닝센터(NFC)에",2
"3660","명확",2
"3661","모델",2
"3662","모하메드",2
"3663","목깃을",2
"3664","목전",2
"3665","목포에서",2
"3666","몰디브로",2
"3667","몰디브전에서",2
"3668","몰수",2
"3669","몰아넣는",2
"3670","몰아넣었다",2
"3671","묘진(가시와)",2
"3672","무",2
"3673","무가",2
"3674","무기력",2
"3675","무능력",2
"3676","무력",2
"3677","무력시위",2
"3678","무스카트에서",2
"3679","무위",2
"3680","무패에",2
"3681","문양",2
"3682","문제없다""며",2
"3683","물결",2
"3684","미국에서",2
"3685","미국월드컵",2
"3686","미국으로",2
"3687","미드필더까지",2
"3688","미드필더들이",2
"3689","미드필더진과",2
"3690","미드필더진에서",2
"3691","미디어",2
"3692","미비",2
"3693","미셀",2
"3694","미스코리아",2
"3695","미쓰오(가시마)는",2
"3696","미야코",2
"3697","미치진",2
"3698","미터",2
"3699","미하엘",2
"3700","민용식",2
"3701","민족",2
"3702","민첩",2
"3703","밍을",2
"3704","밑거름",2
"3705","밑그림",2
"3706","박규선(전북)",2
"3707","박동혁(전북)과",2
"3708","박빙",2
"3709","박사학위",2
"3710","박성배와",2
"3711","박수갈채",2
"3712","박요셉(서울)",2
"3713","박요셉(이상",2
"3714","박용호(이상",2
"3715","박일",2
"3716","박재홍",2
"3717","박재홍(전북)이",2
"3718","박재홍이",2
"3719","박주성(이상",2
"3720","박지성()과",2
"3721","박지성(아인트호벤)은",2
"3722","박진섭",2
"3723","박차",2
"3724","박충균(성남)이",2
"3725","반란",2
"3726","반지",2
"3727","발걸음",2
"3728","발동",2
"3729","발라웅으로",2
"3730","발리슛은",2
"3731","발리슛이",2
"3732","발산",2
"3733","발상",2
"3734","발재간과",2
"3735","발재간으로",2
"3736","발재간이",2
"3737","밤잠",2
"3738","방사",2
"3739","방아찧기",2
"3740","방학기간",2
"3741","방한",2
"3742","배문수",2
"3743","배양",2
"3744","백’을",2
"3745","백마",2
"3746","백업",2
"3747","버스",2
"3748","번호",2
"3749","범위",2
"3750","베베투는",2
"3751","베컴이",2
"3752","베트남.",2
"3753","베트남에게",2
"3754","변모",2
"3755","변변",2
"3756","별칭",2
"3757","병무",2
"3758","병역",2
"3759","병원검진",2
"3760","보배",2
"3761","보약",2
"3762","보여주겠다""며",2
"3763","보인다”며",2
"3764","보좌",2
"3765","복잡",2
"3766","본다”며",2
"3767","본의",2
"3768","부문",2
"3769","부산광주(부산아시아드.",2
"3770","부산수원(시.",2
"3771","부산아시아드주경기장에서",2
"3772","부정",2
"3773","부지런",2
"3774","부천SK",2
"3775","부천종합)",2
"3776","부천포항(시.",2
"3777","부합",2
"3778","북중미",2
"3779","북한이",2
"3780","분경",2
"3781","분뒤",2
"3782","분류",2
"3783","분명히했다",2
"3784","분쟁",2
"3785","분전",2
"3786","분출",2
"3787","불굴",2
"3788","불꽃튀는",2
"3789","불명예",2
"3790","불식",2
"3791","불씨",2
"3792","불운",2
"3793","불쾌",2
"3794","불편함",2
"3795","불허",2
"3796","붉은색",2
"3797","브루나이",2
"3798","브에게",2
"3799","브전에",2
"3800","브전을",2
"3801","블루(하의)'는",2
"3802","비공식",2
"3803","비난여론",2
"3804","비대칭",2
"3805","비법",2
"3806","비보",2
"3807","비수",2
"3808","비엘사",2
"3809","비용",2
"3810","비주",2
"3811","비축",2
"3812","비치",2
"3813","빅리그에서",2
"3814","빅매치를",2
"3815","빅뱅",2
"3816","빈공간",2
"3817","빈자리",2
"3818","빗줄기",2
"3819","빠듯",2
"3820","빨간색",2
"3821","빨려들어가는",2
"3822","사격",2
"3823","사고",2
"3824","사과",2
"3825","사나이",2
"3826","사네티를",2
"3827","사면초가",2
"3828","사무총장",2
"3829","사부",2
"3830","사비올라",2
"3831","사스로",2
"3832","사스에",2
"3833","사와라(가시마)",2
"3834","사이클",2
"3835","사이타마경기장에서",2
"3836","사인공세",2
"3837","사진",2
"3838","사커월드(www.",2
"3839","사키",2
"3840","사토시(감바",2
"3841","사표",2
"3842","사활",2
"3843","산토스",2
"3844","산토스(시미즈)",2
"3845","산토스와",2
"3846","삼각",2
"3847","삼각편대",2
"3848","삼각편대와",2
"3849","삿포로돔에서",2
"3850","상대방",2
"3851","상반",2
"3852","상반기",2
"3853","상승",2
"3854","상심",2
"3855","상암징크스",2
"3856","새벽(한국시간)",2
"3857","새별",2
"3858","생각한다”고",2
"3859","생년월일",2
"3860","샤리",2
"3861","샤샤이리네이성남",2
"3862","서울시내",2
"3863","서울월드컵경기장으로",2
"3864","서울월드컵구장에서",2
"3865","서포터들",2
"3866","서포터들에게",2
"3867","서포터들이",2
"3868","서포터스",2
"3869","선명",2
"3870","선방하겠다는",2
"3871","선수권",2
"3872","설기현(안더레흐트)을",2
"3873","설문",2
"3874","설문조사",2
"3875","설성환",2
"3876","섬나라",2
"3877","성국이처럼",2
"3878","성장세",2
"3879","성적부진",2
"3880","성패",2
"3881","세계선수권대회",2
"3882","세계챔피언",2
"3883","세계청소년(U)축구선수권대회에",2
"3884","세계청소년대회",2
"3885","세계청소년축구선수권대회에",2
"3886","세계최강",2
"3887","세팀",2
"3888","소드를",2
"3889","소매",2
"3890","소모",2
"3891","소설",2
"3892","소속명이",2
"3893","소장",2
"3894","소집장소",2
"3895","소피아)",2
"3896","손실",2
"3897","솔직",2
"3898","송고",2
"3899","송종국(.",2
"3900","송종국을",2
"3901","송주희(INI스틸)",2
"3902","쇼크’",2
"3903","수(레알",2
"3904","수능",2
"3905","수리",2
"3906","수부",2
"3907","수순",2
"3908","수원안양(시.",2
"3909","수원전북전을",2
"3910","수천",2
"3911","수퍼",2
"3912","수혈",2
"3913","수확",2
"3914","숙지",2
"3915","순리",2
"3916","순수",2
"3917","순식간",2
"3918","순조",2
"3919","순풍",2
"3920","순환",2
"3921","순회",2
"3922","술래",2
"3923","슈미트가",2
"3924","슈팅력",2
"3925","슈팅하는",2
"3926","슛찬스를",2
"3927","스로",2
"3928","스리랑카전",2
"3929","스리백(Back)",2
"3930","스에",2
"3931","스웨덴",2
"3932","스위스",2
"3933","스위스월드컵",2
"3934","스즈키(겡크)를",2
"3935","스즈키(겡크)와",2
"3936","스즈키는",2
"3937","스즈키를",2
"3938","스코",2
"3939","스트",2
"3940","스트레칭",2
"3941","스트레칭과",2
"3942","스트한",2
"3943","스틸",2
"3944","스틸러스와",2
"3945","스페인과",2
"3946","스페인리그",2
"3947","스포츠중계",2
"3948","스피디",2
"3949","승무",2
"3950","승무를",2
"3951","승무패에",2
"3952","승부차기",2
"3953","승선한다",2
"3954","승선할",2
"3955","승승장구",2
"3956","승인",2
"3957","승패)을",2
"3958","승패를",2
"3959","시각",2
"3960","시리즈",2
"3961","시미즈전을",2
"3962","시분.",2
"3963","시비",2
"3964","시아선수권대회",2
"3965","시아축구대회",2
"3966","시아축구선수권대회",2
"3967","시의회",2
"3968","시인",2
"3969","시일",2
"3970","시한부",2
"3971","식",2
"3972","식사",2
"3973","신기록()에",2
"3974","신라호텔",2
"3975","신뢰감",2
"3976","신바람",2
"3977","신봉자",2
"3978","신인선수",2
"3979","신진",2
"3980","신철",2
"3981","신통",2
"3982","신혼",2
"3983","실망감",2
"3984","실업",2
"3985","실업축구",2
"3986","실전경험",2
"3987","실제",2
"3988","실종",2
"3989","실책",2
"3990","실천",2
"3991","실효성",2
"3992","심경",2
"3993","심상",2
"3994","싶다""며",2
"3995","쌍둥이",2
"3996","쏘아올려",2
"3997","쏟아부을",2
"3998","아들",2
"3999","아르헨티나전에",2
"4000","아르헨티나전이",2
"4001","아선수권대회",2
"4002","아스날이",2
"4003","아시",2
"4004","아시아권",2
"4005","아시아드경기장에서",2
"4006","아시아드주경기장에서",2
"4007","아시아연맹컵을",2
"4008","아시아챔피언스리그",2
"4009","아시아축구연맹(AFC)이",2
"4010","아오키",2
"4011","아인트호벤)",2
"4012","아침",2
"4013","아테네로",2
"4014","아테네를",2
"4015","아파트",2
"4016","악바리",2
"4017","악순환",2
"4018","안더레흐트)은",2
"4019","안선진이",2
"4020","안심",2
"4021","안양부천(안양종합.",2
"4022","안양성남(시.",2
"4023","안양종합.",2
"4024","안정감",2
"4025","안정환(시미즈)를",2
"4026","안정환(시미즈)은",2
"4027","안정환(시미즈)을",2
"4028","안정환(요코하마",2
"4029","안정환(요코하마)은",2
"4030","안정환(요코하마)을",2
"4031","안좋아",2
"4032","안착",2
"4033","안컵과",2
"4034","안컵에",2
"4035","안컵을",2
"4036","안컵축구",2
"4037","않고’",2
"4038","않는다""며",2
"4039","않았",2
"4040","않았다”고",2
"4041","알슛을",2
"4042","알짜",2
"4043","알코올",2
"4044","암스텔컵",2
"4045","았다",2
"4046","앙갚음",2
"4047","앙드레",2
"4048","앙리'로",2
"4049","앙리와",2
"4050","앞날",2
"4051","애도",2
"4052","애용",2
"4053","애제자",2
"4054","앤틀러스가",2
"4055","야간",2
"4056","야마",2
"4057","야마(이와타)와",2
"4058","야마다",2
"4059","야마시타",2
"4060","약팀과",2
"4061","약팀에",2
"4062","약팀이라",2
"4063","양복",2
"4064","양쪽",2
"4065","어리둥절",2
"4066","어수선",2
"4067","어제",2
"4068","어진",2
"4069","어쨌든",2
"4070","언론사",2
"4071","언변",2
"4072","엄지손가락",2
"4073","었기",2
"4074","었던",2
"4075","었어야",2
"4076","었으면",2
"4077","에드밀손",2
"4078","에드밀손과",2
"4079","에드밀손에게",2
"4080","에이전트",2
"4081","에인트호벤)와",2
"4082","에인트호벤에서",2
"4083","에인트호벤전에서",2
"4084","엑셀시오르",2
"4085","엔기가",2
"4086","엘류호'가",2
"4087","엘류호'는",2
"4088","여러분",2
"4089","여성",2
"4090","여자팀",2
"4091","역동",2
"4092","역전승했다",2
"4093","연결부",2
"4094","연고",2
"4095","연극",2
"4096","연령별",2
"4097","연말",2
"4098","연습기간",2
"4099","연연",2
"4100","연패로",2
"4101","열띤경쟁",2
"4102","열망",2
"4103","열성",2
"4104","열세",2
"4105","열어젖힐",2
"4106","열중",2
"4107","였는데",2
"4108","였다고",2
"4109","였지만",2
"4110","영(청구고)",2
"4111","영국",2
"4112","영도",2
"4113","영리",2
"4114","영어",2
"4115","영예",2
"4116","영통",2
"4117","영화배우",2
"4118","예비전력",2
"4119","예외",2
"4120","예우",2
"4121","예의주시",2
"4122","오가사와라는",2
"4123","오분석관을",2
"4124","오승범(성남)",2
"4125","오전시",2
"4126","오찬",2
"4127","오쿠(요코하마)와",2
"4128","오쿠보와",2
"4129","오후시",2
"4130","온몸",2
"4131","올림픽공원",2
"4132","올스타",2
"4133","옴베르투",2
"4134","완료",2
"4135","완산벌",2
"4136","완수",2
"4137","완숙",2
"4138","완장",2
"4139","완쾌",2
"4140","완패하며",2
"4141","완패했다",2
"4142","왔다""며",2
"4143","왕정현(안양)과",2
"4144","외곽",2
"4145","외모",2
"4146","외부",2
"4147","외형상",2
"4148","요리",2
"4149","요시토(오사카)와",2
"4150","요요기",2
"4151","요코하마)등이",2
"4152","요코하마경기장에서",2
"4153","요코하마에",2
"4154","용감",2
"4155","우라와)",2
"4156","우성용(포항)과",2
"4157","우성용(포항)을",2
"4158","우성용(포항)이",2
"4159","우승후보",2
"4160","욱은",2
"4161","운동연합",2
"4162","운드에서",2
"4163","운영계획",2
"4164","울산대전(시.",2
"4165","울산도",2
"4166","울산성남(울산월드컵.",2
"4167","울산월드컵.",2
"4168","울산을",2
"4169","울트라닛폰",2
"4170","원동력",2
"4171","원점",2
"4172","원톱과",2
"4173","원톱이든",2
"4174","원톱인",2
"4175","월~일",2
"4176","월드컵에서",2
"4177","월드컵이다",2
"4178","월드컵축구대회",2
"4179","웠지만",2
"4180","위(골)",2
"4181","위안",2
"4182","위업",2
"4183","위촉",2
"4184","위축",2
"4185","위탁",2
"4186","유럽리그에서",2
"4187","유럽방문",2
"4188","유럽선수권",2
"4189","유럽선수권에서",2
"4190","유럽파는",2
"4191","유럽파를",2
"4192","유발",2
"4193","유상철()",2
"4194","유상철(요코하마",2
"4195","유상철(요코하마)을",2
"4196","유스",2
"4197","유이치로",2
"4198","유족",2
"4199","유해",2
"4200","윤곽",2
"4201","윤덕여",2
"4202","윤석화",2
"4203","융단",2
"4204","융합",2
"4205","으며",2
"4206","을",2
"4207","음식",2
"4208","의기소침",2
"4209","의뢰",2
"4210","의무",2
"4211","이",2
"4212","이관우(대전",2
"4213","이광종",2
"4214","이구동성",2
"4215","이기형(성남)이",2
"4216","이기형(이상",2
"4217","이길용과",2
"4218","이동국(광주)과",2
"4219","이동국(광주)이",2
"4220","이따마르",2
"4221","이따마르를",2
"4222","이때",2
"4223","이란전을",2
"4224","이메이커",2
"4225","이메이커로",2
"4226","이민성(포항)",2
"4227","이벤트",2
"4228","이상윤씨도",2
"4229","이색",2
"4230","이션으로",2
"4231","이시아에",2
"4232","이시아전을",2
"4233","이에따",2
"4234","이영표.",2
"4235","이영표도",2
"4236","이웃집",2
"4237","이을용(안양)과",2
"4238","이을용(안양)이",2
"4239","이을용(트라브존스포르)과",2
"4240","이을용(트라브존스포르)도",2
"4241","이을용을",2
"4242","이음새",2
"4243","이적료",2
"4244","이종민",2
"4245","이준영",2
"4246","이준영(안양)",2
"4247","이지",2
"4248","이천수(·레알",2
"4249","이천수(울산)는",2
"4250","이천수(울산)를",2
"4251","이치하라)가",2
"4252","이치하라)는",2
"4253","이치하라)와",2
"4254","이케다",2
"4255","이탈리아는",2
"4256","이탈리아를",2
"4257","이탈리아에",2
"4258","이탈리아전을",2
"4259","이트",2
"4260","인구",2
"4261","인근",2
"4262","인물",2
"4263","인방이",2
"4264","인생",2
"4265","인저리타임",2
"4266","인적",2
"4267","인천에서",2
"4268","일(현지시간)",2
"4269","일간",2
"4270","일등공신",2
"4271","일본국가",2
"4272","일본올림픽대표팀을",2
"4273","일본축구",2
"4274","일본축구대표팀",2
"4275","일본축구를",2
"4276","일본축구협회가",2
"4277","일본프로축구(J리그)",2
"4278","일본프로축구(J리그)와",2
