"","rev","Freq"
"1745","불가리아전에서",5
"1746","불안감",5
"1747","붉은악마",5
"1748","비상",5
"1749","비전",5
"1750","빨래",5
"1751","사례",5
"1752","사인",5
"1753","상비군",5
"1754","샤샤가",5
"1755","샤샤와",5
"1756","서포터",5
"1757","설기현(안더레흐트)과",5
"1758","설기현도",5
"1759","세레소",5
"1760","송종국과",5
"1761","수술",5
"1762","스즈키",5
"1763","스카우트",5
"1764","스트레칭을",5
"1765","슬럼프",5
"1766","승전보",5
"1767","시분)",5
"1768","시사",5
"1769","시장",5
"1770","시점",5
"1771","시행착오",5
"1772","신인",5
"1773","실점",5
"1774","싸움",5
"1775","아르헨티나전",5
"1776","아르헨티나전을",5
"1777","아마추어",5
"1778","아시아축구연맹(AFC)",5
"1779","안이",5
"1780","안정환(요코하마)과",5
"1781","양보",5
"1782","없다""며",5
"1783","여건",5
"1784","여러번",5
"1785","여세",5
"1786","역삼",5
"1787","역전",5
"1788","연승에",5
"1789","연장",5
"1790","영향",5
"1791","오승범",5
"1792","완승",5
"1793","외국인",5
"1794","왼발",5
"1795","우리팀",5
"1796","우성용(포항",5
"1797","욱(.",5
"1798","움베르토",5
"1799","워드",5
"1800","위용",5
"1801","위험",5
"1802","유니버시아드",5
"1803","유럽축구선수권대회",5
"1804","유보",5
"1805","유비",5
"1806","유상철(울산)",5
"1807","유연",5
"1808","유연성",5
"1809","육성",5
"1810","윤정환",5
"1811","의외",5
"1812","이것",5
"1813","이동국(광주",5
"1814","이동국(광주)",5
"1815","이목",5
"1816","이션을",5
"1817","이야기",5
"1818","이운재(수원)가",5
"1819","이을용(안양)",5
"1820","이치하라)",5
"1821","인천문학경기장에서",5
"1822","일념",5
"1823","일전",5
"1824","일축",5
"1825","일환",5
"1826","있다""며",5
"1827","자극",5
"1828","자유",5
"1829","작년",5
"1830","장비",5
"1831","재능",5
"1832","재목",5
"1833","저항",5
"1834","적응훈련",5
"1835","전날",5
"1836","전열",5
"1837","전진",5
"1838","정력",5
"1839","정보",5
"1840","정식",5
"1841","제물",5
"1842","조병국(수원)이",5
"1843","조영증",5
"1844","조중연",5
"1845","존중",5
"1846","종합",5
"1847","주경기장",5
"1848","주중",5
"1849","준우승팀",5
"1850","중계",5
"1851","중국전에서",5
"1852","중위권",5
"1853","중책",5
"1854","즌은",5
"1855","증명",5
"1856","지단",5
"1857","지점",5
"1858","진두지휘",5
"1859","진지",5
"1860","차두리와",5
"1861","차전",5
"1862","찬사",5
"1863","천금",5
"1864","체면",5
"1865","총력",5
"1866","총체",5
"1867","최근",5
"1868","최성국(.",5
"1869","최성국(울산)은",5
"1870","최순호",5
"1871","최용수(.",5
"1872","최우수선수(MVP)",5
"1873","최진철(전북)이",5
"1874","최진철과",5
"1875","최초",5
"1876","최태욱(안양)이",5
"1877","추억",5
"1878","축구단",5
"1879","출범",5
"1880","출전선수",5
"1881","취소",5
"1882","커뮤니케이션",5
"1883","킥을",5
"1884","탄생",5
"1885","태도",5
"1886","테크닉",5
"1887","테헤란",5
"1888","토록",5
"1889","통합",5
"1890","투자",5
"1891","트레이드",5
"1892","트호벤과",5
"1893","파주NFC(대표팀트레이닝센터)에",5
"1894","파주NFC(대표팀트레이닝센터)에서",5
"1895","파죽",5
"1896","페이지",5
"1897","편성",5
"1898","평소",5
"1899","평정",5
"1900","포르투갈에",5
"1901","포백을",5
"1902","포워드",5
"1903","폭발",5
"1904","폭주",5
"1905","표현",5
"1906","플래카드",5
"1907","하반기",5
"1908","하위권",5
"1909","한.일전을",5
"1910","한국전",5
"1911","한일월드컵을",5
"1912","해설",5
"1913","해외진출",5
"1914","해이",5
"1915","해프닝",5
"1916","허심탄회",5
"1917","허전",5
"1918","현영민",5
"1919","호주",5
"1920","홍콩은",5
"1921","활동",5
"1922","후유증",5
"1923","훈련소",5
"1924","훈련장",5
"1925","휘슬",5
"1926","히딩크는",5
"1927","히딩크와",5
"1928",",",4
"1929","__",4
"1930","___",4
"1931","‘포르투갈",4
"1932","“그동안",4
"1933","“월드컵",4
"1934","“이번",4
"1935","”면서",4
"1936","=한국()=",4
"1937","▲FW=",4
"1938","▲저는",4
"1939","━━",4
"1940","┃운┃",4
"1941","°C를",4
"1942","A매치는",4
"1943","ID",4
"1944","kg",4
"1945","m짜리",4
"1946","TBS",4
"1947","가닥",4
"1948","가미",4
"1949","각인",4
"1950","감격",4
"1951","강연",4
"1952","강행군",4
"1953","개국",4
"1954","개성",4
"1955","개척",4
"1956","거기",4
"1957","걸프",4
"1958","것”이라며",4
"1959","겨냥",4
"1960","결승",4
"1961","결장할",4
"1962","겸비",4
"1963","경기종료",4
"1964","경신",4
"1965","경제사절단",4
"1966","고등학교",4
"1967","고향",4
"1968","곤욕",4
"1969","골사냥에",4
"1970","골지역",4
"1971","골차로",4
"1972","공격전술",4
"1973","공부",4
"1974","광양전용)",4
"1975","광주)과",4
"1976","교육",4
"1977","국인",4
"1978","국제축구연맹",4
"1979","궁지",4
"1980","귀추",4
"1981","귀화",4
"1982","그간",4
"1983","그들",4
"1984","그랜드",4
"1985","근처",4
"1986","급부상",4
"1987","급상승",4
"1988","기대주",4
"1989","기동력",4
"1990","기사",4
"1991","기적",4
"1992","기초",4
"1993","김남일(엑셀시오르)이",4
"1994","김남일을",4
"1995","김대의(성남)",4
"1996","김대의를",4
"1997","김도근(전남)",4
"1998","김도훈(.",4
"1999","김동진(안양)",4
"2000","김동진과",4
"2001","김두현을",4
"2002","김상식(광주)",4
"2003","김은중(대전)",4
"2004","깔끔",4
"2005","꺾다리",4
"2006","남자",4
"2007","내겠다""며",4
"2008","내한",4
"2009","내한하는",4
"2010","냉정",4
"2011","노련미",4
"2012","논란",4
"2013","농담",4
"2014","눈빛",4
"2015","다급",4
"2016","다운",4
"2017","다카하라",4
"2018","단서",4
"2019","달구",4
"2020","담금질",4
"2021","답변",4
"2022","대열",4
"2023","대통령",4
"2024","대패",4
"2025","대포알",4
"2026","덜미",4
"2027","도시",4
"2028","도우미",4
"2029","독일월드컵에서",4
"2030","동계훈련",4
"2031","동아시아축구선수권대회",4
"2032","동아시아컵에서",4
"2033","동원",4
"2034","동지",4
"2035","뒷받침",4
"2036","듀오",4
"2037","든든",4
"2038","라면",4
"2039","라운드는",4
"2040","레바논을",4
"2041","레바논전에서",4
"2042","레코바와",4
"2043","력과",4
"2044","로는",4
"2045","로도",4
"2046","로서",4
"2047","루이스",4
"2048","류가",4
"2049","리더십",4
"2050","마그노",4
"2051","마그노(전북",4
"2052","마그노를",4
"2053","막내",4
"2054","맏형",4
"2055","맞춘뒤",4
"2056","메달",4
"2057","메스",4
"2058","면밀",4
"2059","명령",4
"2060","명예회복",4
"2061","목적",4
"2062","몰디브에서",4
"2063","무기",4
"2064","무패",4
"2065","무한",4
"2066","뮌헨과",4
"2067","미드필더와",4
"2068","미드필더인",4
"2069","미스",4
"2070","민국",4
"2071","박수",4
"2072","박용호(안양)가",4
"2073","박종환",4
"2074","박주영은",4
"2075","박지성(에인트호벤)",4
"2076","반격",4
"2077","반면",4
"2078","반영",4
"2079","방패",4
"2080","방해",4
"2081","버그",4
"2082","베어벡",4
"2083","베트남보다",4
"2084","변수",4
"2085","보란치",4
"2086","복수",4
"2087","본인",4
"2088","부각",4
"2089","부동",4
"2090","부인",4
"2091","부천과",4
"2092","불가리아전",4
"2093","불가리아전을",4
"2094","불의",4
"2095","불패",4
"2096","브뤼노",4
"2097","브전",4
"2098","브팀과",4
"2099","비공개",4
"2100","비지땀",4
"2101","뿌리",4
"2102","사의",4
"2103","산토스는",4
"2104","삼각편대를",4
"2105","삼바",4
"2106","상기",4
"2107","상위권",4
"2108","상의",4
"2109","상정",4
"2110","서로",4
"2111","서울에",4
"2112","서정",4
"2113","서포터즈",4
"2114","석패",4
"2115","선취골",4
"2116","선화",4
"2117","성국",4
"2118","세네갈",4
"2119","세례",4
"2120","세밀",4
"2121","센스",4
"2122","소득",4
"2123","속도",4
"2124","손색",4
"2125","송종국(페예노르트)과",4
"2126","송종국(페예노르트)을",4
"2127","송종국(페예노르트)이",4
"2128","수렁",4
"2129","수재민",4
"2130","수준급",4
"2131","숙명",4
"2132","숙적",4
"2133","숙제",4
"2134","순항",4
"2135","스가",4
"2136","스와",4
"2137","스코어",4
"2138","스타트",4
"2139","승산",4
"2140","승자",4
"2141","시급",4
"2142","시대",4
"2143","시미즈",4
"2144","시안",4
"2145","신경",4
"2146","신구",4
"2147","신장",4
"2148","신중론",4
"2149","실질",4
"2150","실험",4
"2151","심산",4
"2152","심재원(부산)",4
"2153","심정",4
"2154","아르헨티나가",4
"2155","아시안컵예선에서",4
"2156","아크",4
"2157","아키",4
"2158","악마",4
"2159","악화",4
"2160","안목",4
"2161","야심",4
"2162","양상",4
"2163","어디",4
"2164","어린이",4
"2165","어색",4
"2166","얼마",4
"2167","업무",4
"2168","에",4
"2169","에다드에",4
"2170","에서",4
"2171","여행",4
"2172","역량",4
"2173","역설",4
"2174","연기",4
"2175","연락",4
"2176","연습장",4
"2177","염두",4
"2178","예봉",4
"2179","예약",4
"2180","오가사와라가",4
"2181","오대",4
"2182","옥석",4
"2183","완성도",4
"2184","외출",4
"2185","요시토(.",4
"2186","요시토(세레소",4
"2187","요인",4
"2188","요코하마에서",4
"2189","우루과이대표팀은",4
"2190","원톱을",4
"2191","원활",4
"2192","월등",4
"2193","위기",4
"2194","위해",4
"2195","유럽과",4
"2196","유럽무대",4
"2197","유력시",4
"2198","유로에서",4
"2199","유일",4
"2200","유치",4
"2201","으로서",4
"2202","으로서는",4
"2203","은퇴식",4
"2204","의문",4
"2205","의원",4
"2206","이나모토가",4
"2207","이동국(상무",4
"2208","이변",4
"2209","이영표(PSV에인트호벤)",4
"2210","이영표(PSV에인트호벤)와",4
"2211","이을용(트라브존스포르)이",4
"2212","이을용과",4
"2213","이익",4
"2214","이천수(울산)가",4
"2215","이탈리아와",4
"2216","인도",4
"2217","인선",4
"2218","인원",4
"2219","인의",4
"2220","인천공항으로",4
"2221","일(오후",4
"2222","일가견",4
"2223","일대",4
"2224","일본선수",4
"2225","입단",4
"2226","입문",4
"2227","있다”며",4
"2228","잉글랜드와",4
"2229","자기",4
"2230","자만심",4
"2231","작업",4
"2232","잔치",4
"2233","잘못",4
"2234","잠실",4
"2235","장관",4
"2236","장악하",4
"2237","재활",4
"2238","적수",4
"2239","적임자",4
"2240","전.현직",4
"2241","전기리그",4
"2242","전례",4
"2243","전면",4
"2244","전선",4
"2245","전성",4
"2246","전원",4
"2247","전쟁",4
"2248","전화",4
"2249","절반",4
"2250","점수",4
"2251","점유율",4
"2252","접촉",4
"2253","정오",4
"2254","정조국도",4
"2255","정조국을",4
"2256","제동",4
"2257","조사",4
"2258","조재진(수원)",4
"2259","조재진도",4
"2260","조전무는",4
"2261","졸업",4
"2262","주류",4
"2263","주름살",4
"2264","주제",4
"2265","중국은",4
"2266","중국이",4
"2267","중국전",4
"2268","중시",4
"2269","중이",4
"2270","지구",4
"2271","지장",4
"2272","지코감독",4
"2273","직접",4
"2274","직후",4
"2275","진주",4
"2276","진퇴",4
"2277","질책",4
"2278","차경복",4
"2279","차두리를",4
"2280","차예선에",4
"2281","참사",4
"2282","철벽",4
"2283","초래",4
"2284","총력전",4
"2285","최고조",4
"2286","최다골(골)",4
"2287","최대",4
"2288","최성용이",4
"2289","최용수┃",4
"2290","최우수선수",4
"2291","최원권(안양)",4
"2292","최윤겸",4
"2293","최철우",4
"2294","최태욱이",4
"2295","축구연맹",4
"2296","축구장",4
"2297","친선대회",4
"2298","커버",4
"2299","컨페더레이션스컵에서",4
"2300","컵경기장에서",4
"2301","코엘류감독이",4
"2302","코엘류를",4
"2303","코엘류식",4
"2304","코엘류에게",4
"2305","코엘류호에서",4
"2306","쿠보",4
"2307","크로아티아",4
"2308","크리스마스",4
"2309","타전",4
"2310","탄탄",4
"2311","탈환",4
"2312","태풍",4
"2313","테이프",4
"2314","템을",4
"2315","투어",4
"2316","투톱인",4
"2317","투표",4
"2318","트레이닝",4
"2319","트루시에",4
"2320","트리오",4
"2321","팀이",4
"2322","파라과이",4
"2323","파문",4
"2324","파상공세",4
"2325","파일",4
"2326","패스미스",4
"2327","페이스",4
"2328","포백",4
"2329","포백시스템이",4
"2330","포항",4
"2331","포항과",4
"2332","포항은",4
"2333","폭우",4
"2334","폭풍",4
"2335","풀타임",4
"2336","풀타임을",4
"2337","프랑스와",4
"2338","프랑스월드컵",4
"2339","피스컵코리아",4
"2340","픽축구",4
"2341","필두",4
"2342","필요하다”고",4
"2343","하의",4
"2344","하프",4
"2345","학교",4
"2346","한.일",4
"2347","한.일전은",4
"2348","한·일",4
"2349","한국()",4
"2350","한국땅을",4
"2351","한국으로서는",4
"2352","한다""며",4
"2353","한동안",4
"2354","한마디",4
"2355","합숙훈련",4
"2356","항의",4
"2357","행보",4
"2358","행운",4
"2359","행정가",4
"2360","헨티나",4
"2361","협력",4
"2362","호가",4
"2363","호의",4
"2364","활성화",4
"2365","회원",4
"2366","후기",4
"2367","후쿠니시",4
"2368","훈련방법",4
"2369","흐뭇",4
"2370","히딩크호",4
"2371","`네덜란드",3
"2372","`멕시코",3
"2373","`원톱'",3
"2374","`원톱'으로",3
"2375","`코엘류",3
"2376","`코엘류호'",3
"2377","‘속도축구’",3
"2378","‘속도축구’는",3
"2379","‘월드컵",3
"2380","‘총알탄",3
"2381","‘한국",3
"2382","’을",3
"2383","“내가",3
"2384","“대표팀이",3
"2385","“일",3
"2386","“일본",3
"2387","“일본은",3
"2388","“즐겁게",3
"2389","“한국은",3
"2390","”는",3
"2391","”움베르투",3
"2392","”이라고",3
"2393","〃상하이",3
"2394","▲DF=",3
"2395","▲GK=",3
"2396","▲MF=",3
"2397","┃라┃",3
"2398","┏━┫",3
"2399","┗━┫",3
"2400","AFP",3
"2401","A매치에서도",3
"2402","A매치인",3
"2403","co",3
"2404","com",3
"2405","FC",3
"2406","kr",3
"2407","LA",3
"2408","SBS스포츠)",3
"2409","SKY",3
"2410","가들은",3
"2411","가랑비",3
"2412","가입",3
"2413","각근력",3
"2414","간분에",3
"2415","감염",3
"2416","강변",3
"2417","강팀으로",3
"2418","강행",3
"2419","개발",3
"2420","개조",3
"2421","거미",3
"2422","거액",3
"2423","건강",3
"2424","게시판",3
"2425","게이트",3
"2426","겠다",3
"2427","겠다""고",3
"2428","겠다는",3
"2429","격전",3
"2430","격파",3
"2431","결산",3
"2432","결승전",3
"2433","결연",3
"2434","결장하는",3
"2435","결정력에",3
"2436","결정력은",3
"2437","경기흐름",3
"2438","경력",3
"2439","경위",3
"2440","경합",3
"2441","계보",3
"2442","계획하",3
"2443","고배",3
"2444","고위관계자",3
"2445","고질병",3
"2446","고참",3
"2447","곤란",3
"2448","곤즈를",3
"2449","곤즈와",3
"2450","골)을",3
"2451","골가뭄에",3
"2452","골가뭄을",3
"2453","골대를",3
"2454","골든",3
"2455","골잡이가",3
"2456","골절",3
"2457","골지역으로",3
"2458","골차",3
"2459","공교",3
"2460","공동",3
"2461","공방전",3
"2462","공산",3
"2463","공수를",3
"2464","공약",3
"2465","공언",3
"2466","공중볼",3
"2467","공청",3
"2468","관광부",3
"2469","관련기사",3
"2470","관심사",3
"2471","광양에서",3
"2472","교체멤버",3
"2473","교환",3
"2474","교훈",3
"2475","구가",3
"2476","구상’을",3
"2477","구스투",3
"2478","구애",3
"2479","국(안양)",3
"2480","국가대항",3
"2481","국내외",3
"2482","국내프로축구",3
"2483","국제경기",3
"2484","군화",3
"2485","궁합",3
"2486","권집(수원)",3
"2487","귀중",3
"2488","그늘",3
"2489","그때",3
"2490","그룹",3
"2491","그림",3
"2492","근거",3
"2493","근육",3
"2494","급선무",3
"2495","급성장",3
"2496","기능",3
"2497","기색",3
"2498","기선",3
"2499","기술고문",3
"2500","기약",3
"2501","기준",3
"2502","김남일(엑셀시오르)을",3
"2503","김대의(성남)와",3
"2504","김대의(수원)",3
"2505","김도근(전남)이",3
"2506","김도훈에게",3
"2507","김동현(오이타)",3
"2508","김사랑",3
"2509","김상식",3
"2510","김성수",3
"2511","김영광(전남)도",3
"2512","김영근(대전)",3
"2513","김은중(대전)이",3
"2514","김은중과",3
"2515","김정우(울산)와",3
"2516","김태영이",3
"2517","김학범",3
"2518","꽂아넣어",3
"2519","꿰차고",3
"2520","꿰찬다는",3
"2521","나카무라",3
"2522","낙마",3
"2523","남과",3
"2524","남아프리카공화국",3
"2525","네덜란드에",3
"2526","네올림픽",3
"2527","년차인",3
"2528","노련",3
"2529","노마크",3
"2530","노무",3
"2531","노흥섭",3
"2532","뇌리",3
"2533","눈높이",3
"2534","뉴스",3
"2535","느긋",3
"2536","느슨",3
"2537","다”며",3
"2538","다독",3
"2539","다득점에서",3
"2540","다면",3
"2541","다시한번",3
"2542","다음날",3
"2543","다지기",3
"2544","단독",3
"2545","달라”고",3
"2546","당사자",3
"2547","당연",3
"2548","당일",3
"2549","당해",3
"2550","당황",3
"2551","대기록",3
"2552","대사",3
"2553","대상자",3
"2554","대응",3
"2555","대인",3
"2556","대인방어",3
"2557","대장정",3
"2558","대조",3
"2559","대타",3
"2560","대행",3
"2561","대활약",3
"2562","덕분",3
"2563","데니스",3
"2564","도(.",3
"2565","도가니",3
"2566","도달",3
"2567","도쿄로",3
"2568","독기",3
"2569","독일로",3
"2570","독일에",3
"2571","독일월드컵에",3
"2572","독일월드컵축구대회",3
"2573","독주체제",3
"2574","돌파구",3
"2575","동경",3
"2576","동률",3
"2577","동아",3
"2578","동아시아선수권",3
"2579","동아시아축구선수권",3
"2580","드래곤즈와",3
"2581","드림",3
"2582","따뜻",3
"2583","뚜렷",3
"2584","뚝심",3
"2585","라이커가",3
"2586","레바논전",3
"2587","레바논전에",3
"2588","레이스",3
"2589","레코바",3
"2590","레코바(인터",3
"2591","려는",3
"2592","력도",3
"2593","로",3
"2594","로만",3
"2595","리더",3
"2596","리듬",3
"2597","리아와",3
"2598","릴레이",3
"2599","마드리드)",3
"2600","마라도나",3
"2601","마라도나’",3
"2602","마리",3
"2603","마리노스)",3
"2604","마리노스와",3
"2605","마스크",3
"2606","막바지",3
"2607","막중",3
"2608","만끽",3
"2609","만체프에게",3
"2610","말레이시아와",3
"2611","말하기",3
"2612","맞수",3
"2613","맨땅",3
"2614","메이저리그",3
"2615","멕시코월드컵",3
"2616","명(취재",3
"2617","명실상부",3
"2618","명암",3
"2619","모리사키",3
"2620","모았다”고",3
"2621","모양",3
"2622","모토",3
"2623","목격",3
"2624","몰디브는",3
"2625","무득점",3
"2626","무를",3
"2627","무언가",3
"2628","무원칙",3
"2629","무의미",3
"2630","무패를",3
"2631","문구",3
"2632","문전",3
"2633","문화예술계",3
"2634","뭔가",3
"2635","미국",3
"2636","미소",3
"2637","미숙",3
"2638","미지수",3
"2639","밀착수비",3
"2640","박영수",3
"2641","박요셉",3
"2642","박요셉을",3
"2643","박지성(아인트호벤)",3
"2644","박진섭과",3
"2645","반박",3
"2646","반성",3
"2647","반응",3
"2648","발견",3
"2649","발군",3
"2650","발길",3
"2651","발리슛으로",3
"2652","발생",3
"2653","발송",3
"2654","방송인",3
"2655","방콕아시안게임",3
"2656","배려",3
"2657","배석",3
"2658","배우",3
"2659","배출",3
"2660","베트남을",3
"2661","변동",3
"2662","보고서",3
"2663","보답",3
"2664","보람",3
"2665","복병",3
"2666","복수극",3
"2667","본부석",3
"2668","볼거리",3
"2669","볼뺏기",3
"2670","봉쇄",3
"2671","부산아시아드경기장에서",3
"2672","부회장",3
"2673","분분",3
"2674","분야",3
"2675","분주",3
"2676","분통",3
"2677","분풀이",3
"2678","불가리아가",3
"2679","불가리아에",3
"2680","불가리아전이",3
"2681","불가리아축구대표팀",3
"2682","불리",3
"2683","불신",3
"2684","붉은악마는",3
"2685","브라질리그",3
"2686","비등",3
"2687","비책",3
"2688","비행기",3
"2689","빅리그",3
"2690","빈약",3
"2691","빗장",3
"2692","사건",3
"2693","사나이’",3
"2694","사람들",3
"2695","사랑",3
"2696","사비올라에",3
"2697","사슬",3
"2698","사양",3
"2699","사이타마스타디움에서",3
"2700","사전",3
"2701","사회",3
"2702","산토스를",3
"2703","상암월드컵경기장",3
"2704","상암월드컵경기장에서",3
"2705","새얼굴",3
"2706","새해",3
"2707","생중계",3
"2708","서늘",3
"2709","서막",3
"2710","서울시",3
"2711","서울시청",3
"2712","서울에는",3
"2713","서울월드컵경기장에",3
"2714","서포터들간",3
"2715","서포터들과",3
"2716","선두권",3
"2717","선봉장",3
"2718","선전",3
"2719","선점",3
"2720","선진",3
"2721","설욕전",3
"2722","설치",3
"2723","섭취량",3
"2724","성급",3
"2725","성남일화",3
"2726","성원",3
"2727","세계랭킹",3
"2728","세계청소년선수권",3
"2729","센다이",3
"2730","소개",3
"2731","소나기",3
"2732","소시에다드)는",3
"2733","소시에다드)와",3
"2734","소신",3
"2735","소진",3
"2736","송종국(페예노르트)은",3
"2737","송종국이",3
"2738","쇼크’를",3
"2739","수락",3
"2740","수립",3
"2741","수문장",3
"2742","수비불안",3
"2743","수세",3
"2744","수위",3
"2745","수집",3
"2746","수훈",3
"2747","순발력",3
"2748","순위로",3
"2749","순차",3
"2750","숨통",3
"2751","숫자",3
"2752","스리가에",3
"2753","스콜라리",3
"2754","스틸러스)",3
"2755","스페인에",3
"2756","스포츠협회",3
"2757","시동",3
"2758","시미즈)",3
"2759","시범",3
"2760","시설",3
"2761","시위",3
"2762","시차적응",3
"2763","시청",3
"2764","시카와",3
"2765","시티즌)",3
"2766","시티즌을",3
"2767","시하",3
"2768","시험가동",3
"2769","신생팀",3
"2770","신예",3
"2771","신호탄",3
"2772","실감",3
"2773","심혈",3
"2774","쏘아올린",3
"2775","아내",3
"2776","아브레우에게",3
"2777","아성",3
"2778","아스날",3
"2779","아시아선수권",3
"2780","아시아에",3
"2781","아시아예선",3
"2782","아시아청소년대회",3
"2783","아시아축구연맹",3
"2784","아시안컵대회",3
"2785","아시안컵축구",3
"2786","아이콘스와",3
"2787","아저씨",3
"2788","아축구연맹(AFC)",3
"2789","아킬레스건",3
"2790","악재",3
"2791","악착",3
"2792","안면",3
"2793","안양LG",3
"2794","안정환(.",3
"2795","안정환(골)",3
"2796","안정환(시미즈)과",3
"2797","알프레드",3
"2798","암초",3
"2799","압력",3
"2800","압축",3
"2801","애틀랜타올림픽",3
"2802","양해",3
"2803","어느정도",3
"2804","어떤가",3
"2805","업체",3
"2806","없다’는",3
"2807","없다”고",3
"2808","없다”며",3
"2809","엉덩이",3
"2810","에어리어",3
"2811","에인트호벤)가",3
"2812","에인트호벤)과",3
"2813","에인트호벤)는",3
"2814","엑셀시오르에서",3
"2815","엘류호",3
"2816","역사상",3
"2817","역점",3
"2818","연구",3
"2819","연봉",3
"2820","연패를",3
"2821","연패에",3
"2822","연패하는",3
"2823","연합",3
"2824","연호",3
"2825","열도",3
"2826","열쇠",3
"2827","예리",3
"2828","예술",3
"2829","예측",3
"2830","오가사와라를",3
"2831","오가사와라와",3
"2832","오쿠보가",3
"2833","오쿠보를",3
"2834","오후시분)",3
"2835","왕정현(이상",3
"2836","왼발슛",3
"2837","요원",3
"2838","요코하마를",3
"2839","우라와",3
"2840","우루과이전에",3
"2841","우루과이전을",3
"2842","우선",3
"2843","우천으로",3
"2844","욱과",3
"2845","운동장",3
"2846","운명",3
"2847","운영방안",3
"2848","울산)가",3
"2849","울산)이",3
"2850","울산과",3
"2851","울산방송)",3
"2852","울산에",3
"2853","울산이",3
"2854","원톱에는",3
"2855","원톱이",3
"2856","위로",3
"2857","유럽팀",3
"2858","유상철(.",3
"2859","유상철(울산)도",3
"2860","유상철(울산)이",3
"2861","유세차량",3
"2862","유소년리그를",3
"2863","유이치로에게",3
"2864","윤덕여호",3
"2865","윤상철(LG)이",3
"2866","으나",3
"2867","으면",3
"2868","의미심장",3
"2869","의사소통",3
"2870","의심",3
"2871","의중",3
"2872","이동국(이상",3
"2873","이따마르가",3
"2874","이란을",3
"2875","이사",3
"2876","이시카와",3
"2877","이영표를",3
"2878","이외",3
"2879","이운재(수원)는",3
"2880","이운재가",3
"2881","이을용(서울)",3
"2882","이을용은",3
"2883","이점",3
"2884","이천수(울산)와",3
"2885","이천수(이상",3
"2886","이태",3
"2887","이하(U)",3
"2888","인물들",3
"2889","인방인",3
"2890","인연",3
"2891","인천",3
"2892","일(이하",3
"2893","일반",3
"2894","일본()",3
"2895","일본축구협회를",3
"2896","일본파",3
"2897","일본프로축구(J리그)가",3
"2898","일월드컵",3
"2899","일자",3
"2900","임성훈",3
"2901","입지",3
"2902","자국",3
"2903","자동",3
"2904","자만",3
"2905","자물쇠",3
"2906","자택",3
"2907","작렬하며",3
"2908","잔디",3
"2909","잘못된",3
"2910","잠재력",3
"2911","재가",3
"2912","재건",3
"2913","적용",3
"2914","전락",3
"2915","전법",3
"2916","전부",3
"2917","전후",3
"2918","절실",3
"2919","점프력",3
"2920","접전",3
"2921","정경호(울산)",3
"2922","정예",3
"2923","정착",3
"2924","정치",3
"2925","제",3
"2926","제안",3
"2927","제작",3
"2928","제패",3
"2929","조금씩",3
"2930","조리그",3
"2931","조민국",3
"2932","조병국(.",3
"2933","조병국(이상",3
"2934","조선",3
"2935","조성환(수원)과",3
"2936","조심",3
"2937","조재진에게",3
"2938","조직위",3
"2939","조치",3
"2940","좌측",3
"2941","주관",3
"2942","주위",3
"2943","주전멤버",3
"2944","주필러리그",3
"2945","준우승",3
"2946","중국에",3
"2947","중국으로",3
"2948","중동",3
"2949","중동세와",3
"2950","즌들",3
"2951","즌들은",3
"2952","즌이",3
"2953","지구력",3
"2954","지난",3
"2955","지난날",3
"2956","지능",3
"2957","지배하",3
"2958","지역예선",3
"2959","지지",3
"2960","지코가",3
"2961","지코로",3
"2962","직책",3
"2963","진로",3
"2964","진면목",3
"2965","진심",3
"2966","질의",3
"2967","질타",3
"2968","집계",3
"2969","차두리(빌레펠트)를",3
"2970","차두리(빌레펠트)와",3
"2971","차두리(프랑크푸르트)가",3
"2972","차두리(프랑크푸르트)를",3
"2973","차별화",3
"2974","차인표",3
"2975","찬성",3
"2976","찰떡궁합을",3
"2977","창의성",3
"2978","채비",3
"2979","채택",3
"2980","책임론",3
"2981","처럼",3
"2982","처사",3
"2983","천군만마",3
"2984","천명",3
"2985","첫골",3
"2986","초대",3
"2987","초청",3
"2988","초특급",3
"2989","촉박",3
"2990","총사",3
"2991","총출동한다",3
"2992","최성국(울산",3
"2993","최성국(울산)을",3
"2994","최씨는",3
"2995","최악",3
"2996","최약체나",3
"2997","최용수(이치하라)를",3
"2998","최용수(이치하라)와",3
"2999","최용수(제프",3
"3000","최원권(안양)이",3
"3001","최원권(이상",3
"3002","최원권은",3
"3003","최진철(전북)은",3
"3004","최진철(전북)을",3
"3005","최진철이",3
"3006","최철우(부천)",3
"3007","최철우가",3
"3008","최태욱(안양",3
"3009","최태욱(안양)과",3
"3010","최태욱(이상",3
"3011","최태욱도",3
"3012","최하위",3
"3013","추락",3
"3014","추월",3
"3015","추천",3
"3016","축구(J리그)",3
"3017","축구선수",3
"3018","축구스타",3
"3019","축구화끈을",3
"3020","축제",3
"3021","축협",3
"3022","축협이",3
"3023","출범이후",3
"3024","출전여부",3
"3025","취임",3
"3026","취재",3
"3027","취재경쟁",3
"3028","측정",3
"3029","치명",3
"3030","카를로스",3
"3031","카타르",3
"3032","칼날",3
"3033","칼스",3
"3034","컬러",3
"3035","케이스",3
"3036","코르도바(인터",3
"3037","코엘류도",3
"3038","코칭스태프가",3
"3039","코트",3
"3040","콘스는",3
"3041","콘스를",3
"3042","콜롬비아를",3
"3043","콜롬비아에",3
"3044","콜롬비아전과",3
"3045","콜롬비아전은",3
"3046","콧대",3
"3047","쾌적",3
"3048","쿠웨이트",3
