집계년월,시군명,시설번호,놀이시설명,설치일자,설치장소,민간공공구분명,실내외구분명,소재지우편번호,소재지지번주소,소재지도로명주소,경도,위도,Ride_risk,accident
201606,가평군,553157,가평국방시설본부105동뒤놀이터,20150915,주택단지,민간,실외,12438,경기도 가평군 조종면 현리 521-4번지,경기도 가평군 조종면 비룡로 2294,127.3530417,37.80536946,0.3,0.06
201606,가평군,553752,청평수련원 미사리로 267-33,20151023,주택단지,민간,실외,12461,경기도 가평군 설악면 송산리 432-1번지 천주 청평수련원,경기도 가평군 설악면 미사리로 267-33,127.520528,37.69272004,0.3,0.06
201606,가평군,554054,맹호어린이집 실외 조합놀이대,20151116,어린이집,민간,실외,12438,경기도 가평군 조종면 현리 413-11번지 맹호아파트 맹호어린이집,,127.350821,37.81367371,0.2,0.035
201606,가평군,551421,또올래캠핑장놀이터,20150410,도시공원,민간,실외,12400,경기도 가평군 북면 적목리 119-1번지,경기도 가평군 북면 가화로 2745-70,127.4475796,37.97465897,0.4,0.13
201606,가평군,544152,코아루아파트(104동)놀이시설,20140219,주택단지,민간,실외,12466,경기도 가평군 설악면 선촌리 470-6번지 도로명주소 미검색/가평군 설악면 선촌리 산33-19],경기도 가평군 설악면 탐선길 3,127.4810052,37.67700303,0.3,0.06
201606,가평군,538766,kids cafe Two B's,20130320,놀이제공영업소,민간,실내,12454,경기도 가평군 청평면 청평리 74-88번지,경기도 가평군 청평면 강변나루로 74-6,127.4183092,37.73199159,0.9,0.3
201606,가평군,535451,청수아파트 놀이터,20120911,주택단지,민간,실외,12454,경기도 가평군 청평면 청평리 634-2번지 청수아파트,,127.4108102,37.73188263,0.3,0.06
201606,가평군,530774,청평삼성쉐르빌아파트107동앞놀이터,20120502,주택단지,민간,실외,12454,경기도 가평군 청평면 청평리 837번지 청평삼성쉐르빌아파트,경기도 가평군 청평면 강변나루로 54,127.416788,37.73179873,0.3,0.06
201606,가평군,529983,청아빌라 놀이터,20110908,주택단지,민간,실외,12461,경기도 가평군 설악면 송산리 697번지 청아빌라 청아빌라 놀이터,경기도 가평군 설악면 미사리로 238-50,127.5143298,37.68499887,0.3,0.06
201606,가평군,529312,사무엘어린이집놀이터,20120201,어린이집,민간,실외,,경기도 가평군 가평읍 석봉로191번길 52사무엘어린이집,,127.5040869,37.83225053,0.2,0.035
201606,가평군,525084,또래아이사랑어린이집 실외놀이터,20021002,어린이집,민간,실외,12437,경기도 가평군 조종면 현리 232-2번지 임성아파트,,127.3481517,37.82331262,0.2,0.035
201606,가평군,520916,경남아너스빌,20080208,주택단지,민간,실외,12451,경기도 가평군 청평면 청평리 306번지 청평경남아너스빌,경기도 가평군 청평면 골안길 7-28,127.421452,37.74216121,0.3,0.06
201606,가평군,520913,파란채아파트,20071101,주택단지,민간,실외,12414,경기도 가평군 가평읍 읍내리 771-1번지 가평에이원파란채아파트,,127.506248,37.83759052,0.3,0.06
201606,가평군,520909,우림필유아파트102동어린이놀이터,20061226,주택단지,민간,실외,12416,경기도 가평군 가평읍 대곡리 360번지 우림필유아파트,경기도 가평군 가평읍 문화로 112,127.510273,37.82317633,0.3,0.06
201606,가평군,42218,목동도시공원 놀이터,20100608,도시공원,공공,실외,,경기도 가평군 북면 보안벚꽃길 4목동도시공원,,127.5482903,37.88895285,0.4,0.13
201606,가평군,40980,하면어린이집 놀이터,20091105,어린이집,민간,실외,,경기도 가평군 하면 조종희망로26번길 25하면어린이집,,127.3535241,37.81876548,0.2,0.035
201606,가평군,40979,보람어린이집 놀이터,20091105,어린이집,민간,실외,12445,경기도 가평군 상면 항사리 546-1번지,경기도 가평군 상면 청군로 961-41,127.3629499,37.79734824,0.2,0.035
201606,가평군,31540,사랑의동산어린이집 놀이터,20091105,어린이집,민간,실외,12452,경기도 가평군 청평면 청평리 470-12번지,경기도 가평군 청평면 청평중앙로 39-1,127.4187277,37.7378553,0.2,0.035
201606,가평군,29926,아이사랑아트스쿨 어린이집,20090116,어린이집,민간,실외,12453,경기도 가평군 청평면 청평리 79-100번지,경기도 가평군 청평면 시장중앙로 7-20,127.4170091,37.73482515,0.2,0.035
201606,가평군,28059,세종대왕어린이집 실외놀이터,20100309,어린이집,민간,실외,12437,경기도 가평군 조종면 현리 222-11번지,경기도 가평군 조종면 조종새싹로 64,127.3484279,37.82409562,0.2,0.035
201606,가평군,11,대곡리 자라섬 놀이터B,20080513,도시공원,공공,실외,,경기도 가평군 가평읍 자라섬로 60자라섬,,127.5210461,37.82089687,0.4,0.13
201606,가평군,985,청평 한일청구아파트 놀이터,20090813,주택단지,민간,실외,12451,경기도 가평군 청평면 청평리 470-37번지 청평청구아파트,,127.4173128,37.7384369,0.3,0.06
201606,가평군,2340,휴먼시아아파트 206동뒤 놀이터,20100728,주택단지,민간,실외,12412,경기도 가평군 가평읍 읍내리 234번지 가평읍내휴먼시아2단지아파트,,127.5121323,37.8342588,0.3,0.06
201606,가평군,21684,가평어린이집 놀이터,20081120,어린이집,민간,실외,12413,경기도 가평군 가평읍 읍내리 625-2번지,경기도 가평군 가평읍 가화로 163,127.5109697,37.83367822,0.2,0.035
201606,가평군,21685,청평새나래어린이집,20080301,어린이집,민간,실외,12451,경기도 가평군 청평면 청평리 483-23번지,경기도 가평군 청평면 갈오현로 21,127.4160095,37.73868473,0.2,0.035
201606,가평군,21693,에덴아파트 놀이터,19870101,주택단지,민간,실외,12411,경기도 가평군 가평읍 읍내리 292-7번지 에덴아파트,,127.5201373,37.83212475,0.3,0.06
201606,가평군,21697,세대넥스빌아파트 놀이터,19960101,주택단지,민간,실외,12422,경기도 가평군 가평읍 달전리 284-1번지 세대넥스빌,,127.5205523,37.81348259,0.3,0.06
201606,가평군,554465,설악 국공립 어린이집 내 놀이터,20151218,어린이집,공공,실외,12467,경기도 가평군 설악면 신천리 156-5번지 설악 국공립 어린이집 내 놀이터,경기도 가평군 설악면 한서로 18-16,127.4948917,37.67536023,0.2,0.035
201606,가평군,1415,가평읍내 주공아파트 놀이터,20091118,주택단지,민간,실외,12412,경기도 가평군 가평읍 읍내리 270번지 가평읍내주공아파트,경기도 가평군 가평읍 가화로 142-26,127.5139696,37.8321787,0.3,0.06
201606,가평군,475,두손어린이집 놀이터,20090130,어린이집,민간,실외,12412,경기도 가평군 가평읍 읍내리 273-7번지,경기도 가평군 가평읍 정간내로19번길 22,127.5141939,37.83340299,0.2,0.035
201606,가평군,24782,청아빌라2차 어린이놀이터,20080718,주택단지,민간,실외,12466,경기도 가평군 설악면 선촌리 25-1번지 청아빌라2차,경기도 가평군 설악면 미사리로 52-14,127.4997237,37.68433153,0.3,0.06
201606,가평군,29498,예원어린이집,20081211,어린이집,민간,실외,12412,경기도 가평군 가평읍 읍내리 741-5번지,경기도 가평군 가평읍 가화로 202,127.5091621,37.83678521,0.2,0.035
201606,가평군,30014,청평어린이집 놀이터,20081118,어린이집,민간,실외,12452,경기도 가평군 청평면 청평리 349-2번지,경기도 가평군 청평면 잠곡로 59,127.4250924,37.73791377,0.2,0.035
201606,가평군,40770,통큰에듀파크어린이집 놀이터,20091216,어린이집,민간,실외,,경기도 가평군 청평면 구청평로 58통큰에듀파크어린이집,,127.4137961,37.73256732,0.2,0.035
201606,가평군,40981,또래아이사랑어린이집 실내놀이터,20021002,어린이집,민간,실내,12437,경기도 가평군 조종면 현리 232-2번지 임성아파트,,127.3481517,37.82331262,0.1,0.03
201606,가평군,510713,북면어린이집 어린이놀이터,20110601,어린이집,민간,실외,12407,경기도 가평군 북면 이곡리 11-6번지,경기도 가평군 북면 석장모루길 10,127.5469626,37.87936569,0.2,0.035
201606,가평군,520911,세양청마루아파트,20070530,주택단지,민간,실외,12451,경기도 가평군 청평면 청평리 472번지 청평세양청마루아파트,경기도 가평군 청평면 경춘로 807-45,127.4164263,37.74018785,0.3,0.06
201606,가평군,520914,청평로얄아파트,20070501,주택단지,민간,실외,12454,경기도 가평군 청평면 청평리 626-8번지 청평로얄아파트,,127.4134786,37.73235087,0.3,0.06
201606,가평군,520917,선힐하이뷰아파트,20071231,주택단지,민간,실외,12416,경기도 가평군 가평읍 대곡리 402-1번지 가평선힐아파트 선힐하이뷰아파트,,127.5102417,37.81859972,0.3,0.06
201606,가평군,527247,홍익어린이집 옥상놀이터,20111212,어린이집,민간,실외,12417,경기도 가평군 가평읍 대곡리 285-13번지,경기도 가평군 가평읍 석봉로153번길 16,127.5094357,37.82862158,0.2,0.035
201606,가평군,530773,청평삼성쉐르빌아파트103동앞놀이터,20120502,주택단지,민간,실외,12454,경기도 가평군 청평면 청평리 837번지 청평삼성쉐르빌아파트,경기도 가평군 청평면 강변나루로 54,127.416788,37.73179873,0.3,0.06
201606,가평군,534639,환두레어린이집 놀이시설,20120812,어린이집,민간,실외,12416,경기도 가평군 가평읍 대곡리 442번지,경기도 가평군 가평읍 석봉로3번길 68-15,127.5040517,37.82190562,0.2,0.035
201606,가평군,537755,현3리 쌈지공원 놀이터,20130220,도시공원,공공,실외,,경기도 가평군 하면 연등아랫길 11쌈지공원,,127.3503809,37.81118163,0.4,0.13
201606,가평군,544151,코아루아파트(103동) 놀이시설,20140219,주택단지,민간,실외,12466,경기도 가평군 설악면 선촌리 470-6번지 도로명주소 미검색/가평군 설악면 선촌리 산33-19],경기도 가평군 설악면 탐선길 3,127.4810052,37.67700303,0.3,0.06
201606,가평군,23493,청심어린이집 놀이터,20080424,어린이집,민간,실외,,경기도 가평군 설악면 미사리로286번길 16청심어린이집,,127.523089,37.68464496,0.2,0.035
201606,가평군,10,대곡리 자라섬 놀이터A,20080513,도시공원,공공,실외,,경기도 가평군 가평읍 자라섬로 60자라섬,,127.5210461,37.82089687,0.4,0.13
201606,고양시,518380,숲속마을8단지 주공아파트 803동 옆 놀이터,20060710,주택단지,민간,실외,10306,경기도 고양시 일산동구 풍동 1258번지 숲속마을8단지아파트,,126.7989579,37.67157011,0.3,0.06
201606,고양시,529264,강선19단지우성아파트 1901동 어린이놀이터,20110812,주택단지,민간,실외,10385,경기도 고양시 일산서구 주엽동 98번지 강선마을19단지아파트,,126.7601539,37.66618094,0.3,0.06
201606,고양시,529269,문촌주공7단지아파트 708동 앞 놀이터,20110810,주택단지,민간,실외,10378,경기도 고양시 일산서구 주엽동 14번지 문촌마을7단지아파트,,126.7562386,37.67456981,0.3,0.06
201606,고양시,529315,백송마을2단지 대림아파트 211동 놀이터,20111005,주택단지,민간,실외,10419,경기도 고양시 일산동구 백석동 1186번지,경기도 고양시 일산동구 일산로 153,126.7907883,37.65068931,0.3,0.06
201606,고양시,529321,백송마을2단지 대림아파트 유치원앞 놀이터,20111007,주택단지,민간,실외,10419,경기도 고양시 일산동구 백석동 1186번지,경기도 고양시 일산동구 일산로 153,126.7907883,37.65068931,0.3,0.06
201606,고양시,529389,청천 어린이공원 놀이터(일산4호 어린이공원),20111003,도시공원,공공,실외,10418,경기도 고양시 일산동구 백석동 1137,,126.794239,37.65263254,0.4,0.13
201606,고양시,529581,복지회관앞 공공어린이놀이터,20110517,도시공원,공공,실외,10508,경기도 고양시 덕양구 토당동 295-2번지,경기도 고양시 덕양구 토당로104번길 18,126.8183788,37.62396784,0.4,0.13
201606,고양시,529748,서정마을 6단지 어린이 놀이시설,20091009,주택단지,민간,실외,10490,경기도 고양시 덕양구 행신동 1092번지 서정마을6단지아파트,,126.851434,37.61768105,0.3,0.06
201606,고양시,529752,푸른마을 10단지 어린이 놀이시설 2,20091012,주택단지,민간,실외,10271,경기도 고양시 덕양구 고양동 1121번지 푸른마을10단지아파트,,126.9033134,37.71681558,0.3,0.06
201606,고양시,529960,"샘터마을 2단지 어린이 놀이시설 1(202동뒤,임대)",20091118,주택단지,공공,실외,10518,경기도 고양시 덕양구 행신동 983번지 샘터마을2단지아파트,,126.8362041,37.62080492,0.3,0.06
201606,고양시,530191,무지개숲어린이집,20111206,어린이집,민간,실외,10301,경기도 고양시 일산동구 풍동 572-1번지,경기도 고양시 일산동구 애니골길 26-20,126.7915739,37.66937678,0.2,0.035
201606,고양시,530328,삼송아이파크아파트 801동과 805동 사이 놀이터,20120409,주택단지,민간,실외,10567,경기도 고양시 덕양구 신원동 113번지 신원마을고양삼송아이파크,경기도 고양시 덕양구 신원3로 20,126.8846995,37.66818242,0.3,0.06
201606,고양시,530329,삼송아이파크아파트 유아놀이터,20120409,주택단지,민간,실외,10567,경기도 고양시 덕양구 신원동 113번지 신원마을고양삼송아이파크,경기도 고양시 덕양구 신원3로 20,126.8846995,37.66818242,0.3,0.06
201606,고양시,530517,고은색동어린이집 놀이터,20120214,어린이집,민간,실외,10323,경기도 고양시 일산동구 식사동 1557-1번지,경기도 고양시 일산동구 위시티2로 43-25,126.8143733,37.67601949,0.2,0.035
201606,고양시,530537,연세키즈스쿨어린이집 놀이터,20120130,어린이집,민간,실외,10300,경기도 고양시 일산동구 식사동 538-5번지,경기도 고양시 일산동구 영심길 23-15,126.8124315,37.66407858,0.2,0.035
201606,고양시,530653,한국지역난방공사일산따소미어린이집 놀이터,20120402,어린이집,민간,실외,10416,경기도 고양시 일산동구 마두동 757번지,경기도 고양시 일산동구 강송로 194,126.7840971,37.6564613,0.2,0.035
201606,고양시,531031,고양 삼송 9블럭 호반베르디움 어린이 놀이시설 2,20120518,주택단지,민간,실외,10569,경기도 고양시 덕양구 신원동 658번지 신원마을 호반베르디움 9단지,경기도 고양시 덕양구 권율대로 831,126.8843371,37.66088423,0.3,0.06
201606,고양시,531349,수정 어린이공원 놀이터(일산16호 어린이공원),20110525,도시공원,공공,실외,10405,경기도 고양시 일산동구 정발산동 1329,,126.7785766,37.66827162,0.4,0.13
201606,고양시,531405,중산안학 어린이공원 놀이터(중산5호 어린이공원),20110502,도시공원,공공,실외,10333,경기도 고양시 일산동구 중산동 1573-2,,126.7815678,37.69151312,0.4,0.13
201606,고양시,531407,부촌 어린이공원 놀이터(일산10호 어린이공원),20110502,도시공원,공공,실외,10423,경기도 고양시 일산동구 장항동 879,,126.7772696,37.64699729,0.4,0.13
201606,고양시,531506,한솔어린이집 놀이터,20090209,어린이집,민간,실외,10528,경기도 고양시 덕양구 행신동 776번지,경기도 고양시 덕양구 행신로 192,126.8361762,37.61808394,0.2,0.035
201606,고양시,531562,고양 관광문화단지 내 어린이놀이터,20111128,도시공원,공공,실외,,경기도 고양시 일산동구 장항동 고양문화관광단지 내,,,,0.4,0.13
201606,고양시,529232,밤가시마을6단지 건영빌라 610 앞 놀이터,20110919,주택단지,민간,실외,10358,경기도 고양시 일산동구 정발산동 1260번지 밤가시건영빌라6단지,경기도 고양시 일산동구 산두로 210,126.7816838,37.67537709,0.3,0.06
201606,고양시,527820,가좌 벽산블루밍6단지아파트내 611동 놀이터,20110525,주택단지,민간,실외,10211,경기도 고양시 일산서구 가좌동 1086번지 가좌마을6단지아파트,,126.7228799,37.6894333,0.3,0.06
201606,고양시,527819,가좌 벽산블루밍6단지아파트내 607동 놀이터,20110525,주택단지,민간,실외,10211,경기도 고양시 일산서구 가좌동 1086번지 가좌마을6단지아파트,,126.7228799,37.6894333,0.3,0.06
201606,고양시,522504,강촌마을6단지 한양아파트 602동 옆 놀이터,20110620,주택단지,민간,실외,10422,경기도 고양시 일산동구 마두동 806번지 강촌마을6단지아파트,,126.7802078,37.64960667,0.3,0.06
201606,고양시,523976,샘터마을 2단지 어린이 놀이시설 1(228동),19961016,주택단지,민간,실외,10518,경기도 고양시 덕양구 행신동 983번지 샘터마을2단지아파트,,126.8362041,37.62080492,0.3,0.06
201606,고양시,524012,풍원아파트 놀이터,20110822,주택단지,민간,실외,10347,경기도 고양시 일산서구 일산동 2084번지 풍원아파트,경기도 고양시 일산서구 일청로91번길 66,126.7711037,37.69129481,0.3,0.06
201606,고양시,524148,햇빛마을 24단지 어린이 놀이시설 1,20100524,주택단지,민간,실외,10492,경기도 고양시 덕양구 행신동 958번지 햇빛마을24단지아파트,,126.8415153,37.6213619,0.3,0.06
201606,고양시,524782,가좌 벽산블루밍5단지아파트 513동,20110304,주택단지,민간,실외,10211,경기도 고양시 일산서구 가좌동 1087번지 가좌마을5단지아파트,,126.7205726,37.69095943,0.3,0.06
201606,고양시,524784,가좌 벽산블루밍5단지아파트 503동,20051101,주택단지,민간,실외,10211,경기도 고양시 일산서구 가좌동 1087번지 가좌마을5단지아파트,,126.7205726,37.69095943,0.3,0.06
201606,고양시,525608,햇빛마을 23단지 아파트2310동앞놀이터,20111010,주택단지,민간,실외,10494,경기도 고양시 덕양구 행신동 953번지 햇빛마을23단지아파트,,126.8390429,37.62277302,0.3,0.06
201606,고양시,526380,문촌8단지 동아아파트 810동 놀이터,20111110,주택단지,민간,실외,10378,경기도 고양시 일산서구 주엽동 12번지 문촌마을8단지아파트,,126.7581804,37.67351973,0.3,0.06
201606,고양시,526381,문촌8단지 동아아파트 802동 놀이터,20111110,주택단지,민간,실외,10378,경기도 고양시 일산서구 주엽동 12번지 문촌마을8단지아파트,,126.7581804,37.67351973,0.3,0.06
201606,고양시,526784,중산마을1단지 두산아파트 104동옆 놀이터,20110701,주택단지,민간,실외,10336,경기도 고양시 일산동구 중산동 1555번지,경기도 고양시 일산동구 중산로 269,126.7798159,37.69726697,0.3,0.06
201606,고양시,526870,소만마을 5단지 어린이 놀이시설 1,20110905,주택단지,민간,실외,10531,경기도 고양시 덕양구 행신동 788번지 소만마을5단지아파트,,126.8425062,37.6135518,0.3,0.06
201606,고양시,526905,후곡LG롯데아파트9단지 906동 놀이터,20110906,주택단지,민간,실외,10375,경기도 고양시 일산서구 일산동 1058번지 후곡마을9단지아파트,,126.7643788,37.67765884,0.3,0.06
201606,고양시,526913,탄현마을 6단지 아파트 602동 놀이터,20110906,주택단지,민간,실외,10240,경기도 고양시 일산서구 탄현동 1479번지 탄현마을6단지아파트,,126.7684003,37.69651504,0.3,0.06
201606,고양시,526920,탄현마을6단지아파트607동 놀이터,20110906,주택단지,민간,실외,10240,경기도 고양시 일산서구 탄현동 1479번지 탄현마을6단지아파트,,126.7684003,37.69651504,0.3,0.06
201606,고양시,526923,성저건영빌라9단지 내 901동 놀이터,20110801,주택단지,민간,실외,10369,경기도 고양시 일산서구 대화동 1997번지 성저마을9단지건영빌라,경기도 고양시 일산서구 성저로 91,126.7578222,37.68593426,0.3,0.06
201606,고양시,527392,은빛마을 11단지 어린이 놀이시설(1103동),20090821,주택단지,민간,실외,10498,경기도 고양시 덕양구 화정동 961번지 은빛마을11단지아파트,,126.8357633,37.63555322,0.3,0.06
201606,고양시,527716,대화마을일신건영아파트501동앞 놀이터,20110629,주택단지,민간,실외,10217,경기도 고양시 일산서구 대화동 2570번지 대화마을6단지아파트,,126.7361895,37.67376937,0.3,0.06
201606,고양시,527722,대화마을일신건영휴먼빌아파트601동 앞 놀이터,20110629,주택단지,민간,실외,10217,경기도 고양시 일산서구 대화동 2570번지 대화마을6단지아파트,,126.7361895,37.67376937,0.3,0.06
201606,고양시,527724,대화마을일신건영휴먼빌아파트 602동앞놀이터,20110629,주택단지,민간,실외,10217,경기도 고양시 일산서구 대화동 2570번지 대화마을6단지아파트,,126.7361895,37.67376937,0.3,0.06
201606,고양시,527794,문촌마을1단지 우성아파트 관리실앞 놀이터,20110506,주택단지,민간,실외,10371,경기도 고양시 일산서구 주엽동 1번지 문촌마을1단지아파트,,126.7585739,37.6779623,0.3,0.06
201606,고양시,527796,문촌마을1단지 우성아파트 116동앞 놀이터,20110506,주택단지,민간,실외,10371,경기도 고양시 일산서구 주엽동 1번지 문촌마을1단지아파트,,126.7585739,37.6779623,0.3,0.06
201606,고양시,531649,고양근린공원 놀이터,20041201,도시공원,공공,실외,10274,경기도 고양시 덕양구 고양동 30,,126.900165,37.70523554,0.4,0.13
201606,고양시,531710,강선동신아파트 403동 어린이놀이터,20110826,주택단지,민간,실외,10361,경기도 고양시 일산서구 주엽동 48번지,경기도 고양시 일산서구 대산로 67,126.7691016,37.67176698,0.3,0.06
201606,고양시,534120,고양 삼송 22블럭 호반베르디움아파트116동앞 어린이놀이터1,20120719,주택단지,민간,실외,10597,경기도 고양시 덕양구 동산동 365번지 동산마을22단지호반베르디움,,126.8910347,37.64594369,0.3,0.06
201606,고양시,534122,고양 삼송 22블럭 호반베르디움아파트2208동앞 어린이놀이터3,20120719,주택단지,민간,실외,10597,경기도 고양시 덕양구 동산동 365번지 동산마을22단지호반베르디움,,126.8910347,37.64594369,0.3,0.06
201606,고양시,534123,고양 삼송 22블럭 호반베르디움아파트 2112동앞 어린이놀이터4,20120719,주택단지,민간,실외,10597,경기도 고양시 덕양구 동산동 365번지 동산마을22단지호반베르디움,,126.8910347,37.64594369,0.3,0.06
201606,고양시,534125,고양 삼송 22블럭 호반베르디움아파트보육원앞 어린이놀이터5,20120719,주택단지,민간,실외,10597,경기도 고양시 덕양구 동산동 365번지 동산마을22단지호반베르디움,,126.8910347,37.64594369,0.3,0.06
201606,고양시,534542,중산추만 어린이공원 놀이터(중산9호 어린이공원),20120709,도시공원,공공,실외,10338,경기도 고양시 일산동구 중산동 1600번지,경기도 고양시 일산동구 중산로157번길 12,126.7800095,37.6856269,0.4,0.13
201606,고양시,535584,효진자연생태어린이집,20120213,어린이집,민간,실외,10580,경기도 고양시 덕양구 지축동 165-1번지,경기도 고양시 덕양구 지담길 13-18,126.9401667,37.65793591,0.2,0.035
201606,고양시,536742,신원당마을 8단지 어린이 놀이시설 1,20110801,주택단지,민간,실외,10468,경기도 고양시 덕양구 성사동 726번지 어울림마을8단지아파트,,126.8357343,37.65357258,0.3,0.06
201606,고양시,536956,숲속삼성어린이집놀이터,20121214,어린이집,민간,실외,10271,경기도 고양시 덕양구 벽제동 363-25번지,경기도 고양시 덕양구 푸른마을로 110-8,126.904087,37.71504134,0.2,0.035
201606,고양시,537510,탄현우리어린이집,20121217,어린이집,민간,실외,10244,경기도 고양시 일산서구 탄현동 1491-3번지,경기도 고양시 일산서구 홀트로 62,126.7713199,37.69470988,0.2,0.035
201606,고양시,537548,명지병원하나린어린이집 놀이터,20121215,어린이집,공공,실외,10296,경기도 고양시 덕양구 주교동 379-1번지,경기도 고양시 덕양구 마상로57번길 87-35,126.83346,37.66699375,0.2,0.035
201606,고양시,537664,일산아이사랑어린이집 놀이터(앞),20130124,어린이집,민간,실외,10209,경기도 고양시 일산서구 가좌동 778-1번지,경기도 고양시 일산서구 송산로 339,126.716688,37.68395861,0.2,0.035
201606,고양시,537665,일산아이사랑어린이집 놀이터(뒤),20130124,어린이집,민간,실외,10209,경기도 고양시 일산서구 가좌동 778-1번지,경기도 고양시 일산서구 송산로 339,126.716688,37.68395861,0.2,0.035
201606,고양시,537892,두산위브더제니스아파트102동옆2층어린이놀이터#1,20130311,주택단지,민간,실외,10242,경기도 고양시 일산서구 탄현동 1640번지 일산 위브더제니스,경기도 고양시 일산서구 일현로 97-11,126.7628408,37.69409829,0.3,0.06
201606,고양시,537894,두산위브더제니스아파트106동옆2층어린이놀이터#3,20130311,주택단지,민간,실외,10242,경기도 고양시 일산서구 탄현동 1640번지 일산 위브더제니스,경기도 고양시 일산서구 일현로 97-11,126.7628408,37.69409829,0.3,0.06
201606,고양시,537916,점핑존 고양시 실내놀이터,20121108,놀이제공영업소,민간,실내,10510,경기도 고양시 덕양구 토당동 855-1번지 자히 1층,경기도 고양시 덕양구 토당로42번길 13-15,126.8210725,37.62027803,0.9,0.3
201606,고양시,538317,탄현통나무(321호)어린이공원#1어린이놀이터,20130318,도시공원,공공,실외,10242,경기도 고양시 일산서구 탄현동 142-60번지,경기도 고양시 일산서구 일현로 89,126.7643804,37.69484921,0.4,0.13
201606,고양시,538318,숯고개향나무(318호)어린이공원#2어린이놀이터1,20130318,도시공원,공공,실외,10242,경기도 고양시 일산서구 탄현동 174-67번지,경기도 고양시 일산서구 일현로 61,126.7633447,37.69254065,0.4,0.13
201606,고양시,538359,무원마을 5단지 어린이 놀이시설 1,19950429,주택단지,민간,실외,10527,경기도 고양시 덕양구 행신동 767번지 무원마을5단지아파트,,126.8373192,37.61344553,0.3,0.06
201606,고양시,552122,키즈올림픽 이마트 킨텍스점,20150608,대규모점포,민간,실내,10390,경기도 고양시 일산서구 대화동 2703번지,경기도 고양시 일산서구 킨텍스로 171,126.7440984,37.6615609,0.7,0.23
201606,고양시,555594,로하스키즈까페,20160421,식품접객업소,민간,실내,10450,경기도 고양시 일산동구 백석동 1242번지 고양터미널 지하1층,경기도 고양시 일산동구 중앙로 1036,126.789654,37.64316417,0.5,0.16
201606,고양시,555775,이바돔감자탕(식사점),20160510,식품접객업소,민간,실내,,경기도 고양시 일산동구 식사동 847(3층),,126.8066198,37.67391938,0.5,0.16
201606,고양시,533676,삼송동원예가어린이집 (A-17블럭),20120629,어린이집,민간,실외,10557,경기도 고양시 덕양구 삼송동 306번지 삼송마을동원로얄듀크,,126.8865378,37.65232721,0.2,0.035
201606,고양시,533674,삼송동원로얄듀크 어린이 놀이시설 1(A-17블럭),20120629,주택단지,민간,실외,10557,경기도 고양시 덕양구 삼송동 306번지 삼송마을동원로얄듀크,,126.8865378,37.65232721,0.3,0.06
201606,고양시,533151,숲속마을7단지 주공아파트 유아놀이터(관리동뒤),20111201,주택단지,민간,실외,10305,경기도 고양시 일산동구 풍동 1261번지 숲속마을7단지아파트,,126.8015432,37.67124119,0.3,0.06
201606,고양시,531836,문촌삼익아파트 402동 앞 놀이터,20110823,주택단지,민간,실외,10388,경기도 고양시 일산서구 주엽동 29번지 문촌마을4단지아파트,,126.7616809,37.67415762,0.3,0.06
201606,고양시,531844,중산마을3단지 일신건영아파트 304동 뒤 놀이터,20110927,주택단지,민간,실외,10331,경기도 고양시 일산동구 중산동 1554-2번지,경기도 고양시 일산동구 중산로 254,126.7821032,37.6944873,0.3,0.06
201606,고양시,531956,바람놀이 어린이공원 놀이터(식사3호 어린이공원),20100803,도시공원,공공,실외,,경기도 고양시 일산동구 7 (식사동),,,,0.4,0.13
201606,고양시,531964,저현 어린이공원 놀이터(식사6호 어린이공원),20100802,도시공원,공공,실외,10324,경기도 고양시 일산동구 식사동 1566,,126.8117568,37.67524045,0.4,0.13
201606,고양시,531985,시립화정어린이집 놀이터,20110526,어린이집,공공,실외,10503,경기도 고양시 덕양구 화정동 1006번지,경기도 고양시 덕양구 화중로 20,126.8303978,37.62866207,0.2,0.035
201606,고양시,532101,양지마을1단지 건영아파트 관리소 앞 놀이터,20110825,주택단지,민간,실외,10404,경기도 고양시 일산동구 정발산동 786번지 양지마을1단지건영빌라,경기도 고양시 일산동구 무궁화로76번길 12,126.7719362,37.66413238,0.3,0.06
201606,고양시,532103,일산파밀리에아파트 417동 앞 놀이터,20110201,주택단지,민간,실외,10235,경기도 고양시 일산서구 덕이동 1535번지 하이파크시티일산파밀리에4단지,경기도 고양시 일산서구 하이파크3로 61,126.7503449,37.69780217,0.3,0.06
201606,고양시,532110,책읽는 꼬마마법사 어린이집 놀이터,20110301,어린이집,민간,실외,10271,경기도 고양시 덕양구 고양동 871번지,경기도 고양시 덕양구 보광로12번길 53,126.9018635,37.71546291,0.2,0.035
201606,고양시,532132,중산테미 어린이공원 놀이터(중산3호 어린이공원),20111108,도시공원,공공,실외,,경기도 고양시 일산동구 중산동 1554-3,,126.7824585,37.6932086,0.4,0.13
201606,고양시,532180,방기 어린이공원 놀이터(일산6호 어린이공원),20111212,도시공원,공공,실외,10420,경기도 고양시 일산동구 백석동 1206,경기도 고양시 일산동구 강송로113번길 36-14,126.7850386,37.64838136,0.4,0.13
201606,고양시,532219,대화동 성저4단지아파트 관리동 놀이터,20110415,주택단지,민간,실외,10376,경기도 고양시 일산서구 대화동 2213번지 성저마을4단지아파트,,126.7490232,37.67973505,0.3,0.06
