"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014
"통계분류(1)",통계분류(2),사례수,향수 화장품,의류,식료품,신발류,피혁제품,인삼 한약재,김치,액세서리 보석류,전통민예품 칠기 목각제품,전자 전기제품,술,시계,담배,서적 잡지 문구류,음반 DVD,스타관련상품,인형 장난감 게임기,실크 섬유류,자기 도자기,기 타,없다
"거주국",인도,66,21.7,35.5,15.5,15.4,6.9,3.7,2.3,12.3,10.3,25.2,5.5,4.4,3.3,5.5,0,0.7,11.3,3,3,0,14.5
"거주국",기타,930,21.4,38.5,20.9,15.8,3.9,4.8,7,8,15.5,10.1,7.9,2.7,3.6,6.5,2.7,2,3.8,2.8,2.5,0.7,19.5
"성별",남자,5368,42.9,36.4,36,12.5,10,10.2,9.1,4.7,6.1,7.4,6.4,4.3,5.5,3.8,2.1,1.5,2.9,2.1,1.2,0.9,11.9
"성별",여자,6656,73,51.2,38.5,15.7,11.7,9.6,8.2,8.2,4.9,2.3,2.8,3.3,2.4,3,4.2,3.6,2.2,2.1,1.1,0.5,1.6
"연령",15~20세,702,68,55.2,40.1,20.8,7.4,9,9.5,8,4.7,1.6,3,3.4,1.5,4.1,8,9.3,2.5,1.2,1,0.2,1.2
"연령",21~30세,4560,69.9,53.7,33.9,17.3,11.3,8.3,7.7,7.5,4.7,4.2,4.1,3.4,4.2,3.5,3.4,2.7,2.1,1.8,0.6,0.5,1.9
"연령",31~40세,3282,61.6,43.1,36.3,13.2,13,11.1,8.7,6,5.2,4,3.6,4.5,3.7,3,2.5,2.1,2.8,2,1,0.8,6.3
"연령",41~50세,1813,44.7,35.9,39.5,12.5,9.5,10.7,9.1,5.6,5.9,5.5,5.4,4.4,4.3,3.4,3.9,2.3,2.9,3,1.3,0.7,11.7
"연령",51~60세,1203,43.8,29.1,45,7.8,9.4,11.9,10.5,7.3,7.2,7.5,6.1,2.8,3.2,3.3,2.1,1.5,3.1,3,2.2,1.1,11.7
"연령",61세 이상,424,27.5,22.8,47.1,7.4,7.5,9.7,8.6,4.5,10.1,5.5,6.3,1.3,2.4,1.7,0.9,0.8,1.6,1.7,3.6,2,19.3
"연령",모름/무응답,40,51.7,32.3,47.7,2.9,11.5,7.8,14.8,2.1,0,0,2,16.9,6.5,10.1,2.5,0,0,1.9,0.7,0,11.1
"직업",공무원 군인,636,57.5,47.8,34.9,12.7,9.8,11.5,8.8,7.1,7.5,4.6,5,3.7,4.5,2.4,2.6,3.3,4,2.7,1.6,0.7,5
"직업",기업인 경영직,1309,35,30.4,23,12.5,9.1,8.5,9,7.5,8.9,6.5,4.7,4.5,4,3.3,1.5,1,3.7,2.8,1.4,0.4,22.4
"직업",사무기술직,2546,64.5,40.3,41.5,12.2,12.2,10.1,7.6,5.8,3.3,3.1,4.7,4.3,4.8,2.4,3.1,3,2.5,1.8,0.5,0.4,4.5
"직업",판매 서비스직,1484,71.3,51.7,38.2,13.8,12.2,9.9,8.3,6.1,3.5,2.1,2.6,2.8,4.4,1.5,2.8,1.7,1.6,1.4,0.4,0.6,3.4
"직업",전문직,1207,47.8,41.7,34.3,13.8,9.3,8.8,8.1,8.6,9.1,6.1,6,4.5,3,4.4,2.3,1.5,3.3,3.2,2.3,0.9,9.2
"직업",생산/기능/노무,524,45.2,33.4,52,16.5,11.2,9.3,11.7,5.1,3.8,10.1,7.5,6.6,8.3,5.2,3.1,2.2,4.1,1.6,3,0,5
"직업",자영업자,949,56.8,48.3,35.8,17.1,15.5,11.8,8.8,6.9,4.3,7.4,4.9,4.3,2.1,2.3,1.6,1.4,2.3,3.8,1.2,3.1,3.8
"직업",학생,1884,70.1,57.4,36.8,19.8,7.6,7.5,8.6,6.5,5.5,3,3.7,3.2,2.4,5.7,6.6,5.8,1.7,1.3,0.9,0.4,1.5
"직업",주부,456,64.7,42.9,50.4,11.6,16.5,13.4,10.7,7.3,6.4,7.6,3.7,1.1,2.2,3.5,5,3.6,1.6,1.6,0.7,0.8,1.8
"직업",은퇴자,199,52,33.2,45.6,6.1,9.2,17.5,5.1,4.4,8.7,4.2,3,1.1,1.3,1.9,0.5,0,1.2,1.7,3.1,1,6.4
"직업",무직,181,57.4,35.8,44.9,14.3,12.3,12.8,17.1,6.6,3.3,7,5.5,3.4,2.4,7.7,3,1.4,1.7,2.5,1.1,0.8,2.4
"직업",기타,629,71.4,49.2,35.8,12.2,9.7,11,8.2,7.5,3.5,2.3,2.2,2.4,3.1,2.8,3.2,2.1,2.1,1.5,0.9,0.2,4
"직업",무응답,19,64.6,55.3,18.5,17.9,13.1,8.2,8.5,3.5,0,0,0,0,5.9,1.1,0,0,0,0,0,0,0
"방한목적",여가/위락/휴가,6982,71.4,47.5,41.4,13.9,12.2,12.7,9.8,6,4,3.8,3.6,4.4,3.6,2.2,3.7,3.2,2.2,1.9,0.9,0.5,1.2
"방한목적",뷰티/건강/치료,122,66.5,46.8,39.7,15.9,10.8,9.9,9.2,8,2.2,3.4,3.8,5,1.6,0.8,3,3.2,3.9,1,0,0.6,2.4
"방한목적",종교 순례,111,51.7,24.1,46.1,10.8,9.5,9.4,9.7,7.5,3.8,4.8,4.7,7.2,0.2,17,2.1,5.4,0.7,3,1,0,6.9
"방한목적",쇼핑,1201,78.9,59.8,35.9,19.3,20.8,6.9,8.8,9.2,1.7,2.3,1.9,4.2,3.3,0.8,3.4,3.7,1,1.7,0.2,0.3,0.1
"방한목적",친구/친지방문,785,36.8,52,36.4,19.4,5.7,4.2,7.7,10.2,12.8,5.8,8.4,3.1,3.9,7.2,4.1,1.4,3.4,3,3,0.9,4.9
"방한목적",사업/전문 활동,2387,24.1,25.2,27,10.1,5.1,5.4,5.3,6.4,8.5,6.8,5.9,2,4.5,4,1.1,0.7,4,2.6,1.6,1.6,25.1
"방한목적",교육,429,52.5,53.7,33.4,21.8,5,7.3,7.7,5.3,8.6,8.4,8.1,1.5,4,15.5,5.7,4.5,1.7,1.6,2.5,0.3,2.6
"방한목적",기타,6,26.8,35.9,24.9,0,0,0,20.1,0,7.6,13.1,27.5,0,0,3.1,0,0,8.7,0,8.7,0,7.2
"여행형태",개별여행,8285,52.1,45.7,34.6,15.9,10.2,6.2,7.3,6.8,6.3,4.9,5.2,3.3,3.6,4.2,3.5,2.7,2.8,2.3,1.5,0.8,8.7
"여행형태",단체여행,2998,79.1,39.5,39.7,9.3,11.9,20.5,11.9,6,3,4.8,2.8,5.3,4.4,1.5,1.6,2.3,1.9,1.4,0.3,0.3,0.5
"여행형태",Air-tel Tour,741,63.6,52.5,59.1,16.4,14.3,7.6,10.3,7.3,5.1,0.4,1.8,2.4,2.7,1.9,7.1,3.5,1.5,2.7,0,1.1,1.4
"방한횟수",1회,7832,65,45.6,35.8,13.6,11.5,11.5,9,7,6,4.5,4.1,4,3.7,2.9,2.4,2.7,2.8,2.1,1.2,0.4,4.1
"방한횟수",2회,1551,59.5,47,38.3,19.2,11.7,8.2,8.4,6.4,4.5,4.5,4.5,4.1,3.2,3.9,4,3.3,2,1.4,0.8,0.6,6.7
"방한횟수",3회,794,50.4,43.3,40.2,13.1,10,9.6,7.8,5.3,4,5.9,5.7,4.3,3,4.3,3.9,2.6,2.7,3.1,2.2,1.2,8.6
"방한횟수",4회 이상,1848,40.3,38.8,42.1,13.4,8,4.5,7.5,6.1,4.1,4.2,5.1,2.3,4.6,4.5,5.8,1.9,1.8,2.3,0.7,1.9,13.6
