gid,경도,위도
다바846636,127.3279965000,36.7708384600
다바846637,127.3279945000,36.7717399300
다바846638,127.3279925000,36.7726414000
다바846639,127.3279905000,36.7735428800
다바846640,127.3279885000,36.7744443500
다바846641,127.3279865000,36.7753458200
다바846642,127.3279844000,36.7762473000
다바846643,127.3279824000,36.7771487700
다바846644,127.3279804000,36.7780502400
다바846645,127.3279784000,36.7789517100
다바846646,127.3279764000,36.7798531900
다바846647,127.3279744000,36.7807546600
다바846648,127.3279724000,36.7816561300
다바846649,127.3279703000,36.7825576000
다바846650,127.3279683000,36.7834590800
다바846651,127.3279663000,36.7843605500
다바846652,127.3279643000,36.7852620200
다바846653,127.3279623000,36.7861634900
다바846654,127.3279603000,36.7870649600
다바846655,127.3279583000,36.7879664300
다바846656,127.3279562000,36.7888679000
다바846657,127.3279542000,36.7897693700
다바846658,127.3279522000,36.7906708500
다바846659,127.3279502000,36.7915723200
다바846660,127.3279482000,36.7924737900
다바846661,127.3279462000,36.7933752600
다바846662,127.3279441000,36.7942767300
다바846663,127.3279421000,36.7951782000
다바846664,127.3279401000,36.7960796700
다바846665,127.3279381000,36.7969811400
다바846666,127.3279361000,36.7978826100
다바846667,127.3279341000,36.7987840800
다바846668,127.3279320000,36.7996855500
다바846669,127.3279300000,36.8005870200
다바846670,127.3279280000,36.8014884800
다바846671,127.3279260000,36.8023899500
다바846672,127.3279240000,36.8032914200
다바846673,127.3279220000,36.8041928900
다바846674,127.3279199000,36.8050943600
다바846675,127.3279179000,36.8059958300
다바846676,127.3279159000,36.8068973000
다바846677,127.3279139000,36.8077987600
다바846678,127.3279119000,36.8087002300
다바846679,127.3279099000,36.8096017000
다바846680,127.3279078000,36.8105031700
다바846681,127.3279058000,36.8114046400
다바846682,127.3279038000,36.8123061000
다바846683,127.3279018000,36.8132075700
다바846684,127.3278998000,36.8141090400
다바846685,127.3278978000,36.8150105100
다바846686,127.3278957000,36.8159119700
다바846687,127.3278937000,36.8168134400
다바846688,127.3278917000,36.8177149100
다바846689,127.3278897000,36.8186163700
다바846690,127.3278877000,36.8195178400
다바846691,127.3278856000,36.8204193100
다바846692,127.3278836000,36.8213207700
다바846693,127.3278816000,36.8222222400
다바846694,127.3278796000,36.8231237000
다바846695,127.3278776000,36.8240251700
다바846696,127.3278755000,36.8249266300
다바846697,127.3278735000,36.8258281000
다바846698,127.3278715000,36.8267295700
다바846699,127.3278695000,36.8276310300
다바846700,127.3278675000,36.8285325000
다바846701,127.3278655000,36.8294339600
다바846702,127.3278634000,36.8303354300
다바846703,127.3278614000,36.8312368900
다바846704,127.3278594000,36.8321383500
다바846705,127.3278574000,36.8330398200
다바846706,127.3278554000,36.8339412800
다바846707,127.3278533000,36.8348427500
다바846708,127.3278513000,36.8357442100
다바846709,127.3278493000,36.8366456700
다바846710,127.3278473000,36.8375471400
다바846711,127.3278453000,36.8384486000
다바846712,127.3278432000,36.8393500700
다바846713,127.3278412000,36.8402515300
다바846714,127.3278392000,36.8411529900
다바846715,127.3278372000,36.8420544500
다바846716,127.3278351000,36.8429559200
다바846717,127.3278331000,36.8438573800
다바846718,127.3278311000,36.8447588400
다바846719,127.3278291000,36.8456603100
다바846720,127.3278271000,36.8465617700
다바846721,127.3278250000,36.8474632300
다바846722,127.3278230000,36.8483646900
다바846723,127.3278210000,36.8492661500
다바846724,127.3278190000,36.8501676200
다바846725,127.3278170000,36.8510690800
다바846726,127.3278149000,36.8519705400
다바846727,127.3278129000,36.8528720000
다바846728,127.3278109000,36.8537734600
다바846729,127.3278089000,36.8546749200
다바846730,127.3278068000,36.8555763800
다바846731,127.3278048000,36.8564778400
다바846732,127.3278028000,36.8573793000
다바846733,127.3278008000,36.8582807600
다바847595,127.3291990000,36.7338795300
다바847596,127.3291970000,36.7347810100
다바847597,127.3291950000,36.7356824900
다바847598,127.3291930000,36.7365839700
다바847599,127.3291910000,36.7374854500
다바847600,127.3291890000,36.7383869300
다바847601,127.3291870000,36.7392884000
다바847602,127.3291850000,36.7401898800
다바847603,127.3291830000,36.7410913600
다바847604,127.3291810000,36.7419928400
다바847605,127.3291790000,36.7428943200
다바847606,127.3291770000,36.7437958000
다바847607,127.3291750000,36.7446972700
다바847608,127.3291730000,36.7455987500
다바847609,127.3291711000,36.7465002300
다바847610,127.3291691000,36.7474017100
다바847611,127.3291671000,36.7483031800
다바847612,127.3291651000,36.7492046600
다바847613,127.3291631000,36.7501061400
다바847614,127.3291611000,36.7510076100
다바847615,127.3291591000,36.7519090900
다바847616,127.3291571000,36.7528105700
다바847617,127.3291551000,36.7537120400
다바847618,127.3291531000,36.7546135200
다바847619,127.3291511000,36.7555150000
다바847620,127.3291491000,36.7564164700
다바847621,127.3291471000,36.7573179500
다바847622,127.3291451000,36.7582194200
다바847623,127.3291431000,36.7591209000
다바847624,127.3291411000,36.7600223800
다바847625,127.3291391000,36.7609238500
다바847626,127.3291371000,36.7618253300
다바847627,127.3291351000,36.7627268000
다바847628,127.3291331000,36.7636282800
다바847629,127.3291311000,36.7645297500
다바847630,127.3291291000,36.7654312300
다바847631,127.3291271000,36.7663327000
다바847632,127.3291251000,36.7672341700
다바847633,127.3291231000,36.7681356500
다바847634,127.3291211000,36.7690371200
다바847635,127.3291191000,36.7699386000
다바847636,127.3291171000,36.7708400700
다바847637,127.3291151000,36.7717415400
다바847638,127.3291131000,36.7726430200
다바847639,127.3291111000,36.7735444900
다바847640,127.3291091000,36.7744459700
다바847641,127.3291071000,36.7753474400
다바847642,127.3291051000,36.7762489100
다바847643,127.3291031000,36.7771503800
다바847644,127.3291011000,36.7780518600
다바847645,127.3290991000,36.7789533300
다바847646,127.3290971000,36.7798548000
다바847647,127.3290951000,36.7807562700
다바847648,127.3290931000,36.7816577500
다바847649,127.3290911000,36.7825592200
다바847650,127.3290891000,36.7834606900
다바847651,127.3290870000,36.7843621600
다바847652,127.3290850000,36.7852636300
다바847653,127.3290830000,36.7861651100
다바847654,127.3290810000,36.7870665800
다바847655,127.3290790000,36.7879680500
다바847656,127.3290770000,36.7888695200
다바847657,127.3290750000,36.7897709900
다바847658,127.3290730000,36.7906724600
다바847659,127.3290710000,36.7915739300
다바847660,127.3290690000,36.7924754000
다바847661,127.3290670000,36.7933768700
다바847662,127.3290650000,36.7942783400
다바847663,127.3290630000,36.7951798100
다바847664,127.3290610000,36.7960812800
다바847665,127.3290590000,36.7969827500
다바847666,127.3290570000,36.7978842200
다바847667,127.3290550000,36.7987856900
다바847668,127.3290530000,36.7996871600
다바847669,127.3290510000,36.8005886300
다바847670,127.3290490000,36.8014901000
다바847671,127.3290470000,36.8023915700
다바847672,127.3290450000,36.8032930400
다바847673,127.3290430000,36.8041945100
다바847674,127.3290410000,36.8050959800
다바847675,127.3290390000,36.8059974400
다바847676,127.3290370000,36.8068989100
다바847677,127.3290350000,36.8078003800
다바847678,127.3290330000,36.8087018500
다바847679,127.3290310000,36.8096033200
다바847680,127.3290290000,36.8105047900
다바847681,127.3290270000,36.8114062500
다바847682,127.3290249000,36.8123077200
다바847683,127.3290229000,36.8132091900
다바847684,127.3290209000,36.8141106600
다바847685,127.3290189000,36.8150121200
다바847686,127.3290169000,36.8159135900
다바847687,127.3290149000,36.8168150600
다바847688,127.3290129000,36.8177165200
다바847689,127.3290109000,36.8186179900
다바847690,127.3290089000,36.8195194600
다바847691,127.3290069000,36.8204209200
다바847692,127.3290049000,36.8213223900
다바847693,127.3290029000,36.8222238500
다바847694,127.3290009000,36.8231253200
다바847695,127.3289989000,36.8240267900
다바847696,127.3289969000,36.8249282500
다바847697,127.3289949000,36.8258297200
다바847698,127.3289929000,36.8267311800
다바847699,127.3289909000,36.8276326500
다바847700,127.3289888000,36.8285341100
다바847701,127.3289868000,36.8294355800
다바847702,127.3289848000,36.8303370400
다바847703,127.3289828000,36.8312385100
다바847704,127.3289808000,36.8321399700
다바847705,127.3289788000,36.8330414400
다바847706,127.3289768000,36.8339429000
다바847707,127.3289748000,36.8348443700
다바847708,127.3289728000,36.8357458300
다바847709,127.3289708000,36.8366472900
다바847710,127.3289688000,36.8375487600
다바847711,127.3289668000,36.8384502200
다바847712,127.3289648000,36.8393516800
다바847713,127.3289628000,36.8402531500
다바847714,127.3289608000,36.8411546100
다바847715,127.3289587000,36.8420560700
다바847716,127.3289567000,36.8429575400
다바847717,127.3289547000,36.8438590000
다바847718,127.3289527000,36.8447604600
다바847719,127.3289507000,36.8456619200
다바847720,127.3289487000,36.8465633900
다바847721,127.3289467000,36.8474648500
다바847722,127.3289447000,36.8483663100
다바847723,127.3289427000,36.8492677700
다바847724,127.3289407000,36.8501692300
다바847725,127.3289387000,36.8510707000
다바847726,127.3289367000,36.8519721600
다바847727,127.3289346000,36.8528736200
다바847728,127.3289326000,36.8537750800
다바847729,127.3289306000,36.8546765400
다바847730,127.3289286000,36.8555780000
다바847731,127.3289266000,36.8564794600
다바847732,127.3289246000,36.8573809200
다바847733,127.3289226000,36.8582823800
다바848594,127.3303210000,36.7329796500
다바848595,127.3303190000,36.7338811300
다바848596,127.3303170000,36.7347826100
다바848597,127.3303151000,36.7356840900
다바848598,127.3303131000,36.7365855700
다바848599,127.3303111000,36.7374870500
다바848600,127.3303091000,36.7383885300
다바848601,127.3303071000,36.7392900100
다바848602,127.3303051000,36.7401914800
다바848603,127.3303031000,36.7410929600
다바848604,127.3303012000,36.7419944400
다바848605,127.3302992000,36.7428959200
다바848606,127.3302972000,36.7437974000
다바848607,127.3302952000,36.7446988800
다바848608,127.3302932000,36.7456003500
다바848609,127.3302912000,36.7465018300
다바848610,127.3302893000,36.7474033100
다바848611,127.3302873000,36.7483047900
다바848612,127.3302853000,36.7492062600
다바848613,127.3302833000,36.7501077400
다바848614,127.3302813000,36.7510092200
다바848615,127.3302793000,36.7519106900
다바848616,127.3302773000,36.7528121700
다바848617,127.3302754000,36.7537136500
다바848618,127.3302734000,36.7546151200
다바848619,127.3302714000,36.7555166000
다바848620,127.3302694000,36.7564180800
다바848621,127.3302674000,36.7573195500
다바848622,127.3302654000,36.7582210300
다바848623,127.3302634000,36.7591225000
다바848624,127.3302614000,36.7600239800
다바848625,127.3302595000,36.7609254500
다바848626,127.3302575000,36.7618269300
다바848627,127.3302555000,36.7627284000
다바848628,127.3302535000,36.7636298800
다바848629,127.3302515000,36.7645313500
다바848630,127.3302495000,36.7654328300
다바848631,127.3302475000,36.7663343000
다바848632,127.3302456000,36.7672357800
다바848633,127.3302436000,36.7681372500
다바848634,127.3302416000,36.7690387300
다바848635,127.3302396000,36.7699402000
다바848636,127.3302376000,36.7708416800
다바848637,127.3302356000,36.7717431500
다바848638,127.3302336000,36.7726446200
다바848639,127.3302316000,36.7735461000
다바848640,127.3302297000,36.7744475700
다바848641,127.3302277000,36.7753490400
다바848642,127.3302257000,36.7762505200
다바848643,127.3302237000,36.7771519900
다바848644,127.3302217000,36.7780534600
다바848645,127.3302197000,36.7789549300
다바848646,127.3302177000,36.7798564100
다바848647,127.3302157000,36.7807578800
다바848648,127.3302138000,36.7816593500
다바848649,127.3302118000,36.7825608200
다바848650,127.3302098000,36.7834623000
다바848651,127.3302078000,36.7843637700
다바848652,127.3302058000,36.7852652400
다바848653,127.3302038000,36.7861667100
다바848654,127.3302018000,36.7870681800
다바848655,127.3301998000,36.7879696500
다바848656,127.3301978000,36.7888711200
다바848657,127.3301959000,36.7897726000
다바848658,127.3301939000,36.7906740700
다바848659,127.3301919000,36.7915755400
다바848660,127.3301899000,36.7924770100
다바848661,127.3301879000,36.7933784800
다바848662,127.3301859000,36.7942799500
다바848663,127.3301839000,36.7951814200
다바848664,127.3301819000,36.7960828900
다바848665,127.3301799000,36.7969843600
다바848666,127.3301779000,36.7978858300
다바848667,127.3301760000,36.7987873000
다바848668,127.3301740000,36.7996887700
다바848669,127.3301720000,36.8005902400
다바848670,127.3301700000,36.8014917100
다바848671,127.3301680000,36.8023931800
다바848672,127.3301660000,36.8032946500
다바848673,127.3301640000,36.8041961100
다바848674,127.3301620000,36.8050975800
다바848675,127.3301600000,36.8059990500
다바848676,127.3301580000,36.8069005200
다바848677,127.3301560000,36.8078019900
다바848678,127.3301541000,36.8087034600
다바848679,127.3301521000,36.8096049200
다바848680,127.3301501000,36.8105063900
다바848681,127.3301481000,36.8114078600
다바848682,127.3301461000,36.8123093300
다바848683,127.3301441000,36.8132107900
다바848684,127.3301421000,36.8141122600
다바848685,127.3301401000,36.8150137300
다바848686,127.3301381000,36.8159152000
다바848687,127.3301361000,36.8168166600
다바848688,127.3301341000,36.8177181300
다바848689,127.3301321000,36.8186196000
다바848690,127.3301302000,36.8195210600
다바848691,127.3301282000,36.8204225300
다바848692,127.3301262000,36.8213240000
다바848693,127.3301242000,36.8222254600
다바848694,127.3301222000,36.8231269300
다바848695,127.3301202000,36.8240283900
다바848696,127.3301182000,36.8249298600
다바848697,127.3301162000,36.8258313300
다바848698,127.3301142000,36.8267327900
다바848699,127.3301122000,36.8276342600
다바848700,127.3301102000,36.8285357200
다바848701,127.3301082000,36.8294371900
다바848702,127.3301062000,36.8303386500
다바848703,127.3301042000,36.8312401200
다바848704,127.3301023000,36.8321415800
다바848705,127.3301003000,36.8330430400
다바848706,127.3300983000,36.8339445100
다바848707,127.3300963000,36.8348459700
다바848708,127.3300943000,36.8357474400
다바848709,127.3300923000,36.8366489000
다바848710,127.3300903000,36.8375503700
다바848711,127.3300883000,36.8384518300
다바848712,127.3300863000,36.8393532900
다바848713,127.3300843000,36.8402547600
다바848714,127.3300823000,36.8411562200
다바848715,127.3300803000,36.8420576800
다바848716,127.3300783000,36.8429591400
다바848717,127.3300763000,36.8438606100
다바848718,127.3300743000,36.8447620700
다바848719,127.3300723000,36.8456635300
다바848720,127.3300703000,36.8465650000
다바848721,127.3300684000,36.8474664600
다바848722,127.3300664000,36.8483679200
다바848723,127.3300644000,36.8492693800
다바848724,127.3300624000,36.8501708400
다바848725,127.3300604000,36.8510723100
다바848726,127.3300584000,36.8519737700
다바848727,127.3300564000,36.8528752300
다바848728,127.3300544000,36.8537766900
다바848729,127.3300524000,36.8546781500
다바848730,127.3300504000,36.8555796100
다바848731,127.3300484000,36.8564810700
다바848732,127.3300464000,36.8573825300
다바849593,127.3314430000,36.7320797600
다바849594,127.3314410000,36.7329812400
다바849595,127.3314390000,36.7338827200
다바849596,127.3314370000,36.7347842000
다바849597,127.3314351000,36.7356856800
다바849598,127.3314331000,36.7365871600
다바849599,127.3314311000,36.7374886400
다바849600,127.3314292000,36.7383901200
다바849601,127.3314272000,36.7392916000
다바849602,127.3314252000,36.7401930800
다바849603,127.3314233000,36.7410945600
다바849604,127.3314213000,36.7419960300
다바849605,127.3314193000,36.7428975100
다바849606,127.3314173000,36.7437989900
다바849607,127.3314154000,36.7447004700
다바849608,127.3314134000,36.7456019500
다바849609,127.3314114000,36.7465034200
다바849610,127.3314094000,36.7474049000
다바849611,127.3314075000,36.7483063800
다바849612,127.3314055000,36.7492078600
다바849613,127.3314035000,36.7501093300
다바849614,127.3314016000,36.7510108100
다바849615,127.3313996000,36.7519122900
다바849616,127.3313976000,36.7528137600
다바849617,127.3313956000,36.7537152400
다바849618,127.3313937000,36.7546167200
다바849619,127.3313917000,36.7555181900
다바849620,127.3313897000,36.7564196700
다바849621,127.3313878000,36.7573211400
다바849622,127.3313858000,36.7582226200
다바849623,127.3313838000,36.7591241000
다바849624,127.3313818000,36.7600255700
다바849625,127.3313799000,36.7609270500
다바849626,127.3313779000,36.7618285200
다바849627,127.3313759000,36.7627300000
다바849628,127.3313739000,36.7636314700
다바849629,127.3313720000,36.7645329500
다바849630,127.3313700000,36.7654344200
다바849631,127.3313680000,36.7663359000
다바849632,127.3313660000,36.7672373700
다바849633,127.3313641000,36.7681388500
다바849634,127.3313621000,36.7690403200
다바849635,127.3313601000,36.7699417900
다바849636,127.3313581000,36.7708432700
다바849637,127.3313562000,36.7717447400
다바849638,127.3313542000,36.7726462200
다바849639,127.3313522000,36.7735476900
다바849640,127.3313502000,36.7744491600
다바849641,127.3313483000,36.7753506400
다바849642,127.3313463000,36.7762521100
다바849643,127.3313443000,36.7771535800
다바849644,127.3313423000,36.7780550600
다바849645,127.3313404000,36.7789565300
다바849646,127.3313384000,36.7798580000
다바849647,127.3313364000,36.7807594700
다바849648,127.3313344000,36.7816609500
다바849649,127.3313325000,36.7825624200
다바849650,127.3313305000,36.7834638900
다바849651,127.3313285000,36.7843653600
다바849652,127.3313265000,36.7852668300
다바849653,127.3313246000,36.7861683100
다바849654,127.3313226000,36.7870697800
다바849655,127.3313206000,36.7879712500
다바849656,127.3313186000,36.7888727200
다바849657,127.3313167000,36.7897741900
다바849658,127.3313147000,36.7906756600
다바849659,127.3313127000,36.7915771300
다바849660,127.3313107000,36.7924786000
다바849661,127.3313088000,36.7933800700
다바849662,127.3313068000,36.7942815400
다바849663,127.3313048000,36.7951830100
다바849664,127.3313028000,36.7960844800
다바849665,127.3313009000,36.7969859500
다바849666,127.3312989000,36.7978874200
다바849667,127.3312969000,36.7987888900
다바849668,127.3312949000,36.7996903600
다바849669,127.3312929000,36.8005918300
다바849670,127.3312910000,36.8014933000
다바849671,127.3312890000,36.8023947700
다바849672,127.3312870000,36.8032962400
다바849673,127.3312850000,36.8041977100
다바849674,127.3312831000,36.8050991800
다바849675,127.3312811000,36.8060006500
다바849676,127.3312791000,36.8069021200
다바849677,127.3312771000,36.8078035800
다바849678,127.3312751000,36.8087050500
다바849679,127.3312732000,36.8096065200
다바849680,127.3312712000,36.8105079900
다바849681,127.3312692000,36.8114094600
다바849682,127.3312672000,36.8123109200
다바849683,127.3312653000,36.8132123900
다바849684,127.3312633000,36.8141138600
다바849685,127.3312613000,36.8150153300
다바849686,127.3312593000,36.8159167900
다바849687,127.3312573000,36.8168182600
다바849688,127.3312554000,36.8177197300
다바849689,127.3312534000,36.8186211900
다바849690,127.3312514000,36.8195226600
다바849691,127.3312494000,36.8204241300
다바849692,127.3312474000,36.8213255900
다바849693,127.3312455000,36.8222270600
다바849694,127.3312435000,36.8231285200
다바849695,127.3312415000,36.8240299900
다바849696,127.3312395000,36.8249314600
다바849697,127.3312375000,36.8258329200
다바849698,127.3312356000,36.8267343900
다바849699,127.3312336000,36.8276358500
다바849700,127.3312316000,36.8285373200
다바849701,127.3312296000,36.8294387800
다바849702,127.3312276000,36.8303402500
다바849703,127.3312257000,36.8312417100
다바849704,127.3312237000,36.8321431800
다바849705,127.3312217000,36.8330446400
다바849706,127.3312197000,36.8339461100
다바849707,127.3312177000,36.8348475700
다바849708,127.3312158000,36.8357490300
다바849709,127.3312138000,36.8366505000
다바849710,127.3312118000,36.8375519600
다바849711,127.3312098000,36.8384534300
다바849712,127.3312078000,36.8393548900
다바849713,127.3312059000,36.8402563500
다바849714,127.3312039000,36.8411578200
다바849715,127.3312019000,36.8420592800
다바849716,127.3311999000,36.8429607400
다바849717,127.3311979000,36.8438622100
다바849718,127.3311960000,36.8447636700
다바849719,127.3311940000,36.8456651300
다바849720,127.3311920000,36.8465665900
다바849721,127.3311900000,36.8474680600
다바849722,127.3311880000,36.8483695200
다바849723,127.3311860000,36.8492709800
다바849724,127.3311841000,36.8501724400
다바849725,127.3311821000,36.8510739000
다바849726,127.3311801000,36.8519753700
다바849727,127.3311781000,36.8528768300
다바849728,127.3311761000,36.8537782900
다바849729,127.3311742000,36.8546797500
다바849730,127.3311722000,36.8555812100
다바849731,127.3311702000,36.8564826700
다바849732,127.3311682000,36.8573841300
다바850592,127.3325649000,36.7311798700
다바850593,127.3325629000,36.7320813500
다바850594,127.3325610000,36.7329828200
다바850595,127.3325590000,36.7338843000
다바850596,127.3325571000,36.7347857800
다바850597,127.3325551000,36.7356872600
다바850598,127.3325531000,36.7365887400
다바850599,127.3325512000,36.7374902200
다바850600,127.3325492000,36.7383917000
다바850601,127.3325473000,36.7392931800
다바850602,127.3325453000,36.7401946600
다바850603,127.3325434000,36.7410961400
다바850604,127.3325414000,36.7419976200
다바850605,127.3325394000,36.7428990900
다바850606,127.3325375000,36.7438005700
다바850607,127.3325355000,36.7447020500
다바850608,127.3325336000,36.7456035300
다바850609,127.3325316000,36.7465050100
다바850610,127.3325296000,36.7474064800
다바850611,127.3325277000,36.7483079600
다바850612,127.3325257000,36.7492094400
다바850613,127.3325238000,36.7501109100
다바850614,127.3325218000,36.7510123900
다바850615,127.3325199000,36.7519138700
다바850616,127.3325179000,36.7528153500
다바850617,127.3325159000,36.7537168200
다바850618,127.3325140000,36.7546183000
다바850619,127.3325120000,36.7555197700
다바850620,127.3325101000,36.7564212500
다바850621,127.3325081000,36.7573227300
다바850622,127.3325061000,36.7582242000
다바850623,127.3325042000,36.7591256800
다바850624,127.3325022000,36.7600271500
다바850625,127.3325003000,36.7609286300
다바850626,127.3324983000,36.7618301100
다바850627,127.3324963000,36.7627315800
다바850628,127.3324944000,36.7636330600
다바850629,127.3324924000,36.7645345300
다바850630,127.3324905000,36.7654360100
다바850631,127.3324885000,36.7663374800
다바850632,127.3324865000,36.7672389500
다바850633,127.3324846000,36.7681404300
다바850634,127.3324826000,36.7690419000
다바850635,127.3324806000,36.7699433800
다바850636,127.3324787000,36.7708448500
다바850637,127.3324767000,36.7717463300
다바850638,127.3324748000,36.7726478000
다바850639,127.3324728000,36.7735492700
다바850640,127.3324708000,36.7744507500
다바850641,127.3324689000,36.7753522200
다바850642,127.3324669000,36.7762536900
다바850643,127.3324650000,36.7771551700
다바850644,127.3324630000,36.7780566400
다바850645,127.3324610000,36.7789581100
다바850646,127.3324591000,36.7798595800
다바850647,127.3324571000,36.7807610600
다바850648,127.3324551000,36.7816625300
다바850649,127.3324532000,36.7825640000
다바850650,127.3324512000,36.7834654700
다바850651,127.3324493000,36.7843669500
다바850652,127.3324473000,36.7852684200
다바850653,127.3324453000,36.7861698900
다바850654,127.3324434000,36.7870713600
다바850655,127.3324414000,36.7879728300
다바850656,127.3324394000,36.7888743000
다바850657,127.3324375000,36.7897757700
다바850658,127.3324355000,36.7906772500
다바850659,127.3324336000,36.7915787200
다바850660,127.3324316000,36.7924801900
다바850661,127.3324296000,36.7933816600
다바850662,127.3324277000,36.7942831300
다바850663,127.3324257000,36.7951846000
다바850664,127.3324237000,36.7960860700
다바850665,127.3324218000,36.7969875400
다바850666,127.3324198000,36.7978890100
다바850667,127.3324178000,36.7987904800
다바850668,127.3324159000,36.7996919500
다바850669,127.3324139000,36.8005934200
다바850670,127.3324120000,36.8014948900
다바850671,127.3324100000,36.8023963600
다바850672,127.3324080000,36.8032978300
다바850673,127.3324061000,36.8041992900
다바850674,127.3324041000,36.8051007600
다바850675,127.3324021000,36.8060022300
다바850676,127.3324002000,36.8069037000
다바850677,127.3323982000,36.8078051700
다바850678,127.3323962000,36.8087066400
다바850679,127.3323943000,36.8096081100
다바850680,127.3323923000,36.8105095700
다바850681,127.3323903000,36.8114110400
다바850682,127.3323884000,36.8123125100
다바850683,127.3323864000,36.8132139800
다바850684,127.3323844000,36.8141154400
다바850685,127.3323825000,36.8150169100
다바850686,127.3323805000,36.8159183800
다바850687,127.3323785000,36.8168198500
다바850688,127.3323766000,36.8177213100
다바850689,127.3323746000,36.8186227800
다바850690,127.3323727000,36.8195242500
다바850691,127.3323707000,36.8204257100
다바850692,127.3323687000,36.8213271800
다바850693,127.3323668000,36.8222286400
다바850694,127.3323648000,36.8231301100
다바850695,127.3323628000,36.8240315800
다바850696,127.3323609000,36.8249330400
다바850697,127.3323589000,36.8258345100
다바850698,127.3323569000,36.8267359700
다바850699,127.3323550000,36.8276374400
다바850700,127.3323530000,36.8285389000
다바850701,127.3323510000,36.8294403700
다바850702,127.3323491000,36.8303418300
다바850703,127.3323471000,36.8312433000
다바850704,127.3323451000,36.8321447600
다바850705,127.3323432000,36.8330462300
다바850706,127.3323412000,36.8339476900
다바850707,127.3323392000,36.8348491600
다바850708,127.3323373000,36.8357506200
다바850709,127.3323353000,36.8366520900
다바850710,127.3323333000,36.8375535500
다바850711,127.3323313000,36.8384550100
다바850712,127.3323294000,36.8393564800
다바850713,127.3323274000,36.8402579400
다바850714,127.3323254000,36.8411594000
다바850715,127.3323235000,36.8420608700
다바850716,127.3323215000,36.8429623300
다바850717,127.3323195000,36.8438637900
다바850718,127.3323176000,36.8447652600
다바850719,127.3323156000,36.8456667200
다바850720,127.3323136000,36.8465681800
다바850721,127.3323117000,36.8474696400
다바850722,127.3323097000,36.8483711100
다바850723,127.3323077000,36.8492725700
다바850724,127.3323058000,36.8501740300
다바850725,127.3323038000,36.8510754900
다바850726,127.3323018000,36.8519769500
다바850727,127.3322999000,36.8528784100
다바850728,127.3322979000,36.8537798800
다바850729,127.3322959000,36.8546813400
다바850730,127.3322939000,36.8555828000
다바850731,127.3322920000,36.8564842600
다바850732,127.3322900000,36.8573857200
다바851592,127.3336849000,36.7311814400
다바851593,127.3336829000,36.7320829200
다바851594,127.3336810000,36.7329844000
다바851595,127.3336790000,36.7338858700
다바851596,127.3336771000,36.7347873500
다바851597,127.3336751000,36.7356888300
다바851598,127.3336732000,36.7365903100
다바851599,127.3336712000,36.7374917900
다바851600,127.3336693000,36.7383932700
다바851601,127.3336674000,36.7392947500
다바851602,127.3336654000,36.7401962300
다바851603,127.3336635000,36.7410977100
다바851604,127.3336615000,36.7419991900
다바851605,127.3336596000,36.7429006600
다바851606,127.3336576000,36.7438021400
다바851607,127.3336557000,36.7447036200
다바851608,127.3336537000,36.7456051000
다바851609,127.3336518000,36.7465065800
다바851611,127.3336479000,36.7483095300
다바851612,127.3336460000,36.7492110100
다바851613,127.3336440000,36.7501124900
다바851614,127.3336421000,36.7510139600
다바851615,127.3336401000,36.7519154400
다바851616,127.3336382000,36.7528169200
다바851617,127.3336362000,36.7537183900
다바851618,127.3336343000,36.7546198700
다바851619,127.3336323000,36.7555213500
다바851620,127.3336304000,36.7564228200
다바851621,127.3336284000,36.7573243000
다바851622,127.3336265000,36.7582257700
다바851623,127.3336245000,36.7591272500
다바851624,127.3336226000,36.7600287300
다바851625,127.3336206000,36.7609302000
다바851626,127.3336187000,36.7618316800
다바851627,127.3336168000,36.7627331500
다바851628,127.3336148000,36.7636346300
다바851629,127.3336129000,36.7645361000
다바851630,127.3336109000,36.7654375800
다바851631,127.3336090000,36.7663390500
다바851632,127.3336070000,36.7672405300
다바851633,127.3336051000,36.7681420000
다바851634,127.3336031000,36.7690434800
다바851635,127.3336012000,36.7699449500
다바851636,127.3335992000,36.7708464200
다바851637,127.3335973000,36.7717479000
다바851638,127.3335953000,36.7726493700
다바851639,127.3335934000,36.7735508500
다바851640,127.3335914000,36.7744523200
다바851641,127.3335895000,36.7753537900
다바851642,127.3335875000,36.7762552700
다바851643,127.3335856000,36.7771567400
다바851644,127.3335836000,36.7780582100
다바851645,127.3335817000,36.7789596800
다바851646,127.3335797000,36.7798611600
다바851647,127.3335778000,36.7807626300
다바851648,127.3335758000,36.7816641000
다바851649,127.3335739000,36.7825655700
다바851650,127.3335719000,36.7834670500
다바851651,127.3335700000,36.7843685200
다바851652,127.3335680000,36.7852699900
다바851653,127.3335661000,36.7861714600
다바851654,127.3335641000,36.7870729300
다바851655,127.3335622000,36.7879744100
다바851656,127.3335602000,36.7888758800
다바851657,127.3335583000,36.7897773500
다바851658,127.3335563000,36.7906788200
다바851659,127.3335544000,36.7915802900
다바851660,127.3335524000,36.7924817600
다바851661,127.3335505000,36.7933832300
다바851662,127.3335485000,36.7942847000
다바851663,127.3335466000,36.7951861700
다바851664,127.3335446000,36.7960876400
다바851665,127.3335427000,36.7969891100
다바851666,127.3335407000,36.7978905800
다바851667,127.3335388000,36.7987920500
다바851668,127.3335368000,36.7996935200
다바851669,127.3335349000,36.8005949900
다바851670,127.3335329000,36.8014964600
다바851671,127.3335310000,36.8023979300
