"gid","주차장","건물1","건물2","건물3","관공서","생산가능인구","전기차","충전소","교통량","유동인구","경도","위도","거리_전기차","거리_충전소","거리_교통량"
"다바703608",0,1,0,0,0,0,0,0,0,1206.92,127.1678695,36.74525788,0,0,0
"다바703607",0,1,0,0,0,0,0,0,0,62.48,127.1678734,36.74435642,0,0,0
"다바703606",0,0,0,0,0,0,0,0,0,18.77,127.1678773,36.74345495,0,0,0
"다바703605",0,0,0,0,0,0,0,0,0,0.86,127.1678812,36.74255348,0,0,0
"다바703604",0,0,0,0,0,0,0,0,0,0,127.167885,36.74165201,0,0,0
"다바703603",0,0,0,0,0,0,0,0,0,0,127.1678889,36.74075055,0,0,0
"다바703602",0,0,0,0,0,0,0,0,0,0,127.1678928,36.73984908,0,0,0
"다바703601",0,0,0,0,0,0,0,0,0,0,127.1678967,36.73894761,0,0,0
"다바703600",0,0,0,0,0,0,0,0,0,0,127.1679006,36.73804615,0,0,0
"다바703599",0,0,0,0,0,0,0,0,0,3.79,127.1679045,36.73714468,0,0,0
"다바703598",0,7,0,0,0,0,0,0,0,0.01,127.1679083,36.73624321,0,0,0
"다바703597",0,6,0,0,0,0,0,0,0,3.69,127.1679122,36.73534174,0,0,0
"다바703596",0,4,0,0,0,0,0,0,0,0,127.1679161,36.73444027,0,0,0
"다바703595",0,0,0,0,0,0,0,0,0,0.5,127.16792,36.73353881,0,0,0
"다바703594",0,0,0,0,0,0,0,0,0,0,127.1679239,36.73263734,0,0,0
"다바702849",0,0,0,0,0,0,0,0,0,0,127.1658049,36.96250417,0,0,0
"다바702848",0,0,0,0,0,0,0,0,0,0,127.1658089,36.96160274,0,0,0
"다바702847",0,0,0,0,0,0,0,0,0,0,127.1658128,36.9607013,0,0,0
"다바702846",0,0,0,0,0,0,0,0,0,0.37,127.1658168,36.95979987,0,0,0
"다바702845",0,0,0,0,0,0,0,0,0,0,127.1658207,36.95889843,0,0,0
"다바702844",0,0,0,0,0,0,0,0,0,0,127.1658246,36.957997,0,0,0
"다바702843",0,0,0,0,0,0,0,0,0,3.28,127.1658286,36.95709557,0,0,0
"다바702842",0,0,0,0,0,0,0,0,0,0.49,127.1658325,36.95619413,0,0,0
"다바702841",0,0,0,0,0,0,0,0,0,0,127.1658364,36.9552927,0,0,0
"다바702840",0,0,0,0,0,0,0,0,0,0,127.1658404,36.95439126,0,0,0
"다바702839",0,0,0,0,0,0,0,0,0,0,127.1658443,36.95348983,0,0,0
"다바702838",0,0,0,0,0,0,0,0,0,0,127.1658483,36.95258839,0,0,0
"다바702837",0,5,0,0,0,0,0,0,0,0,127.1658522,36.95168696,0,0,0
"다바702836",0,4,0,0,0,0,0,0,0,0,127.1658561,36.95078552,0,0,0
"다바702835",0,1,0,0,0,0,0,0,0,6.66,127.1658601,36.94988409,0,0,0
"다바702834",0,0,0,0,0,0,0,0,0,26.47,127.165864,36.94898265,0,0,0
"다바702833",0,4,0,0,0,0,0,0,0,24.27,127.1658679,36.94808122,0,0,0
"다바702832",0,18,0,0,0,6,0,0,0,82.81,127.1658719,36.94717978,0,0,0
"다바702831",0,0,0,0,0,0,0,0,0,0,127.1658758,36.94627835,0,0,0
"다바702830",0,0,0,0,0,0,0,0,0,0,127.1658798,36.94537691,0,0,0
"다바702829",0,0,0,0,0,0,0,0,0,0,127.1658837,36.94447547,0,0,0
"다바702828",0,0,0,0,0,0,0,0,0,0,127.1658876,36.94357404,0,0,0
"다바702827",0,0,0,0,0,0,0,0,0,0,127.1658916,36.9426726,0,0,0
"다바702826",0,0,0,0,0,0,0,0,0,0,127.1658955,36.94177117,0,0,0
"다바702825",0,0,0,0,0,0,0,0,0,0,127.1658994,36.94086973,0,0,0
"다바702824",0,0,0,0,0,0,0,0,0,0,127.1659034,36.93996829,0,0,0
"다바702823",0,0,0,0,0,0,0,0,0,0,127.1659073,36.93906686,0,0,0
"다바702822",0,0,0,0,0,0,0,0,0,0,127.1659112,36.93816542,0,0,0
"다바702821",0,0,0,0,0,0,0,0,0,0,127.1659152,36.93726398,0,0,0
"다바702820",0,0,0,0,0,0,0,0,0,0,127.1659191,36.93636254,0,0,0
"다바702819",0,0,0,0,0,0,0,0,0,0,127.165923,36.93546111,0,0,0
"다바702818",0,0,0,0,0,0,0,0,0,0,127.165927,36.93455967,0,0,0
"다바702817",0,0,0,0,0,0,0,0,0,0,127.1659309,36.93365823,0,0,0
"다바702816",0,0,0,0,0,0,0,0,0,0,127.1659349,36.93275679,0,0,0
"다바702815",0,0,0,0,0,0,0,0,0,0,127.1659388,36.93185536,0,0,0
"다바702814",0,0,0,0,0,0,0,0,0,0,127.1659427,36.93095392,0,0,0
"다바702813",0,0,0,0,0,0,0,0,0,0,127.1659467,36.93005248,0,0,0
"다바702812",0,0,0,0,0,0,0,0,0,0,127.1659506,36.92915104,0,0,0
"다바702811",0,0,0,0,0,0,0,0,0,0,127.1659545,36.9282496,0,0,0
"다바702810",0,0,0,0,0,0,0,0,0,0,127.1659585,36.92734816,0,0,0
"다바702809",0,0,0,0,0,0,0,0,0,0,127.1659624,36.92644673,0,0,0
"다바702808",0,0,0,0,0,0,0,0,0,0,127.1659663,36.92554529,0,0,0
"다바702807",0,0,0,0,0,0,0,0,0,0,127.1659703,36.92464385,0,0,0
"다바702806",0,0,0,0,0,0,0,0,0,0,127.1659742,36.92374241,0,0,0
"다바702805",0,0,0,0,0,0,0,0,0,0,127.1659781,36.92284097,0,0,0
"다바702804",0,0,0,0,0,0,0,0,0,0,127.165982,36.92193953,0,0,0
"다바702803",0,0,0,0,0,0,0,0,0,0,127.165986,36.92103809,0,0,0
"다바702802",0,0,0,0,0,0,0,0,0,0,127.1659899,36.92013665,0,0,0
"다바702801",0,0,0,0,0,0,0,0,0,0,127.1659938,36.91923521,0,0,0
"다바702800",0,0,0,0,0,0,0,0,0,0,127.1659978,36.91833377,0,0,0
"다바702799",0,0,0,0,0,0,0,0,0,0,127.1660017,36.91743233,0,0,0
"다바702798",0,0,0,0,0,0,0,0,0,0,127.1660056,36.91653089,0,0,0
"다바702797",0,0,0,0,0,0,0,0,0,0,127.1660096,36.91562945,0,0,0
"다바702796",0,0,0,0,0,0,0,0,0,0,127.1660135,36.91472801,0,0,0
"다바702795",0,0,0,0,0,0,0,0,0,0,127.1660174,36.91382657,0,0,0
"다바702794",0,0,0,0,0,0,0,0,0,2.51,127.1660214,36.91292513,0,0,0
"다바702793",0,0,0,0,0,0,0,0,0,0,127.1660253,36.91202369,0,0,0
"다바702792",0,0,0,0,0,0,0,0,0,0,127.1660292,36.91112225,0,0,0
"다바702791",0,1,0,0,0,0,0,0,0,0.13,127.1660331,36.91022081,0,0,0
"다바702790",0,0,0,0,0,0,0,0,0,0.13,127.1660371,36.90931936,0,0,0
"다바702789",0,0,0,0,0,0,0,0,0,0,127.166041,36.90841792,0,0,0
"다바702788",0,3,0,0,0,0,0,0,0,0.27,127.1660449,36.90751648,0,0,0
"다바702787",0,1,0,0,0,0,0,0,0,1.16,127.1660489,36.90661504,0,0,0
"다바702786",0,2,0,0,0,0,0,0,0,1.44,127.1660528,36.9057136,0,0,0
"다바702785",0,0,0,0,0,0,0,0,0,7.85,127.1660567,36.90481216,0,0,0
"다바702784",0,4,0,0,0,0,0,0,0,0.47,127.1660607,36.90391071,0,0,0
"다바702783",0,0,0,0,0,0,0,0,0,0,127.1660646,36.90300927,0,0,0
"다바702782",0,5,0,0,0,6,0,0,0,2.89,127.1660685,36.90210783,0,0,0
"다바702781",0,1,0,0,0,0,0,0,0,14.27,127.1660724,36.90120639,0,0,0
"다바702780",0,9,0,0,0,0,0,0,0,64.69,127.1660764,36.90030494,0,0,0
"다바702779",0,2,0,0,0,0,0,0,0,49.59,127.1660803,36.8994035,0,0,0
"다바702778",0,1,0,0,0,0,0,0,0,414.75,127.1660842,36.89850206,0,0,0
"다바702777",0,18,0,0,0,0,0,0,0,1513.54,127.1660881,36.89760061,0,0,0
"다바702776",0,9,0,0,0,0,0,0,0,479.62,127.1660921,36.89669917,0,0,0
"다바702775",0,1,2,0,0,75,0,0,0,854.46,127.166096,36.89579773,0,0,0
"다바702774",0,0,0,0,0,7,0,0,0,73.39,127.1660999,36.89489628,0,0,0
"다바702773",0,0,0,0,0,0,0,0,0,0,127.1661039,36.89399484,0,0,0
"다바702772",0,0,0,0,0,0,0,0,0,0,127.1661078,36.8930934,0,0,0
"다바702771",0,0,0,0,0,0,0,0,0,0,127.1661117,36.89219195,0,0,0
"다바702770",0,3,0,0,0,0,0,0,0,0,127.1661156,36.89129051,0,0,0
"다바702769",0,0,0,0,0,0,0,0,0,157.73,127.1661196,36.89038906,0,0,0
"다바702768",0,2,0,0,0,0,0,0,0,84.42,127.1661235,36.88948762,0,0,0
"다바702767",0,0,0,0,0,0,0,0,0,0,127.1661274,36.88858618,0,0,0
"다바702766",0,0,0,0,0,0,0,0,0,0.07,127.1661313,36.88768473,0,0,0
"다바702765",0,0,0,0,0,0,0,0,0,0.19,127.1661353,36.88678329,0,0,0
"다바702764",0,0,0,0,0,0,0,0,0,0,127.1661392,36.88588184,0,0,0
"다바702763",0,0,0,0,0,0,0,0,0,0,127.1661431,36.8849804,0,0,0
"다바702762",0,0,0,0,0,0,0,0,0,0,127.166147,36.88407895,0,0,0
"다바702761",0,0,0,0,0,0,0,0,0,0.11,127.166151,36.88317751,0,0,0
"다바702760",0,0,0,0,0,0,0,0,0,0,127.1661549,36.88227606,0,0,0
"다바702759",0,1,0,0,0,0,0,0,0,0,127.1661588,36.88137461,0,0,0
"다바702758",0,3,0,0,0,0,0,0,0,0.7,127.1661627,36.88047317,0,0,0
"다바702757",0,5,0,0,0,0,0,0,0,2.41,127.1661667,36.87957172,0,0,0
"다바702756",0,1,0,0,0,0,0,0,0,1395.56,127.1661706,36.87867028,0,0,0
"다바702755",0,4,0,0,0,0,0,0,0,1102.12,127.1661745,36.87776883,0,0,0
"다바702754",0,4,0,0,0,0,0,0,0,256.17,127.1661784,36.87686738,0,0,0
"다바702753",0,0,0,0,0,0,0,0,0,31.95,127.1661823,36.87596594,0,0,0
"다바702752",0,0,0,0,0,0,0,0,0,0.36,127.1661863,36.87506449,0,0,0
"다바702751",0,0,0,0,0,0,0,0,0,0,127.1661902,36.87416304,0,0,0
"다바702750",0,0,0,0,0,0,0,0,0,0,127.1661941,36.8732616,0,0,0
"다바702749",0,3,0,0,0,0,0,0,0,1.28,127.166198,36.87236015,0,0,0
"다바702748",0,4,0,0,0,0,0,0,0,1.65,127.166202,36.8714587,0,0,0
"다바702747",0,0,0,0,0,0,0,0,0,0.15,127.1662059,36.87055726,0,0,0
"다바702746",0,0,0,0,0,0,0,0,0,0,127.1662098,36.86965581,0,0,0
"다바702745",0,0,0,0,0,0,0,0,0,0,127.1662137,36.86875436,0,0,0
"다바702744",0,0,0,0,0,0,0,0,0,0,127.1662176,36.86785291,0,0,0
"다바702743",0,0,0,0,0,0,0,0,0,0.01,127.1662216,36.86695147,0,0,0
"다바702742",0,0,0,0,0,0,0,0,0,0,127.1662255,36.86605002,0,0,0
"다바702741",0,1,0,0,0,0,0,0,0,0.46,127.1662294,36.86514857,0,0,0
"다바702740",0,0,0,0,0,0,0,0,0,0.09,127.1662333,36.86424712,0,0,0
"다바702739",0,0,0,0,0,0,0,0,0,0,127.1662373,36.86334567,0,0,0
"다바702738",0,0,0,0,0,0,0,0,0,1.21,127.1662412,36.86244422,0,0,0
"다바702737",0,0,0,0,0,0,0,0,0,6.65,127.1662451,36.86154278,0,0,0
"다바702736",0,0,0,0,0,0,0,0,0,9.03,127.166249,36.86064133,0,0,0
"다바702735",0,0,0,0,0,0,0,0,0,1.33,127.1662529,36.85973988,0,0,0
"다바702734",0,0,0,0,0,0,0,0,0,0,127.1662569,36.85883843,0,0,0
"다바702733",0,0,0,0,0,0,0,0,0,0,127.1662608,36.85793698,0,0,0
"다바702732",0,0,0,0,0,0,0,0,0,0,127.1662647,36.85703553,0,0,0
"다바702731",0,0,0,0,0,0,0,0,0,0,127.1662686,36.85613408,0,0,0
"다바702730",0,0,0,0,0,0,0,0,0,0,127.1662725,36.85523263,0,0,0
"다바702729",0,0,0,0,0,0,0,0,0,0,127.1662765,36.85433118,0,0,0
"다바702728",0,0,0,0,0,0,0,0,0,0,127.1662804,36.85342973,0,0,0
"다바702727",0,0,0,0,0,0,0,0,0,0,127.1662843,36.85252828,0,0,0
"다바702726",0,1,0,0,0,0,0,0,0,0,127.1662882,36.85162683,0,0,0
"다바702725",0,0,0,0,0,0,0,0,0,0,127.1662921,36.85072538,0,0,0
"다바702724",0,0,0,0,0,0,0,0,0,0,127.166296,36.84982393,0,0,0
"다바702723",0,0,0,0,0,0,0,0,0,0,127.1663,36.84892248,0,0,0
"다바702722",0,0,0,0,0,0,0,0,0,0,127.1663039,36.84802103,0,0,0
"다바702721",0,0,0,0,0,0,0,0,0,0,127.1663078,36.84711958,0,0,0
"다바702720",0,1,0,0,0,0,0,0,0,0,127.1663117,36.84621813,0,0,0
"다바702719",0,0,0,0,0,0,0,0,0,0,127.1663156,36.84531668,0,0,0
"다바702718",0,0,0,0,0,0,0,0,0,0,127.1663195,36.84441523,0,0,0
"다바702717",0,0,0,0,0,0,0,0,0,0,127.1663235,36.84351377,0,0,0
"다바702716",0,0,0,0,0,0,0,0,0,0,127.1663274,36.84261232,0,0,0
"다바702715",0,0,0,0,0,0,0,0,0,0,127.1663313,36.84171087,0,0,0
"다바702714",0,0,0,0,0,0,0,0,0,0,127.1663352,36.84080942,0,0,0
"다바702713",0,0,0,0,0,0,0,0,0,0,127.1663391,36.83990797,0,0,0
"다바702712",0,0,0,0,0,0,0,0,0,0.32,127.166343,36.83900652,0,0,0
"다바702711",0,0,0,0,0,0,0,0,0,289.22,127.166347,36.83810506,0,0,0
"다바702710",0,6,0,0,0,0,0,0,0,642.45,127.1663509,36.83720361,0,0,0
"다바702709",0,0,0,0,0,0,0,0,0,65.02,127.1663548,36.83630216,0,0,0
"다바702708",0,3,0,0,0,0,0,0,0,103.78,127.1663587,36.83540071,0,0,0
"다바702707",0,1,0,0,0,0,0,0,0,163.32,127.1663626,36.83449925,0,0,0
"다바702706",0,0,0,0,0,0,0,0,0,323.64,127.1663665,36.8335978,0,0,0
"다바702705",0,0,0,0,0,0,0,0,0,523.22,127.1663705,36.83269635,0,0,0
"다바702704",0,0,0,0,0,0,0,0,0,104.04,127.1663744,36.83179489,0,0,1
"다바702703",0,0,0,0,0,0,0,0,0,0,127.1663783,36.83089344,0,0,1
"다바702702",0,0,0,0,0,0,0,0,0,23.73,127.1663822,36.82999199,0,0,1
"다바702701",0,3,0,0,0,15,0,0,0,685.92,127.1663861,36.82909053,0,0,1
"다바702700",0,5,0,0,0,0,0,0,0,13996.09,127.16639,36.82818908,0,0,1
"다바702699",0,4,0,0,0,0,0,0,0,5083.18,127.1663939,36.82728763,0,0,1
"다바702698",0,2,0,0,0,0,0,0,0,6640.36,127.1663979,36.82638617,0,0,1
"다바702697",0,5,0,0,0,0,0,0,0,994.39,127.1664018,36.82548472,0,0,1
"다바702696",0,9,0,0,0,7,0,0,0,145.02,127.1664057,36.82458326,0,0,1
"다바702695",0,4,0,0,0,0,0,0,0,740.98,127.1664096,36.82368181,0,0,0
"다바702694",0,1,0,0,0,0,0,0,0,463.3,127.1664135,36.82278035,0,0,0
"다바702693",0,0,0,0,0,0,0,0,0,135.16,127.1664174,36.8218789,0,0,0
"다바702692",0,0,0,0,0,0,0,0,0,30.72,127.1664213,36.82097745,1,0,0
"다바702691",0,0,0,0,0,0,0,0,0,139.18,127.1664252,36.82007599,0,0,0
"다바702690",0,0,0,0,0,0,0,0,0,939.4,127.1664292,36.81917454,0,0,0
"다바702689",0,0,0,0,0,0,0,0,0,420.27,127.1664331,36.81827308,0,0,0
"다바702688",0,0,0,0,0,0,0,0,0,178.08,127.166437,36.81737162,0,0,0
"다바702687",0,0,0,0,0,0,0,0,0,59.05,127.1664409,36.81647017,0,0,0
"다바702686",0,1,0,0,0,0,0,0,0,17.39,127.1664448,36.81556871,1,0,0
"다바702685",0,1,0,0,0,15,0,0,0,114.96,127.1664487,36.81466726,1,1,0
"다바702684",0,0,0,0,0,0,0,0,0,258.32,127.1664526,36.8137658,1,1,0
"다바702683",0,0,0,0,0,0,0,0,0,451.7,127.1664565,36.81286435,1,1,0
"다바702682",0,1,0,0,0,0,0,0,0,841.47,127.1664604,36.81196289,1,1,0
"다바702681",0,1,0,0,0,0,0,0,0,1150.48,127.1664644,36.81106143,1,1,0
"다바702680",0,10,0,0,0,0,0,0,0,737.86,127.1664683,36.81015998,1,1,0
"다바702679",0,14,0,0,0,6,0,0,0,131.51,127.1664722,36.80925852,1,1,0
"다바702678",0,0,0,0,0,0,0,0,0,11.73,127.1664761,36.80835706,1,0,0
"다바702677",0,1,0,0,0,18,0,0,0,67.22,127.16648,36.80745561,0,0,0
"다바702676",0,0,0,0,0,27,0,0,0,91.63,127.1664839,36.80655415,0,0,0
"다바702675",0,0,0,0,0,0,0,0,0,3.48,127.1664878,36.80565269,0,0,0
"다바702674",0,0,0,0,0,0,0,0,0,10.95,127.1664917,36.80475123,0,0,0
"다바702673",0,1,0,0,0,0,0,0,0,14.75,127.1664956,36.80384978,0,0,0
"다바702672",0,1,0,0,0,0,0,0,0,169.18,127.1664995,36.80294832,0,0,0
"다바702671",0,1,0,0,0,0,0,0,0,220.86,127.1665034,36.80204686,0,0,0
"다바702670",0,0,0,0,0,0,0,0,0,368.03,127.1665074,36.8011454,0,1,0
"다바702669",0,0,0,0,0,0,0,0,0,56.51,127.1665113,36.80024395,0,0,0
"다바702668",0,0,0,1,0,0,0,0,0,25.3,127.1665152,36.79934249,0,0,0
"다바702667",0,1,0,0,0,11,0,0,0,61.89,127.1665191,36.79844103,0,1,0
"다바702666",0,4,0,0,0,0,0,0,0,199.13,127.166523,36.79753957,0,0,0
"다바702665",0,4,0,0,0,6,0,0,0,91.97,127.1665269,36.79663811,0,0,0
"다바702664",0,0,0,0,0,0,0,0,0,429.66,127.1665308,36.79573665,0,0,0
"다바702663",0,1,0,0,0,0,0,0,0,404.96,127.1665347,36.7948352,0,0,0
"다바702662",0,0,0,0,0,0,0,0,0,158.82,127.1665386,36.79393374,0,0,0
"다바702661",0,0,0,0,0,0,0,0,0,6.62,127.1665425,36.79303228,0,0,0
"다바702660",0,0,0,0,0,0,0,0,0,14.74,127.1665464,36.79213082,0,0,0
"다바702659",0,0,0,0,0,0,0,0,0,15.1,127.1665503,36.79122936,0,1,0
"다바702658",0,0,0,0,0,0,0,0,0,66.7,127.1665542,36.7903279,0,1,1
"다바702657",0,0,0,0,0,0,0,0,0,135.04,127.1665582,36.78942644,0,1,1
"다바702656",0,1,0,0,1,0,0,0,0,4958.48,127.1665621,36.78852498,0,1,1
"다바702655",0,13,0,0,0,0,0,0,0,815.14,127.166566,36.78762352,0,1,1
"다바702654",0,1,0,0,0,0,0,0,1136.94943,1168.23,127.1665699,36.78672206,0,1,1
"다바702653",0,0,0,0,0,0,0,0,0,862.24,127.1665738,36.7858206,0,1,1
"다바702652",0,1,0,0,0,0,0,0,0,474.51,127.1665777,36.78491914,0,1,1
"다바702651",0,0,0,0,0,0,0,0,0,508.45,127.1665816,36.78401768,0,1,1
"다바702650",0,0,0,0,0,0,0,0,0,1041.55,127.1665855,36.78311622,0,0,1
"다바702649",0,0,0,0,0,0,0,0,0,933.82,127.1665894,36.78221476,0,0,1
"다바702648",0,4,0,0,0,0,0,0,0,1833.64,127.1665933,36.7813133,0,0,1
"다바702647",0,3,0,0,0,9,0,0,0,42.85,127.1665972,36.78041184,0,0,1
"다바702646",0,1,0,0,0,6,0,0,0,66.65,127.1666011,36.77951038,0,0,1
"다바702645",0,0,0,0,0,0,0,0,0,42.94,127.166605,36.77860891,0,0,1
"다바702644",0,0,0,0,0,0,0,0,0,22.13,127.1666089,36.77770745,0,0,1
"다바702643",0,0,0,0,0,0,0,0,0,4.07,127.1666128,36.77680599,0,0,1
"다바702642",0,0,0,0,0,0,0,0,0,23.92,127.1666167,36.77590453,0,0,1
"다바702641",0,0,0,0,0,0,0,0,0,188.13,127.1666206,36.77500307,0,0,1
"다바702640",0,0,0,0,0,0,0,0,0,26.79,127.1666245,36.77410161,0,0,1
"다바702639",0,0,0,0,0,0,0,0,0,226.71,127.1666284,36.77320014,0,0,0
"다바702638",0,0,0,0,0,0,0,0,0,30.9,127.1666323,36.77229868,0,0,0
"다바702637",0,0,0,0,0,0,0,0,0,0.16,127.1666362,36.77139722,0,0,0
"다바702636",0,0,0,0,0,0,0,0,0,0,127.1666401,36.77049576,0,0,0
"다바702635",0,1,0,0,0,0,0,0,0,12.41,127.1666441,36.76959429,0,0,0
"다바702634",0,4,0,0,0,0,0,0,0,36.01,127.166648,36.76869283,0,0,0
"다바702633",0,6,0,0,0,0,0,0,0,755.67,127.1666519,36.76779137,0,0,0
"다바702632",0,3,0,0,0,0,0,0,0,2235.39,127.1666558,36.7668899,0,0,0
"다바702631",0,6,0,0,0,0,0,0,0,2703.42,127.1666597,36.76598844,0,0,0
"다바702630",0,5,0,0,0,0,0,0,0,220.74,127.1666636,36.76508698,0,0,0
"다바702629",0,0,0,0,0,0,0,0,0,21.66,127.1666675,36.76418551,0,0,0
"다바702628",0,0,0,0,0,0,0,0,0,0.01,127.1666714,36.76328405,0,0,0
"다바702627",0,0,0,0,0,0,0,0,0,0,127.1666753,36.76238259,0,0,0
"다바702626",0,0,0,0,0,0,0,0,0,0,127.1666792,36.76148112,0,0,0
"다바702625",0,4,0,0,0,0,0,0,0,0,127.1666831,36.76057966,0,0,0
"다바702624",0,1,0,0,0,0,0,0,0,3.67,127.166687,36.7596782,0,0,0
"다바702623",0,0,0,0,0,0,0,0,0,22.1,127.1666909,36.75877673,0,0,0
"다바702622",0,12,0,0,0,12,0,0,0,6.99,127.1666948,36.75787527,0,0,0
"다바702621",0,0,0,0,0,0,0,0,0,5.15,127.1666987,36.7569738,0,0,0
"다바702620",0,0,0,0,0,0,0,0,0,1.69,127.1667026,36.75607234,0,0,0
"다바702619",0,0,0,0,0,0,0,0,0,0,127.1667065,36.75517087,0,0,0
"다바702618",0,0,0,0,0,0,0,0,0,0.15,127.1667104,36.75426941,0,0,0
"다바702617",0,0,0,0,0,0,0,0,0,2.55,127.1667143,36.75336794,0,0,0
"다바702616",0,0,0,0,0,0,0,0,0,8.69,127.1667182,36.75246648,0,0,0
"다바702615",0,0,0,0,0,0,0,0,0,3.81,127.1667221,36.75156501,0,0,0
"다바702614",0,2,0,0,0,0,0,0,0,1.58,127.166726,36.75066355,0,0,0
"다바702613",0,4,0,0,0,0,0,0,0,2.14,127.1667299,36.74976208,0,0,0
"다바702612",0,0,0,0,0,0,0,0,0,1.25,127.1667338,36.74886062,0,0,0
"다바702611",0,0,0,0,0,0,0,0,0,8.67,127.1667377,36.74795915,0,0,0
"다바702610",0,3,0,0,0,0,0,0,0,266.23,127.1667416,36.74705768,0,0,0
"다바702609",0,3,0,0,0,0,0,0,0,440.3,127.1667455,36.74615622,0,0,0
"다바702608",0,0,0,0,0,0,0,0,0,11.1,127.1667494,36.74525475,0,0,0
"다바702607",0,0,0,0,0,0,0,0,0,67.36,127.1667533,36.74435328,0,0,0
"다바702606",0,0,0,0,0,0,0,0,0,0.11,127.1667572,36.74345182,0,0,0
"다바702605",0,0,0,0,0,0,0,0,0,0.24,127.166761,36.74255035,0,0,0
"다바702604",0,0,0,0,0,0,0,0,0,0,127.1667649,36.74164888,0,0,0
"다바702603",0,0,0,0,0,0,0,0,0,0,127.1667688,36.74074742,0,0,0
"다바702602",0,0,0,0,0,0,0,0,0,0,127.1667727,36.73984595,0,0,0
"다바702601",0,0,0,0,0,0,0,0,0,0,127.1667766,36.73894448,0,0,0
"다바702600",0,0,0,0,0,0,0,0,0,0,127.1667805,36.73804301,0,0,0
"다바702599",0,2,0,0,0,0,0,0,0,0,127.1667844,36.73714155,0,0,0
"다바702598",0,0,0,0,0,0,0,0,0,0,127.1667883,36.73624008,0,0,0
"다바702597",0,4,0,0,0,0,0,0,0,0,127.1667922,36.73533861,0,0,0
"다바702596",0,2,0,0,0,0,0,0,0,0.05,127.1667961,36.73443714,0,0,0
"다바702595",0,2,0,0,0,0,0,0,0,0,127.1668,36.73353568,0,0,0
"다바702594",0,0,0,0,0,0,0,0,0,0,127.1668039,36.73263421,0,0,0
"다바701849",0,0,0,0,0,0,0,0,0,0,127.1646816,36.962501,0,0,0
"다바701848",0,0,0,0,0,0,0,0,0,0,127.1646856,36.96159957,0,0,0
"다바701847",0,0,0,0,0,0,0,0,0,2.08,127.1646895,36.96069813,0,0,0
"다바701846",0,0,0,0,0,0,0,0,0,0,127.1646935,36.9597967,0,0,0
"다바701845",0,0,0,0,0,0,0,0,0,0,127.1646974,36.95889527,0,0,0
"다바701844",0,0,0,0,0,0,0,0,0,0,127.1647014,36.95799383,0,0,0
"다바701843",0,0,0,0,0,0,0,0,0,0,127.1647053,36.9570924,0,0,0
"다바701842",0,0,0,0,0,0,0,0,0,0,127.1647093,36.95619097,0,0,0
"다바701841",0,0,0,0,0,0,0,0,0,0,127.1647132,36.95528953,0,0,0
"다바701840",0,0,0,0,0,0,0,0,0,0.11,127.1647172,36.9543881,0,0,0
"다바701839",0,0,0,0,0,0,0,0,0,0,127.1647211,36.95348666,0,0,0
"다바701838",0,0,0,0,0,0,0,0,0,0,127.1647251,36.95258523,0,0,0
"다바701837",0,0,0,0,0,0,0,0,0,0,127.164729,36.95168379,0,0,0
"다바701836",0,3,0,0,0,0,0,0,0,0,127.164733,36.95078236,0,0,0
"다바701835",0,2,0,0,0,7,0,0,0,8.51,127.1647369,36.94988092,0,0,0
"다바701834",0,7,0,0,0,0,0,0,0,20.59,127.1647409,36.94897949,0,0,0
"다바701833",0,8,0,0,0,13,0,0,0,835.25,127.1647448,36.94807805,0,0,0
"다바701832",0,6,0,0,0,0,0,0,0,457.82,127.1647488,36.94717662,0,0,0
"다바701831",0,0,0,0,0,0,0,0,0,0,127.1647527,36.94627518,0,0,0
"다바701830",0,0,0,0,0,0,0,0,0,0,127.1647567,36.94537375,0,0,0
"다바701829",0,0,0,0,0,0,0,0,0,1,127.1647606,36.94447231,0,0,0
"다바701828",0,0,0,0,0,0,0,0,0,0,127.1647646,36.94357087,0,0,0
"다바701827",0,0,0,0,0,0,0,0,0,0,127.1647685,36.94266944,0,0,0
"다바701826",0,0,0,0,0,0,0,0,0,0,127.1647725,36.941768,0,0,0
"다바701825",0,0,0,0,0,0,0,0,0,0,127.1647764,36.94086657,0,0,0
"다바701824",0,0,0,0,0,0,0,0,0,0,127.1647804,36.93996513,0,0,0
"다바701823",0,0,0,0,0,0,0,0,0,0,127.1647843,36.93906369,0,0,0
"다바701822",0,0,0,0,0,0,0,0,0,0,127.1647883,36.93816225,0,0,0
"다바701821",0,0,0,0,0,0,0,0,0,0,127.1647922,36.93726082,0,0,0
"다바701820",0,0,0,0,0,0,0,0,0,0,127.1647962,36.93635938,0,0,0
"다바701819",0,0,0,0,0,0,0,0,0,0,127.1648001,36.93545794,0,0,0
"다바701818",0,0,0,0,0,0,0,0,0,0,127.1648041,36.93455651,0,0,0
"다바701817",0,0,0,0,0,0,0,0,0,0,127.164808,36.93365507,0,0,0
"다바701816",0,0,0,0,0,0,0,0,0,0,127.164812,36.93275363,0,0,0
"다바701815",0,0,0,0,0,0,0,0,0,0,127.1648159,36.93185219,0,0,0
"다바701814",0,0,0,0,0,0,0,0,0,0,127.1648199,36.93095076,0,0,0
"다바701813",0,0,0,0,0,0,0,0,0,0,127.1648238,36.93004932,0,0,0
"다바701812",0,0,0,0,0,0,0,0,0,0,127.1648277,36.92914788,0,0,0
