"gid","주차장","건물1","건물2","건물3","관공서","생산가능인구","전기차","충전소","교통량","유동인구","경도","위도","거리_전기차","거리_충전소","거리_교통량"
"다바928626",0,0,0,0,0,0,0,0,0,0,127.4198903,36.76192104,0,0,0
"다바928625",0,0,0,0,0,0,0,0,0,137.26,127.4198913,36.76101956,0,0,0
"다바928624",0,5,0,0,0,0,0,0,0,66.22,127.4198922,36.76011808,0,0,0
"다바928623",0,0,0,0,0,0,0,0,0,0,127.4198932,36.7592166,0,0,0
"다바928622",0,0,0,0,0,0,0,0,0,40.98,127.4198941,36.75831512,0,0,0
"다바928621",0,0,0,0,0,0,0,0,0,0,127.419895,36.75741365,0,0,0
"다바927627",0,0,0,0,0,0,0,0,0,0,127.418769,36.76282176,0,0,0
"다바927626",0,0,0,0,0,0,0,0,0,87.02,127.4187699,36.76192028,0,0,0
"다바927625",0,0,0,0,0,0,0,0,0,0,127.4187709,36.7610188,0,0,0
"다바927624",0,3,0,0,0,0,0,0,0,31,127.4187718,36.76011732,0,0,0
"다바927623",0,0,0,0,0,0,0,0,0,30.5,127.4187728,36.75921584,0,0,0
"다바927622",0,0,0,0,0,0,0,0,0,1.56,127.4187737,36.75831437,0,0,0
"다바927621",0,0,0,0,0,0,0,0,0,5.84,127.4187747,36.75741289,0,0,0
"다바926628",0,0,0,0,0,0,0,0,0,0,127.4176476,36.76372247,0,0,0
"다바926627",0,2,0,0,0,0,0,0,0,0,127.4176486,36.76282099,0,0,0
"다바926626",0,0,0,0,0,0,0,0,0,12.56,127.4176495,36.76191951,0,0,0
"다바926625",0,0,0,0,0,0,0,0,0,0,127.4176505,36.76101803,0,0,0
"다바926624",0,0,0,0,0,0,0,0,0,0,127.4176514,36.76011655,0,0,0
"다바926623",0,0,0,0,0,0,0,0,0,0,127.4176524,36.75921507,0,0,0
"다바926622",0,1,0,0,0,0,0,0,0,1.5,127.4176534,36.7583136,0,0,0
"다바926621",0,0,0,0,0,0,0,0,0,19.1,127.4176543,36.75741212,0,0,0
"다바926620",0,0,0,0,0,0,0,0,0,0,127.4176553,36.75651064,0,0,0
"다바925632",0,0,0,0,0,0,0,0,0,0,127.4165232,36.7673276,0,0,0
"다바925631",0,0,0,0,0,0,0,0,0,34.43,127.4165242,36.76642612,0,0,0
"다바925630",0,0,0,0,0,0,0,0,0,33.72,127.4165252,36.76552464,0,0,0
"다바925629",0,0,0,0,0,0,0,0,0,0,127.4165262,36.76462316,0,0,0
"다바925628",0,1,0,0,0,0,0,0,0,0,127.4165271,36.76372168,0,0,0
"다바925627",0,6,0,0,0,0,0,0,0,0.27,127.4165281,36.76282021,0,0,0
"다바925626",0,0,0,0,0,0,0,0,0,0,127.4165291,36.76191873,0,0,0
"다바925625",0,0,0,0,0,0,0,0,0,0,127.4165301,36.76101725,0,0,0
"다바925624",0,0,0,0,0,0,0,0,0,0,127.4165311,36.76011577,0,0,0
"다바925623",0,0,0,0,0,0,0,0,0,0,127.416532,36.75921429,0,0,0
"다바925622",0,1,0,0,0,0,0,0,0,16.04,127.416533,36.75831281,0,0,0
"다바925621",0,0,0,0,0,0,0,0,0,10.27,127.416534,36.75741134,0,0,0
"다바925620",0,0,0,0,0,0,0,0,0,0,127.416535,36.75650986,0,0,0
"다바924633",0,0,0,0,0,0,0,0,0,0,127.4154018,36.76822828,0,0,0
"다바924632",0,0,0,0,0,0,0,0,0,40.94,127.4154027,36.7673268,0,0,0
"다바924631",0,1,0,0,0,0,0,0,0,0,127.4154037,36.76642533,0,0,0
"다바924630",0,0,0,0,0,0,0,0,0,0,127.4154047,36.76552385,0,0,0
"다바924629",0,9,0,0,0,0,0,0,0,0,127.4154057,36.76462237,0,0,0
"다바924628",0,22,0,0,0,10,0,0,0,24.31,127.4154067,36.76372089,0,0,0
"다바924627",0,0,0,0,0,0,0,0,0,2.14,127.4154077,36.76281942,0,0,0
"다바924626",0,0,0,0,0,0,0,0,0,0,127.4154087,36.76191794,0,0,0
"다바924625",0,0,0,0,0,0,0,0,0,0,127.4154097,36.76101646,0,0,0
"다바924624",0,0,0,0,0,0,0,0,0,0,127.4154107,36.76011498,0,0,0
"다바924623",0,0,0,0,0,0,0,0,0,0,127.4154117,36.7592135,0,0,0
"다바924622",0,0,0,0,0,0,0,0,0,75.46,127.4154126,36.75831202,0,0,0
"다바924621",0,0,0,0,0,0,0,0,0,79.68,127.4154136,36.75741054,0,0,0
"다바924620",0,0,0,0,0,0,0,0,0,23.99,127.4154146,36.75650907,0,0,0
"다바923637",0,0,0,0,0,0,0,0,0,25.16,127.4142772,36.77183339,0,0,0
"다바923636",0,0,0,0,0,0,0,0,0,0,127.4142782,36.77093191,0,0,0
"다바923635",0,0,0,0,0,0,0,0,0,0,127.4142792,36.77003043,0,0,0
"다바923634",0,0,0,0,0,0,0,0,0,0.13,127.4142803,36.76912896,0,0,0
"다바923633",0,1,0,0,0,0,0,0,0,1.93,127.4142813,36.76822748,0,0,0
"다바923632",0,0,0,0,0,0,0,0,0,0.7,127.4142823,36.767326,0,0,0
"다바923631",0,0,0,0,0,0,0,0,0,0.39,127.4142833,36.76642452,0,0,0
"다바923630",0,4,0,0,0,0,0,0,0,1.09,127.4142843,36.76552305,0,0,0
"다바923629",0,12,0,0,0,0,0,0,0,10.31,127.4142853,36.76462157,0,0,0
"다바923628",0,1,0,0,0,0,0,0,0,16.64,127.4142863,36.76372009,0,0,0
"다바923627",0,0,0,0,0,0,0,0,0,0,127.4142873,36.76281861,0,0,0
"다바923626",0,5,0,0,0,0,0,0,0,0,127.4142883,36.76191714,0,0,0
"다바923625",0,0,0,0,0,0,0,0,0,0,127.4142893,36.76101566,0,0,0
"다바923624",0,0,0,0,0,0,0,0,0,15.9,127.4142903,36.76011418,0,0,0
"다바923623",0,0,0,0,0,0,0,0,0,17.19,127.4142913,36.7592127,0,0,0
"다바923622",0,0,0,0,0,0,0,0,0,232.69,127.4142923,36.75831122,0,0,0
"다바923621",0,0,0,0,0,0,0,0,0,105.54,127.4142933,36.75740974,0,0,0
"다바923620",0,0,0,0,0,0,0,0,0,0,127.4142943,36.75650826,0,0,0
"다바922639",0,0,0,0,0,0,0,0,0,0,127.4131546,36.77363553,0,0,0
"다바922638",0,0,0,0,0,0,0,0,0,35.02,127.4131557,36.77273405,0,0,0
"다바922637",0,0,0,0,0,0,0,0,0,13.53,127.4131567,36.77183257,0,0,0
"다바922636",0,0,0,0,0,0,0,0,0,0,127.4131577,36.7709311,0,0,0
"다바922635",0,0,0,0,0,0,0,0,0,0.13,127.4131587,36.77002962,0,0,0
"다바922634",0,0,0,0,0,0,0,0,0,0.13,127.4131597,36.76912814,0,0,0
"다바922633",0,0,0,0,0,0,0,0,0,0,127.4131607,36.76822667,0,0,0
"다바922632",0,0,0,0,0,0,0,0,0,0,127.4131618,36.76732519,0,0,0
"다바922631",0,0,0,0,0,0,0,0,0,0,127.4131628,36.76642371,0,0,0
"다바922630",0,0,0,0,0,0,0,0,0,0,127.4131638,36.76552223,0,0,0
"다바922629",0,0,0,0,0,0,0,0,0,0.35,127.4131648,36.76462076,0,0,0
"다바922628",0,0,0,0,0,0,0,0,0,0.34,127.4131658,36.76371928,0,0,0
"다바922627",0,6,0,0,0,0,0,0,0,0,127.4131668,36.7628178,0,0,0
"다바922626",0,5,0,0,0,0,0,0,0,18.45,127.4131679,36.76191632,0,0,0
"다바922625",0,1,0,0,0,0,0,0,0,23.09,127.4131689,36.76101484,0,0,0
"다바922624",0,0,0,0,0,0,0,0,0,5.52,127.4131699,36.76011337,0,0,0
"다바922623",0,0,0,0,0,0,0,0,0,0,127.4131709,36.75921189,0,0,0
"다바922622",0,0,0,0,0,0,0,0,0,0,127.4131719,36.75831041,0,0,0
"다바922621",0,2,0,0,0,0,0,0,0,0,127.4131729,36.75740893,0,0,0
"다바921639",0,0,0,0,0,0,0,0,0,0,127.4120341,36.7736347,0,0,0
"다바921638",0,0,0,0,0,0,0,0,0,50.89,127.4120351,36.77273323,0,0,0
"다바921637",0,0,0,0,0,0,0,0,0,0,127.4120361,36.77183175,0,0,0
"다바921636",0,0,0,0,0,0,0,0,0,0,127.4120372,36.77093027,0,0,0
"다바921635",0,0,0,0,0,0,0,0,0,0,127.4120382,36.7700288,0,0,0
"다바921634",0,0,0,0,0,0,0,0,0,0,127.4120392,36.76912732,0,0,0
"다바921633",0,0,0,0,0,0,0,0,0,0,127.4120402,36.76822584,0,0,0
"다바921632",0,0,0,0,0,0,0,0,0,0,127.4120413,36.76732437,0,0,0
"다바921631",0,0,0,0,0,0,0,0,0,0,127.4120423,36.76642289,0,0,0
"다바921630",0,0,0,0,0,0,0,0,0,0,127.4120433,36.76552141,0,0,0
"다바921629",0,0,0,0,0,0,0,0,0,0,127.4120444,36.76461993,0,0,0
"다바921628",0,0,0,0,0,0,0,0,0,0,127.4120454,36.76371846,0,0,0
"다바921627",0,1,0,0,0,0,0,0,0,0.76,127.4120464,36.76281698,0,0,0
"다바921626",0,2,0,0,0,0,0,0,0,12.12,127.4120475,36.7619155,0,0,0
"다바921625",0,2,0,0,0,0,0,0,0,5.49,127.4120485,36.76101402,0,0,0
"다바921624",0,3,0,0,0,0,0,0,0,1.26,127.4120495,36.76011254,0,0,0
"다바921623",0,0,0,0,0,0,0,0,0,1.13,127.4120505,36.75921107,0,0,0
"다바921622",0,0,0,0,0,0,0,0,0,0,127.4120516,36.75830959,0,0,0
"다바921621",0,12,0,0,0,0,0,0,0,0,127.4120526,36.75740811,0,0,0
"다바921620",0,0,0,0,0,0,0,0,0,0,127.4120536,36.75650663,0,0,0
"다바921618",0,0,0,0,0,0,0,0,0,0,127.4120557,36.75470367,0,0,0
"다바921617",0,0,0,0,0,0,0,0,0,0,127.4120567,36.75380219,0,0,0
"다바920638",0,6,0,0,0,0,0,0,0,4.85,127.4109145,36.77273239,0,0,0
"다바920637",0,3,0,0,0,0,0,0,0,0.59,127.4109156,36.77183092,0,0,0
"다바920636",0,0,0,0,0,0,0,0,0,0.55,127.4109166,36.77092944,0,0,0
"다바920635",0,0,0,0,0,0,0,0,0,0,127.4109177,36.77002796,0,0,0
"다바920634",0,0,0,0,0,0,0,0,0,0,127.4109187,36.76912649,0,0,0
"다바920633",0,0,0,0,0,0,0,0,0,0,127.4109197,36.76822501,0,0,0
"다바920632",0,0,0,0,0,0,0,0,0,0,127.4109208,36.76732353,0,0,0
"다바920631",0,0,0,0,0,0,0,0,0,0,127.4109218,36.76642206,0,0,0
"다바920630",0,0,0,0,0,0,0,0,0,0,127.4109229,36.76552058,0,0,0
"다바920629",0,0,0,0,0,0,0,0,0,0,127.4109239,36.7646191,0,0,0
"다바920628",0,0,0,0,0,0,0,0,0,5.93,127.410925,36.76371762,0,0,0
"다바920627",0,0,0,0,0,0,0,0,0,25.28,127.410926,36.76281614,0,0,0
"다바920626",0,0,0,0,0,0,0,0,0,127.43,127.410927,36.76191467,0,0,0
"다바920625",0,5,0,0,0,0,0,0,0,1.69,127.4109281,36.76101319,0,0,0
"다바920624",0,5,0,0,0,0,0,0,0,21.31,127.4109291,36.76011171,0,0,0
"다바920623",0,2,0,0,0,0,0,0,0,9.77,127.4109302,36.75921023,0,0,0
"다바920622",0,0,0,0,0,0,0,0,0,0,127.4109312,36.75830875,0,0,0
"다바920621",0,0,0,0,0,0,0,0,0,0,127.4109323,36.75740727,0,0,0
"다바920620",0,0,0,0,0,0,0,0,0,0,127.4109333,36.7565058,0,0,0
"다바920619",0,0,0,0,0,0,0,0,0,0,127.4109343,36.75560432,0,0,0
"다바920618",0,0,0,0,0,0,0,0,0,0,127.4109354,36.75470284,0,0,0
"다바920617",0,0,0,0,0,0,0,0,0,0,127.4109364,36.75380136,0,0,0
"다바920616",0,0,0,0,0,0,0,0,0,0,127.4109375,36.75289988,0,0,0
"다바919639",0,0,0,0,0,0,0,0,0,0,127.4097929,36.77363303,0,0,0
"다바919638",0,14,0,0,0,0,0,0,0,13.77,127.409794,36.77273155,0,0,0
"다바919637",0,0,0,0,0,0,0,0,0,1.1,127.409795,36.77183007,0,0,0
"다바919636",0,1,0,0,0,0,0,0,0,25.01,127.4097961,36.7709286,0,0,0
"다바919635",0,0,0,0,0,0,0,0,0,0,127.4097971,36.77002712,0,0,0
"다바919634",0,0,0,0,0,0,0,0,0,0,127.4097982,36.76912564,0,0,0
"다바919633",0,0,0,0,0,0,0,0,0,0,127.4097992,36.76822417,0,0,0
"다바919632",0,0,0,0,0,0,0,0,0,0,127.4098003,36.76732269,0,0,0
"다바919631",0,0,0,0,0,0,0,0,0,0,127.4098013,36.76642121,0,0,0
"다바919630",0,0,0,0,0,0,0,0,0,0,127.4098024,36.76551973,0,0,0
"다바919629",0,1,0,0,0,0,0,0,0,6.06,127.4098035,36.76461826,0,0,0
"다바919628",0,2,0,0,0,0,0,0,0,4.76,127.4098045,36.76371678,0,0,0
"다바919627",0,0,0,0,0,0,0,0,0,0.64,127.4098056,36.7628153,0,0,0
"다바919626",0,3,0,0,0,0,0,0,0,31.07,127.4098066,36.76191382,0,0,0
"다바919625",0,3,0,0,0,0,0,0,0,24.67,127.4098077,36.76101234,0,0,0
"다바919624",0,2,0,0,0,0,0,0,0,47.19,127.4098087,36.76011087,0,0,0
"다바919623",0,0,0,0,0,0,0,0,0,3.63,127.4098098,36.75920939,0,0,0
"다바919622",0,0,0,0,0,0,0,0,0,0,127.4098108,36.75830791,0,0,0
"다바919621",0,0,0,0,0,0,0,0,0,0,127.4098119,36.75740643,0,0,0
"다바919620",0,0,0,0,0,0,0,0,0,0,127.409813,36.75650495,0,0,0
"다바919619",0,0,0,0,0,0,0,0,0,0,127.409814,36.75560347,0,0,0
"다바919618",0,0,0,0,0,0,0,0,0,0,127.4098151,36.75470199,0,0,0
"다바919617",0,0,0,0,0,0,0,0,0,0,127.4098161,36.75380051,0,0,0
"다바919616",0,0,0,0,0,0,0,0,0,27.37,127.4098172,36.75289904,0,0,0
"다바919615",0,0,0,0,0,0,0,0,0,0,127.4098182,36.75199756,0,0,0
"다바918639",0,0,0,0,0,0,0,0,0,0,127.4086723,36.77363217,0,0,0
"다바918638",0,1,0,0,0,0,0,0,0,0,127.4086734,36.77273069,0,0,0
"다바918637",0,0,0,0,0,0,0,0,0,0,127.4086745,36.77182922,0,0,0
"다바918636",0,0,0,0,0,0,0,0,0,0,127.4086755,36.77092774,0,0,0
"다바918635",0,0,0,0,0,0,0,0,0,0,127.4086766,36.77002626,0,0,0
"다바918634",0,0,0,0,0,0,0,0,0,0,127.4086777,36.76912479,0,0,0
"다바918633",0,0,0,0,0,0,0,0,0,0,127.4086787,36.76822331,0,0,0
"다바918632",0,0,0,0,0,0,0,0,0,0,127.4086798,36.76732183,0,0,0
"다바918631",0,0,0,0,0,0,0,0,0,2.98,127.4086809,36.76642036,0,0,0
"다바918630",0,0,0,0,0,0,0,0,0,0,127.4086819,36.76551888,0,0,0
"다바918629",0,0,0,0,0,0,0,0,0,54.07,127.408683,36.7646174,0,0,0
"다바918628",0,6,0,0,0,0,0,0,0,37.43,127.4086841,36.76371592,0,0,0
"다바918627",0,1,0,0,0,0,0,0,0,11.08,127.4086851,36.76281445,0,0,0
"다바918626",0,5,0,0,0,0,0,0,0,107.69,127.4086862,36.76191297,0,0,0
"다바918625",0,1,0,0,0,0,0,0,0,99.6,127.4086873,36.76101149,0,0,0
"다바918624",0,0,0,0,0,0,0,0,0,8.95,127.4086884,36.76011001,0,0,0
"다바918623",0,0,0,0,0,0,0,0,0,5.89,127.4086894,36.75920853,0,0,0
"다바918622",0,0,0,0,0,0,0,0,0,2.21,127.4086905,36.75830705,0,0,0
"다바918621",0,0,0,0,0,0,0,0,0,23.01,127.4086916,36.75740558,0,0,0
"다바918620",0,0,0,0,0,0,0,0,0,14.63,127.4086926,36.7565041,0,0,0
"다바918619",0,0,0,0,0,0,0,0,0,0,127.4086937,36.75560262,0,0,0
"다바918618",0,0,0,0,0,0,0,0,0,0,127.4086948,36.75470114,0,0,0
"다바918617",0,0,0,0,0,0,0,0,0,41.46,127.4086958,36.75379966,0,0,0
"다바918616",0,0,0,0,0,0,0,0,0,0,127.4086969,36.75289818,0,0,0
"다바918615",0,0,0,0,0,0,0,0,0,0,127.408698,36.7519967,0,0,0
"다바917639",0,4,0,0,0,0,0,0,0,0,127.4075517,36.77363131,0,0,0
"다바917638",0,5,0,0,0,0,0,0,0,0,127.4075528,36.77272983,0,0,0
"다바917637",0,0,0,0,0,0,0,0,0,0,127.4075539,36.77182835,0,0,0
"다바917636",0,0,0,0,0,0,0,0,0,3.66,127.407555,36.77092688,0,0,0
"다바917635",0,1,0,0,0,0,0,0,0,0.42,127.4075561,36.7700254,0,0,0
"다바917634",0,0,0,0,0,0,0,0,0,0,127.4075571,36.76912392,0,0,0
"다바917633",0,0,0,0,0,0,0,0,0,0,127.4075582,36.76822245,0,0,0
"다바917632",0,0,0,0,0,0,0,0,0,3.69,127.4075593,36.76732097,0,0,0
"다바917631",0,1,0,0,0,0,0,0,0,76.48,127.4075604,36.76641949,0,0,0
"다바917630",0,8,0,0,0,0,0,0,0,128.05,127.4075615,36.76551801,0,0,0
"다바917629",0,2,0,0,0,0,0,0,0,138.95,127.4075626,36.76461654,0,0,0
"다바917628",0,2,0,0,0,0,0,0,0,34.76,127.4075636,36.76371506,0,0,0
"다바917627",0,5,0,0,0,0,0,0,0,54.65,127.4075647,36.76281358,0,0,0
"다바917626",0,3,0,0,0,0,0,0,0,40.6,127.4075658,36.7619121,0,0,0
"다바917625",0,0,0,0,0,0,0,0,0,7.69,127.4075669,36.76101062,0,0,0
"다바917624",0,0,0,0,0,0,0,0,0,0,127.407568,36.76010915,0,0,0
"다바917623",0,1,0,0,0,0,0,0,0,7.79,127.407569,36.75920767,0,0,0
"다바917622",0,0,0,0,0,0,0,0,0,27.59,127.4075701,36.75830619,0,0,0
"다바917621",0,0,0,0,0,0,0,0,0,5.02,127.4075712,36.75740471,0,0,0
"다바917620",0,0,0,0,0,0,0,0,0,3,127.4075723,36.75650323,0,0,0
"다바917619",0,0,0,0,0,0,0,0,0,106.49,127.4075734,36.75560175,0,0,0
"다바917618",0,0,0,0,0,0,0,0,0,0,127.4075745,36.75470027,0,0,0
"다바917617",0,0,0,0,0,0,0,0,0,6.97,127.4075755,36.7537988,0,0,0
"다바917616",0,0,0,0,0,0,0,0,0,19.71,127.4075766,36.75289732,0,0,0
"다바917615",0,0,0,0,0,0,0,0,0,0,127.4075777,36.75199584,0,0,0
"다바917614",0,0,0,0,0,0,0,0,0,0,127.4075788,36.75109436,0,0,0
"다바916640",0,0,0,0,0,0,0,0,0,0,127.4064301,36.77453191,0,0,0
"다바916639",0,1,0,0,0,0,0,0,0,0,127.4064312,36.77363043,0,0,0
"다바916638",0,4,0,0,0,0,0,0,0,0,127.4064322,36.77272895,0,0,0
"다바916637",0,1,0,0,0,0,0,0,0,0,127.4064333,36.77182748,0,0,0
"다바916636",0,5,0,0,0,0,0,0,0,0,127.4064344,36.770926,0,0,0
"다바916635",0,1,0,0,0,0,0,0,0,0,127.4064355,36.77002452,0,0,0
"다바916634",0,0,0,0,0,0,0,0,0,0,127.4064366,36.76912305,0,0,0
"다바916633",0,0,0,0,0,0,0,0,0,0,127.4064377,36.76822157,0,0,0
"다바916632",0,0,0,0,0,0,0,0,0,0.93,127.4064388,36.76732009,0,0,0
"다바916631",0,3,0,0,0,0,0,0,0,38.78,127.4064399,36.76641862,0,0,0
"다바916630",0,3,0,0,0,0,0,0,0,48.56,127.406441,36.76551714,0,0,0
"다바916629",0,10,0,0,0,0,0,0,0,7.97,127.4064421,36.76461566,0,0,0
"다바916628",0,4,0,0,0,0,0,0,0,37.16,127.4064432,36.76371418,0,0,0
"다바916627",0,7,0,0,0,0,0,0,0,76.14,127.4064443,36.76281271,0,0,0
"다바916626",0,1,0,0,0,0,0,0,0,1.09,127.4064454,36.76191123,0,0,0
"다바916625",0,1,0,0,0,0,0,0,0,8.49,127.4064465,36.76100975,0,0,0
"다바916624",0,0,0,0,0,0,0,0,0,40.41,127.4064476,36.76010827,0,0,0
"다바916623",0,0,0,0,0,0,0,0,0,111.04,127.4064487,36.75920679,0,0,0
"다바916622",0,0,0,0,0,0,0,0,0,192.36,127.4064498,36.75830531,0,0,0
"다바916621",0,0,0,0,0,0,0,0,0,18.43,127.4064509,36.75740384,0,0,0
"다바916620",0,0,0,0,0,0,0,0,0,0.01,127.406452,36.75650236,0,0,0
"다바916619",0,0,0,0,0,0,0,0,0,0.61,127.4064531,36.75560088,0,0,0
"다바916618",0,0,0,0,0,0,0,0,0,0,127.4064541,36.7546994,0,0,0
"다바916617",0,0,0,0,0,0,0,0,0,0,127.4064552,36.75379792,0,0,0
"다바916616",0,0,0,0,0,0,0,0,0,0,127.4064563,36.75289644,0,0,0
"다바916615",0,0,0,0,0,0,0,0,0,0,127.4064574,36.75199496,0,0,0
"다바916614",0,0,0,0,0,0,0,0,0,0,127.4064585,36.75109348,0,0,0
"다바916613",0,0,0,0,0,0,0,0,0,0,127.4064596,36.750192,0,0,0
"다바915640",0,0,0,0,0,0,0,0,0,0,127.4053095,36.77453102,0,0,0
"다바915639",0,0,0,0,0,0,0,0,0,0,127.4053106,36.77362954,0,0,0
"다바915638",0,1,0,0,0,0,0,0,0,0,127.4053117,36.77272807,0,0,0
"다바915637",0,0,0,0,0,0,0,0,0,0,127.4053128,36.77182659,0,0,0
"다바915636",0,0,0,0,0,0,0,0,0,0,127.4053139,36.77092511,0,0,0
"다바915635",0,9,0,0,0,0,0,0,0,0,127.405315,36.77002364,0,0,0
"다바915634",0,0,0,0,0,0,0,0,0,0,127.4053161,36.76912216,0,0,0
"다바915633",0,0,0,0,0,0,0,0,0,0,127.4053172,36.76822068,0,0,0
"다바915632",0,1,0,0,0,0,0,0,0,0,127.4053183,36.76731921,0,0,0
"다바915631",0,1,0,0,0,0,0,0,0,30.85,127.4053194,36.76641773,0,0,0
"다바915630",0,2,0,0,0,0,0,0,0,24.42,127.4053205,36.76551625,0,0,0
"다바915629",0,6,0,0,0,0,0,0,0,21.17,127.4053217,36.76461477,0,0,0
"다바915628",0,6,0,0,0,0,0,0,0,87.74,127.4053228,36.7637133,0,0,0
"다바915627",0,2,0,0,0,0,0,0,0,52.7,127.4053239,36.76281182,0,0,0
"다바915626",0,5,0,0,0,0,0,0,0,94.52,127.405325,36.76191034,0,0,0
"다바915625",0,0,0,0,0,0,0,0,0,26.21,127.4053261,36.76100886,0,0,0
"다바915624",0,0,0,0,0,0,0,0,0,0.94,127.4053272,36.76010738,0,0,0
"다바915623",0,3,0,0,0,0,0,0,0,360.33,127.4053283,36.75920591,0,0,0
"다바915622",0,2,0,0,0,0,0,0,0,63.49,127.4053294,36.75830443,0,0,0
"다바915621",0,0,0,0,0,0,0,0,0,122.98,127.4053305,36.75740295,0,0,0
"다바915620",0,0,0,0,0,0,0,0,0,0,127.4053316,36.75650147,0,0,0
"다바915619",0,0,0,0,0,0,0,0,0,0,127.4053327,36.75559999,0,0,0
"다바915618",0,0,0,0,0,0,0,0,0,0,127.4053338,36.75469851,0,0,0
"다바915617",0,0,0,0,0,0,0,0,0,0,127.4053349,36.75379703,0,0,0
"다바915616",0,0,0,0,0,0,0,0,0,0,127.4053361,36.75289555,0,0,0
"다바915615",0,0,0,0,0,0,0,0,0,0.24,127.4053372,36.75199408,0,0,0
"다바915614",0,0,0,0,0,0,0,0,0,0,127.4053383,36.7510926,0,0,0
"다바915613",0,0,0,0,0,0,0,0,0,0,127.4053394,36.75019112,0,0,0
"다바915612",0,0,0,0,0,0,0,0,0,0,127.4053405,36.74928964,0,0,0
"다바915611",0,0,0,0,0,0,0,0,0,60.59,127.4053416,36.74838816,0,0,0
"다바915610",0,0,0,0,0,0,0,0,0,0,127.4053427,36.74748668,0,0,0
"다바914640",0,0,0,0,0,0,0,0,0,0,127.4041889,36.77453012,0,0,0
"다바914639",0,0,0,0,0,0,0,0,0,0,127.40419,36.77362865,0,0,0
"다바914638",0,0,0,0,0,0,0,0,0,0,127.4041911,36.77272717,0,0,0
"다바914637",0,0,0,0,0,0,0,0,0,0,127.4041922,36.77182569,0,0,0
"다바914636",0,0,0,0,0,0,0,0,0,0,127.4041933,36.77092422,0,0,0
"다바914635",0,0,0,0,0,0,0,0,0,0,127.4041945,36.77002274,0,0,0
"다바914634",0,0,0,0,0,0,0,0,0,0,127.4041956,36.76912126,0,0,0
"다바914633",0,0,0,0,0,0,0,0,0,0,127.4041967,36.76821979,0,0,0
"다바914632",0,17,0,0,0,0,0,0,0,3.14,127.4041978,36.76731831,0,0,0
"다바914631",0,4,0,0,0,0,0,0,0,77.79,127.404199,36.76641683,0,0,0
"다바914630",0,6,0,0,0,0,0,0,0,23.68,127.4042001,36.76551535,0,0,0
"다바914629",0,0,0,0,0,0,0,0,0,14.69,127.4042012,36.76461388,0,0,0
"다바914628",0,0,0,0,0,0,0,0,0,53.85,127.4042023,36.7637124,0,0,0
"다바914627",0,4,0,0,0,0,0,0,0,102.55,127.4042034,36.76281092,0,0,0
"다바914626",0,2,0,0,0,0,0,0,0,25.88,127.4042046,36.76190944,0,0,0
"다바914625",0,0,0,0,0,0,0,0,0,6.21,127.4042057,36.76100797,0,0,0
"다바914624",0,0,0,0,0,0,0,0,0,0,127.4042068,36.76010649,0,0,0
"다바914623",0,0,0,0,0,0,0,0,0,6.17,127.4042079,36.75920501,0,0,0
"다바914622",0,0,0,0,0,0,0,0,0,56.73,127.404209,36.75830353,0,0,0
"다바914621",0,0,0,0,0,0,0,0,0,111.82,127.4042102,36.75740205,0,0,0
"다바914620",0,0,0,0,0,0,0,0,0,0,127.4042113,36.75650057,0,0,0
"다바914619",0,0,0,0,0,0,0,0,0,0,127.4042124,36.7555991,0,0,0
"다바914618",0,0,0,0,0,0,0,0,0,0,127.4042135,36.75469762,0,0,0
"다바914617",0,0,0,0,0,0,0,0,0,0,127.4042147,36.75379614,0,0,0
"다바914616",0,0,0,0,0,0,0,0,0,0,127.4042158,36.75289466,0,0,0
"다바914615",0,3,0,0,0,0,0,0,0,0,127.4042169,36.75199318,0,0,0
"다바914614",0,0,0,0,0,0,0,0,0,0,127.404218,36.7510917,0,0,0
"다바914613",0,0,0,0,0,0,0,0,0,0,127.4042191,36.75019022,0,0,0
"다바914612",0,0,0,0,0,0,0,0,0,0,127.4042203,36.74928874,0,0,0
"다바914611",0,0,0,0,0,0,0,0,0,0,127.4042214,36.74838726,0,0,0
"다바914610",0,5,0,0,0,0,0,0,0,0.31,127.4042225,36.74748578,0,0,0
"다바914609",0,7,0,0,0,0,0,0,0,1,127.4042236,36.7465843,0,0,0
"다바914608",0,2,0,0,0,0,0,0,0,0,127.4042247,36.74568282,0,0,0
"다바914607",0,1,0,0,0,0,0,0,0,0,127.4042259,36.74478134,0,0,0
"다바913641",0,0,0,0,0,0,0,0,0,0,127.4030671,36.77543069,0,0,0
"다바913640",0,0,0,0,0,0,0,0,0,0,127.4030683,36.77452921,0,0,0
"다바913639",0,0,0,0,0,0,0,0,0,0,127.4030694,36.77362774,0,0,0
"다바913638",0,0,0,0,0,0,0,0,0,0,127.4030705,36.77272626,0,0,0
"다바913637",0,0,0,0,0,0,0,0,0,0,127.4030717,36.77182479,0,0,0
"다바913636",0,0,0,0,0,0,0,0,0,0.51,127.4030728,36.77092331,0,0,0
"다바913635",0,0,0,0,0,0,0,0,0,0,127.4030739,36.77002183,0,0,0
"다바913634",0,0,0,0,0,0,0,0,0,0,127.4030751,36.76912036,0,0,0
"다바913633",0,0,0,0,0,0,0,0,0,0,127.4030762,36.76821888,0,0,0
"다바913632",0,0,0,0,0,0,0,0,0,0,127.4030773,36.7673174,0,0,0
