gid,주차장,건물1,건물2,건물3,관공서,생산가능인구,전기차,충전소,교통량,유동인구,경도,위도
다바891671,,0,0,0,0,,0,0,,,127.378371,36.80245224
다바891670,,0,0,0,0,,0,0,,0,127.3783724,36.80155077
다바891669,,0,0,0,0,,0,0,,,127.3783739,36.8006493
다바891668,,0,0,0,0,,0,0,,,127.3783753,36.79974783
다바891667,,0,0,0,0,,0,0,,,127.3783767,36.79884635
다바891666,,0,0,0,0,,0,0,,,127.3783781,36.79794488
다바891665,,2,0,0,0,,0,0,,0.54,127.3783796,36.79704341
다바891664,,22,0,0,0,16,0,0,,22.36,127.378381,36.79614194
다바891663,,7,0,0,0,,0,0,,25.91,127.3783824,36.79524047
다바891662,,0,0,0,0,,0,0,,,127.3783838,36.79433899
다바891661,,1,0,0,0,,0,0,,1.53,127.3783853,36.79343752
다바891660,,0,0,0,0,,0,0,,,127.3783867,36.79253605
다바891659,,0,0,0,0,,0,0,,0,127.3783881,36.79163458
다바891658,,0,0,0,0,,0,0,,,127.3783895,36.7907331
다바891657,,0,0,0,0,,0,0,,,127.378391,36.78983163
다바891656,,0,0,0,0,,0,0,,,127.3783924,36.78893016
다바891655,,0,0,0,0,,0,0,,0,127.3783938,36.78802869
다바891654,,0,0,0,0,,0,0,,0,127.3783952,36.78712721
다바891653,,0,0,0,0,,0,0,,,127.3783967,36.78622574
다바891652,,0,0,0,0,,0,0,,,127.3783981,36.78532427
다바891651,,0,0,0,0,,0,0,,,127.3783995,36.78442279
다바891650,,0,0,0,0,,0,0,,0.28,127.3784009,36.78352132
다바891649,,0,0,0,0,,0,0,,,127.3784024,36.78261984
다바891648,,0,0,0,0,,0,0,,,127.3784038,36.78171837
다바891647,,0,0,0,0,,0,0,,,127.3784052,36.7808169
다바891646,,0,0,0,0,,0,0,,,127.3784066,36.77991542
다바891645,,0,0,0,1,,0,0,,33.16,127.378408,36.77901395
다바891644,,2,0,0,0,,0,0,,147.16,127.3784095,36.77811247
다바891643,,0,0,0,0,,0,0,,3.78,127.3784109,36.777211
다바891642,,0,0,0,0,,0,0,,,127.3784123,36.77630952
다바891641,,0,0,0,0,,0,0,,,127.3784137,36.77540805
다바891640,,0,0,0,0,,0,0,,8.15,127.3784152,36.77450657
다바891639,,1,0,0,0,,0,0,,222.87,127.3784166,36.7736051
다바891638,,3,0,0,0,,0,0,,76.86,127.378418,36.77270362
다바891637,,0,0,0,0,,0,0,,196.27,127.3784194,36.77180215
다바891636,,0,0,0,0,,0,0,,,127.3784209,36.77090067
다바891635,,0,0,0,0,,0,0,,1.42,127.3784223,36.7699992
다바891634,,2,0,0,0,,0,0,,6.6,127.3784237,36.76909772
다바891633,,0,0,0,0,,0,0,,4.32,127.3784251,36.76819624
다바891632,,0,0,0,0,,0,0,,,127.3784266,36.76729477
다바891631,,0,0,0,0,,0,0,,,127.378428,36.76639329
다바891630,,0,0,0,0,,0,0,,,127.3784294,36.76549181
다바891629,,0,0,0,0,,0,0,,,127.3784308,36.76459034
다바891628,,0,0,0,0,,0,0,,,127.3784322,36.76368886
다바891627,,0,0,0,0,,0,0,,,127.3784337,36.76278738
다바891626,,0,0,0,0,,0,0,,,127.3784351,36.76188591
다바891625,,0,0,0,0,,0,0,,,127.3784365,36.76098443
다바891624,,0,0,0,0,,0,0,,,127.3784379,36.76008295
다바891623,,0,0,0,0,,0,0,,,127.3784394,36.75918147
다바890685,,0,0,0,0,,0,0,,164.35,127.3772299,36.81507167
다바890684,,0,0,0,0,,0,0,,71.57,127.3772313,36.8141702
다바890683,,1,0,0,0,,0,0,,157.17,127.3772327,36.81326873
다바890682,,0,0,0,0,,0,0,,111.57,127.3772342,36.81236726
다바890681,,6,0,0,0,,0,0,,193.69,127.3772356,36.81146579
다바890680,,10,0,0,0,,0,0,,156.99,127.3772371,36.81056432
다바890679,,0,0,0,0,,0,0,,13.4,127.3772385,36.80966285
다바890678,,0,0,0,0,,0,0,,2.89,127.3772399,36.80876138
다바890677,,0,0,0,0,,0,0,,,127.3772414,36.80785991
다바890676,,0,0,0,0,,0,0,,,127.3772428,36.80695844
다바890675,,0,0,0,0,,0,0,,,127.3772442,36.80605697
다바890674,,0,0,0,0,,0,0,,0,127.3772457,36.8051555
다바890673,,0,0,0,0,,0,0,,,127.3772471,36.80425403
다바890672,,3,0,0,0,,0,0,,0,127.3772486,36.80335256
다바890671,,0,0,0,0,,0,0,,0,127.37725,36.80245109
다바890670,,0,0,0,0,,0,0,,,127.3772514,36.80154962
다바890669,,1,0,0,0,,0,0,,,127.3772529,36.80064815
다바890668,,0,0,0,0,,0,0,,,127.3772543,36.79974667
다바890667,,0,0,0,0,,0,0,,,127.3772558,36.7988452
다바890666,,0,0,0,0,,0,0,,0.1,127.3772572,36.79794373
다바890665,,0,0,0,0,,0,0,,0.63,127.3772586,36.79704226
다바890664,,6,0,0,0,,0,0,,13.22,127.3772601,36.79614079
다바890663,,8,0,0,0,,0,0,,40.01,127.3772615,36.79523932
다바890662,,0,0,0,0,,0,0,,3.77,127.3772629,36.79433784
다바890661,,0,0,0,0,,0,0,,1.3,127.3772644,36.79343637
다바890660,,0,0,0,0,,0,0,,,127.3772658,36.7925349
다바890659,,0,0,0,0,,0,0,,,127.3772673,36.79163343
다바890658,,0,0,0,0,,0,0,,,127.3772687,36.79073195
다바890657,,0,0,0,0,,0,0,,,127.3772701,36.78983048
다바890656,,0,0,0,0,,0,0,,,127.3772716,36.78892901
다바890655,,0,0,0,0,,0,0,,0,127.377273,36.78802753
다바890654,,0,0,0,0,,0,0,,0,127.3772745,36.78712606
다바890653,,0,0,0,0,,0,0,,0.38,127.3772759,36.78622459
다바890652,,0,0,0,0,,0,0,,7.45,127.3772773,36.78532311
다바890651,,1,0,0,0,,0,0,,,127.3772788,36.78442164
다바890650,,10,0,0,0,,0,0,,,127.3772802,36.78352017
다바890649,,0,0,0,0,,0,0,,,127.3772816,36.78261869
다바890648,,0,0,0,0,,0,0,,,127.3772831,36.78171722
다바890647,,0,0,0,0,,0,0,,,127.3772845,36.78081575
다바890646,,0,0,0,0,,0,0,,,127.3772859,36.77991427
다바890645,,0,0,0,0,,0,0,,,127.3772874,36.7790128
다바890644,,0,0,0,0,,0,0,,9.57,127.3772888,36.77811132
다바890643,,0,0,0,0,,0,0,,9.57,127.3772903,36.77720985
다바890642,,0,0,0,0,,0,0,,0.91,127.3772917,36.77630837
다바890641,,0,0,0,0,,0,0,,0,127.3772931,36.7754069
다바890640,,0,0,0,0,,0,0,,0.11,127.3772946,36.77450542
다바890639,,0,0,0,0,,0,0,,0.42,127.377296,36.77360395
다바890638,,0,0,0,0,,0,0,,,127.3772974,36.77270247
다바890637,,0,0,0,0,,0,0,,,127.3772989,36.771801
다바890636,,0,0,0,0,,0,0,,,127.3773003,36.77089952
다바890635,,0,0,0,0,,0,0,,,127.3773018,36.76999804
다바890634,,0,0,0,0,,0,0,,,127.3773032,36.76909657
다바890633,,0,0,0,0,,0,0,,,127.3773046,36.76819509
다바890632,,0,0,0,0,,0,0,,,127.3773061,36.76729362
다바890631,,0,0,0,0,,0,0,,,127.3773075,36.76639214
다바890630,,0,0,0,0,,0,0,,,127.3773089,36.76549066
다바890629,,0,0,0,0,,0,0,,,127.3773104,36.76458919
다바890628,,0,0,0,0,,0,0,,,127.3773118,36.76368771
다바890627,,0,0,0,0,,0,0,,,127.3773132,36.76278623
다바890626,,0,0,0,0,,0,0,,,127.3773147,36.76188476
다바890625,,0,0,0,0,,0,0,,2.56,127.3773161,36.76098328
다바890624,,0,0,0,0,,0,0,,,127.3773176,36.7600818
다바890623,,0,0,0,0,,0,0,,,127.377319,36.75918032
다바890622,,0,0,0,0,,0,0,,,127.3773204,36.75827885
다바889685,,0,0,0,0,,0,0,,9.22,127.3761087,36.8150705
다바889684,,0,0,0,0,,0,0,,70.7,127.3761101,36.81416904
다바889683,,4,0,0,0,,0,0,,62,127.3761116,36.81326757
다바889682,,1,0,0,0,,0,0,,20.66,127.376113,36.8123661
다바889681,,1,2,0,0,,0,0,,207.71,127.3761145,36.81146463
다바889680,,0,0,0,0,,0,0,,151.15,127.3761159,36.81056316
다바889679,,0,0,0,0,,0,0,,73.35,127.3761174,36.80966169
다바889678,,0,0,0,0,,0,0,,6.05,127.3761188,36.80876022
다바889677,,0,0,0,0,,0,0,,,127.3761203,36.80785875
다바889676,,0,0,0,0,,0,0,,,127.3761217,36.80695728
다바889675,,0,0,0,0,,0,0,,,127.3761232,36.80605581
다바889674,,0,0,0,0,,0,0,,,127.3761246,36.80515434
다바889673,,0,0,0,0,,0,0,,,127.3761261,36.80425287
다바889672,,0,0,0,0,,0,0,,0.78,127.3761275,36.8033514
다바889671,,0,0,0,0,,0,0,,0.85,127.376129,36.80244993
다바889670,,1,0,0,0,,0,0,,,127.3761305,36.80154845
다바889669,,0,0,0,0,,0,0,,0.9,127.3761319,36.80064698
다바889668,,0,0,0,0,,0,0,,,127.3761334,36.79974551
다바889667,,0,0,0,0,,0,0,,,127.3761348,36.79884404
다바889666,,0,0,0,0,,0,0,,0,127.3761363,36.79794257
다바889665,,0,0,0,0,,0,0,,,127.3761377,36.7970411
다바889664,,0,0,0,0,,0,0,,,127.3761392,36.79613963
다바889663,,0,0,0,0,,0,0,,,127.3761406,36.79523815
다바889662,,0,0,0,0,,0,0,,,127.3761421,36.79433668
다바889661,,1,0,0,0,,0,0,,,127.3761435,36.79343521
다바889660,,0,0,0,0,,0,0,,,127.376145,36.79253374
다바889659,,0,0,0,0,,0,0,,,127.3761464,36.79163226
다바889658,,0,0,0,0,,0,0,,0,127.3761479,36.79073079
다바889657,,0,0,0,0,,0,0,,0,127.3761493,36.78982932
다바889656,,0,0,0,0,,0,0,,,127.3761508,36.78892785
다바889655,,0,0,0,0,,0,0,,,127.3761522,36.78802637
다바889654,,1,0,0,0,,0,0,,0.49,127.3761537,36.7871249
다바889653,,0,0,0,0,,0,0,,1.71,127.3761551,36.78622343
다바889652,,10,0,0,0,,0,0,,3.09,127.3761566,36.78532195
다바889651,,32,0,0,0,8,0,0,,47.81,127.376158,36.78442048
다바889650,,3,0,0,0,,0,0,,15.12,127.3761595,36.78351901
다바889649,,0,0,0,0,,0,0,,2.95,127.3761609,36.78261753
다바889648,,7,0,0,0,,0,0,,0.64,127.3761624,36.78171606
다바889647,,0,0,0,0,,0,0,,,127.3761638,36.78081458
다바889646,,0,0,0,0,,0,0,,,127.3761653,36.77991311
다바889645,,0,0,0,0,,0,0,,,127.3761667,36.77901164
다바889644,,0,0,0,0,,0,0,,0.02,127.3761682,36.77811016
다바889643,,3,0,0,0,,0,0,,0,127.3761696,36.77720869
다바889642,,4,0,0,0,,0,0,,,127.3761711,36.77630721
다바889641,,0,0,0,0,,0,0,,,127.3761725,36.77540574
다바889640,,0,0,0,0,,0,0,,0.05,127.376174,36.77450426
다바889639,,1,0,0,0,,0,0,,10.52,127.3761754,36.77360279
다바889638,,0,0,0,0,,0,0,,0.01,127.3761769,36.77270131
다바889637,,0,0,0,0,,0,0,,,127.3761783,36.77179984
다바889636,,0,0,0,0,,0,0,,,127.3761798,36.77089836
다바889635,,0,0,0,0,,0,0,,,127.3761812,36.76999688
다바889634,,0,0,0,0,,0,0,,,127.3761827,36.76909541
다바889633,,0,0,0,0,,0,0,,,127.3761841,36.76819393
다바889632,,0,0,0,0,,0,0,,,127.3761856,36.76729246
다바889631,,0,0,0,0,,0,0,,,127.376187,36.76639098
다바889630,,0,0,0,0,,0,0,,,127.3761885,36.7654895
다바889629,,0,0,0,0,,0,0,,,127.3761899,36.76458803
다바889628,,0,0,0,0,,0,0,,,127.3761914,36.76368655
다바889627,,0,0,0,0,,0,0,,,127.3761928,36.76278507
다바889626,,0,0,0,0,,0,0,,,127.3761943,36.7618836
다바889625,,0,0,0,0,,0,0,,,127.3761957,36.76098212
다바889624,,0,0,0,0,,0,0,,,127.3761972,36.76008064
다바889623,,0,0,0,0,,0,0,,,127.3761986,36.75917916
다바889622,,0,0,0,0,,0,0,,,127.3762001,36.75827769
다바888686,,0,0,0,0,,0,0,,,127.374986,36.8159708
다바888685,,0,0,0,0,,0,0,,,127.3749875,36.81506933
다바888684,,2,0,0,0,,0,0,,16.36,127.3749889,36.81416786
다바888683,,0,0,0,0,,0,0,,53.47,127.3749904,36.81326639
다바888682,,1,0,0,0,,0,0,,7.78,127.3749919,36.81236492
다바888681,,5,0,0,0,,0,0,,82.87,127.3749933,36.81146345
다바888680,,4,0,0,0,,0,0,,183.53,127.3749948,36.81056198
다바888679,,5,0,0,0,,0,0,,152.65,127.3749963,36.80966052
다바888678,,0,0,0,0,,0,0,,15.07,127.3749977,36.80875905
다바888677,,0,0,0,0,,0,0,,,127.3749992,36.80785758
다바888676,,0,0,0,0,,0,0,,,127.3750007,36.80695611
다바888675,,0,0,0,0,,0,0,,,127.3750021,36.80605463
다바888674,,0,0,0,0,,0,0,,1.04,127.3750036,36.80515316
다바888673,,1,0,0,0,,0,0,,,127.3750051,36.80425169
다바888672,,0,0,0,0,,0,0,,,127.3750065,36.80335022
다바888671,,6,0,0,0,,0,0,,2.69,127.375008,36.80244875
다바888670,,3,0,0,0,,0,0,,3.95,127.3750095,36.80154728
다바888669,,0,0,0,0,,0,0,,,127.3750109,36.80064581
다바888668,,0,0,0,0,,0,0,,,127.3750124,36.79974434
다바888667,,0,0,0,0,,0,0,,0,127.3750139,36.79884287
다바888666,,0,0,0,0,,0,0,,0,127.3750153,36.7979414
다바888665,,0,0,0,0,,0,0,,0,127.3750168,36.79703992
다바888664,,0,0,0,0,,0,0,,,127.3750183,36.79613845
다바888663,,0,0,0,0,,0,0,,,127.3750197,36.79523698
다바888662,,4,0,0,0,,0,0,,0.98,127.3750212,36.79433551
다바888661,,0,0,0,0,,0,0,,0.64,127.3750226,36.79343404
다바888660,,0,0,0,0,,0,0,,,127.3750241,36.79253256
다바888659,,0,0,0,0,,0,0,,,127.3750256,36.79163109
다바888658,,0,0,0,0,,0,0,,0.01,127.375027,36.79072962
다바888657,,0,0,0,0,,0,0,,,127.3750285,36.78982815
다바888656,,0,0,0,0,,0,0,,,127.37503,36.78892667
다바888655,,0,0,0,0,,0,0,,,127.3750314,36.7880252
다바888654,,0,0,0,0,,0,0,,,127.3750329,36.78712373
다바888653,,10,0,0,0,12,0,0,,4.54,127.3750344,36.78622225
다바888652,,10,0,0,0,,0,0,,66.58,127.3750358,36.78532078
다바888651,,11,0,0,0,,0,0,,152.98,127.3750373,36.78441931
다바888650,,0,0,0,0,,0,0,,0.64,127.3750387,36.78351783
다바888649,,0,0,0,0,,0,0,,,127.3750402,36.78261636
다바888648,,0,0,0,0,,0,0,,0,127.3750417,36.78171489
다바888647,,0,0,0,0,,0,0,,0,127.3750431,36.78081341
다바888646,,0,0,0,0,,0,0,,,127.3750446,36.77991194
다바888645,,0,0,0,0,,0,0,,,127.3750461,36.77901046
다바888644,,0,0,0,0,,0,0,,,127.3750475,36.77810899
다바888643,,0,0,0,0,,0,0,,0,127.375049,36.77720751
다바888642,,0,0,0,0,,0,0,,,127.3750505,36.77630604
다바888641,,0,0,0,0,,0,0,,,127.3750519,36.77540456
다바888640,,1,0,0,0,,0,0,,0.36,127.3750534,36.77450309
다바888639,,3,0,0,0,,0,0,,18.48,127.3750548,36.77360161
다바888638,,0,0,0,0,,0,0,,,127.3750563,36.77270014
다바888637,,0,0,0,0,,0,0,,,127.3750578,36.77179866
다바888636,,0,0,0,0,,0,0,,,127.3750592,36.77089719
다바888635,,0,0,0,0,,0,0,,,127.3750607,36.76999571
다바888634,,0,0,0,0,,0,0,,,127.3750622,36.76909424
다바888633,,0,0,0,0,,0,0,,,127.3750636,36.76819276
다바888632,,0,0,0,0,,0,0,,,127.3750651,36.76729128
다바888631,,0,0,0,0,,0,0,,,127.3750665,36.76638981
다바888630,,0,0,0,0,,0,0,,,127.375068,36.76548833
다바888629,,0,0,0,0,,0,0,,,127.3750695,36.76458686
다바888628,,0,0,0,0,,0,0,,,127.3750709,36.76368538
다바888627,,0,0,0,0,,0,0,,0.64,127.3750724,36.7627839
다바888626,,0,0,0,0,,0,0,,,127.3750739,36.76188242
다바888625,,0,0,0,0,,0,0,,,127.3750753,36.76098095
다바888624,,0,0,0,0,,0,0,,,127.3750768,36.76007947
다바888623,,0,0,0,0,,0,0,,,127.3750782,36.75917799
다바888622,,0,0,0,0,,0,0,,,127.3750797,36.75827652
다바887686,,0,0,0,0,,0,0,,0.18,127.3738648,36.81596962
다바887685,,0,0,0,0,,0,0,,0.23,127.3738663,36.81506815
다바887684,,0,0,0,0,,0,0,,0.36,127.3738678,36.81416668
다바887683,,0,0,0,0,,0,0,,,127.3738693,36.81326521
다바887682,,0,0,0,0,,0,0,,0.36,127.3738707,36.81236374
다바887681,,0,0,0,0,,0,0,,1.18,127.3738722,36.81146227
다바887680,,2,0,0,0,,0,0,,36.43,127.3738737,36.8105608
다바887679,,0,0,0,0,,0,0,,30.38,127.3738752,36.80965933
다바887678,,2,0,0,0,,0,0,,4.91,127.3738766,36.80875786
다바887677,,0,0,0,0,,0,0,,1.05,127.3738781,36.80785639
다바887676,,0,0,0,0,,0,0,,1.96,127.3738796,36.80695492
다바887675,,0,0,0,0,,0,0,,,127.3738811,36.80605345
다바887674,,0,0,0,0,,0,0,,,127.3738826,36.80515198
다바887673,,23,0,0,0,9,0,0,,32.41,127.373884,36.80425051
다바887672,,27,0,0,0,12,0,0,,20.19,127.3738855,36.80334904
다바887671,,7,0,0,0,,0,0,,30.7,127.373887,36.80244757
다바887670,,3,0,0,0,,0,0,,7.79,127.3738885,36.8015461
다바887669,,0,0,0,0,,0,0,,,127.37389,36.80064463
다바887668,,0,0,0,0,,0,0,,0,127.3738914,36.79974316
다바887667,,0,0,0,0,,0,0,,,127.3738929,36.79884168
다바887666,,0,0,0,0,,0,0,,,127.3738944,36.79794021
다바887665,,0,0,0,0,,0,0,,,127.3738959,36.79703874
다바887664,,0,0,0,0,,0,0,,,127.3738973,36.79613727
다바887663,,0,0,0,0,,0,0,,,127.3738988,36.7952358
다바887662,,0,0,0,0,,0,0,,,127.3739003,36.79433433
다바887661,,1,0,0,0,,0,0,,,127.3739018,36.79343285
다바887660,,0,0,0,0,,0,0,,1.16,127.3739033,36.79253138
다바887659,,0,0,0,0,,0,0,,,127.3739047,36.79162991
다바887658,,0,0,0,0,,0,0,,0.7,127.3739062,36.79072844
다바887657,,10,0,0,0,7,0,0,,0.17,127.3739077,36.78982696
다바887656,,0,0,0,0,,0,0,,0.99,127.3739092,36.78892549
다바887655,,0,0,0,0,,0,0,,,127.3739106,36.78802402
다바887654,,0,0,0,0,,0,0,,,127.3739121,36.78712255
다바887653,,1,0,0,0,,0,0,,,127.3739136,36.78622107
다바887652,,0,0,0,0,,0,0,,,127.3739151,36.7853196
다바887651,,4,0,0,0,,0,0,,7,127.3739165,36.78441813
다바887650,,0,0,0,0,,0,0,,0.06,127.373918,36.78351665
다바887649,,0,0,0,0,,0,0,,0.12,127.3739195,36.78261518
다바887648,,0,0,0,0,,0,0,,4.44,127.373921,36.7817137
다바887647,,0,0,0,0,,0,0,,,127.3739225,36.78081223
다바887646,,0,0,0,0,,0,0,,,127.3739239,36.77991076
다바887645,,0,0,0,0,,0,0,,0,127.3739254,36.77900928
다바887644,,0,0,0,0,,0,0,,,127.3739269,36.77810781
다바887643,,0,0,0,0,,0,0,,,127.3739284,36.77720633
다바887642,,0,0,0,0,,0,0,,,127.3739298,36.77630486
다바887641,,0,0,0,0,,0,0,,,127.3739313,36.77540338
다바887640,,0,0,0,0,,0,0,,,127.3739328,36.77450191
다바887639,,1,0,0,0,,0,0,,128.24,127.3739343,36.77360043
다바887638,,0,0,0,0,,0,0,,8.45,127.3739357,36.77269896
다바887637,,0,0,0,0,,0,0,,,127.3739372,36.77179748
다바887636,,0,0,0,0,,0,0,,0,127.3739387,36.77089601
다바887635,,0,0,0,0,,0,0,,0,127.3739402,36.76999453
다바887634,,0,0,0,0,,0,0,,,127.3739416,36.76909305
다바887633,,0,0,0,0,,0,0,,,127.3739431,36.76819158
다바887632,,0,0,0,0,,0,0,,,127.3739446,36.7672901
다바887631,,0,0,0,0,,0,0,,,127.3739461,36.76638863
다바887630,,0,0,0,0,,0,0,,,127.3739475,36.76548715
다바887629,,0,0,0,0,,0,0,,,127.373949,36.76458567
다바887628,,0,0,0,0,,0,0,,,127.3739505,36.7636842
다바887627,,0,0,0,0,,0,0,,,127.373952,36.76278272
다바887626,,0,0,0,0,,0,0,,,127.3739534,36.76188124
다바887625,,0,0,0,0,,0,0,,,127.3739549,36.76097977
다바887624,,0,0,0,0,,0,0,,,127.3739564,36.76007829
다바887623,,0,0,0,0,,0,0,,,127.3739579,36.75917681
다바887622,,0,0,0,0,,0,0,,,127.3739593,36.75827533
다바886687,,0,0,0,0,,0,0,,,127.3727421,36.81686989
다바886686,,0,0,0,0,,0,0,,,127.3727436,36.81596842
다바886685,,0,0,0,0,,0,0,,,127.3727451,36.81506695
다바886684,,0,0,0,0,,0,0,,,127.3727466,36.81416548
다바886683,,0,0,0,0,,0,0,,0.14,127.3727481,36.81326401
다바886682,,0,0,0,0,,0,0,,,127.3727496,36.81236255
다바886681,,0,0,0,0,,0,0,,,127.3727511,36.81146108
다바886680,,0,0,0,0,,0,0,,0.2,127.3727526,36.81055961
다바886679,,0,0,0,0,,0,0,,13.64,127.3727541,36.80965814
다바886678,,0,0,0,0,,0,0,,,127.3727556,36.80875667
다바886677,,0,0,0,0,,0,0,,5.38,127.372757,36.8078552
다바886676,,0,0,0,0,,0,0,,0.25,127.3727585,36.80695373
다바886675,,0,0,0,0,,0,0,,26.98,127.37276,36.80605226
다바886674,,0,0,0,0,,0,0,,98.85,127.3727615,36.80515079
다바886673,,0,0,0,0,,0,0,,37.21,127.372763,36.80424932
다바886672,,9,0,0,0,,0,0,,105.14,127.3727645,36.80334785
다바886671,,5,0,0,0,,0,0,,103.94,127.372766,36.80244638
다바886670,,0,0,0,0,,0,0,,13.87,127.3727675,36.8015449
다바886669,,0,0,0,0,,0,0,,,127.372769,36.80064343
다바886668,,0,0,0,0,,0,0,,,127.3727705,36.79974196
다바886667,,0,0,0,0,,0,0,,,127.372772,36.79884049
다바886666,,0,0,0,0,,0,0,,,127.3727735,36.79793902
다바886665,,0,0,0,0,,0,0,,,127.3727749,36.79703755
다바886664,,0,0,0,0,,0,0,,,127.3727764,36.79613608
다바886663,,0,0,0,0,,0,0,,,127.3727779,36.7952346
다바886662,,0,0,0,0,,0,0,,,127.3727794,36.79433313
다바886661,,2,0,0,0,,0,0,,,127.3727809,36.79343166
다바886660,,0,0,0,0,,0,0,,1.12,127.3727824,36.79253019
다바886659,,4,0,0,0,,0,0,,,127.3727839,36.79162872
다바886658,,0,0,0,0,,0,0,,,127.3727854,36.79072724
다바886657,,0,0,0,0,,0,0,,,127.3727869,36.78982577
다바886656,,0,0,0,0,,0,0,,0.26,127.3727884,36.7889243
다바886655,,0,0,0,0,,0,0,,0,127.3727898,36.78802282
다바886654,,0,0,0,0,,0,0,,0,127.3727913,36.78712135
다바886653,,0,0,0,0,,0,0,,0.13,127.3727928,36.78621988
다바886652,,8,0,0,0,,0,0,,1.15,127.3727943,36.78531841
다바886651,,1,0,0,0,,0,0,,,127.3727958,36.78441693
다바886650,,0,0,0,0,,0,0,,,127.3727973,36.78351546
다바886649,,0,0,0,0,,0,0,,3.22,127.3727988,36.78261398
다바886648,,0,0,0,0,,0,0,,34.48,127.3728003,36.78171251
다바886647,,0,0,0,0,,0,0,,4.21,127.3728018,36.78081104
다바886646,,0,0,0,0,,0,0,,0,127.3728033,36.77990956
다바886645,,0,0,0,0,,0,0,,0.46,127.3728047,36.77900809
다바886644,,2,0,0,0,,0,0,,,127.3728062,36.77810661
다바886643,,0,0,0,0,,0,0,,0,127.3728077,36.77720514
다바886642,,0,0,0,0,,0,0,,,127.3728092,36.77630366
다바886641,,0,0,0,0,,0,0,,2.17,127.3728107,36.77540219
다바886640,,0,0,0,0,,0,0,,,127.3728122,36.77450071
다바886639,,0,0,0,0,,0,0,,384.97,127.3728137,36.77359924
다바886638,,0,0,0,0,,0,0,,,127.3728152,36.77269776
다바886637,,0,0,0,0,,0,0,,,127.3728167,36.77179629
다바886636,,0,0,0,0,,0,0,,,127.3728181,36.77089481
다바886635,,0,0,0,0,,0,0,,0,127.3728196,36.76999334
다바886634,,0,0,0,0,,0,0,,,127.3728211,36.76909186
다바886633,,0,0,0,0,,0,0,,,127.3728226,36.76819039
다바886632,,1,0,0,0,,0,0,,0.14,127.3728241,36.76728891
다바886631,,0,0,0,0,,0,0,,,127.3728256,36.76638743
다바886630,,0,0,0,0,,0,0,,,127.3728271,36.76548596
다바886629,,0,0,0,0,,0,0,,,127.3728286,36.76458448
다바886628,,0,0,0,0,,0,0,,,127.3728301,36.763683
다바886627,,0,0,0,0,,0,0,,,127.3728315,36.76278153
다바886626,,0,0,0,0,,0,0,,,127.372833,36.76188005
다바886625,,0,0,0,0,,0,0,,,127.3728345,36.76097857
다바886624,,0,0,0,0,,0,0,,,127.372836,36.7600771
다바886623,,0,0,0,0,,0,0,,,127.3728375,36.75917562
다바886622,,0,0,0,0,,0,0,,,127.372839,36.75827414
다바885687,,0,0,0,0,,0,0,,,127.3716209,36.81686869
다바885686,,0,0,0,0,,0,0,,,127.3716224,36.81596722
다바885685,,0,0,0,0,,0,0,,,127.3716239,36.81506575
다바885684,,0,0,0,0,,0,0,,,127.3716254,36.81416428
다바885683,,0,0,0,0,,0,0,,,127.3716269,36.81326281
다바885682,,0,0,0,0,,0,0,,0.21,127.3716284,36.81236134
다바885681,,0,0,0,0,,0,0,,0.25,127.3716299,36.81145987
다바885680,,0,0,0,0,,0,0,,0.24,127.3716315,36.8105584
다바885679,,0,0,0,0,,0,0,,0.21,127.371633,36.80965693
다바885678,,0,0,0,0,,0,0,,4.22,127.3716345,36.80875546
다바885677,,0,0,0,0,,0,0,,,127.371636,36.80785399
다바885676,,0,0,0,0,,0,0,,0.48,127.3716375,36.80695252
다바885675,,0,0,0,0,,0,0,,0.67,127.371639,36.80605105
다바885674,,0,0,0,0,,0,0,,355.67,127.3716405,36.80514958
다바885673,,0,0,0,0,,0,0,,564.51,127.371642,36.80424811
다바885672,,3,0,0,0,,0,0,,385.17,127.3716435,36.80334664
다바885671,,1,0,0,0,,0,0,,378.45,127.371645,36.80244517
다바885670,,2,0,0,0,,0,0,,99.46,127.3716465,36.8015437
다바885669,,0,0,0,0,,0,0,,,127.371648,36.80064223
다바885668,,1,0,0,0,,0,0,,0,127.3716495,36.79974076
다바885667,,0,0,0,0,,0,0,,,127.371651,36.79883929
다바885666,,0,0,0,0,,0,0,,,127.3716525,36.79793782
다바885665,,0,0,0,0,,0,0,,0,127.371654,36.79703634
다바885664,,0,0,0,0,,0,0,,,127.3716555,36.79613487
다바885663,,0,0,0,0,,0,0,,,127.371657,36.7952334
다바885662,,0,0,0,0,,0,0,,,127.3716585,36.79433193
다바885661,,0,0,0,0,,0,0,,,127.37166,36.79343046
다바885660,,3,0,0,0,,0,0,,0.77,127.3716615,36.79252898
다바885659,,0,0,0,0,,0,0,,,127.371663,36.79162751
다바885658,,0,0,0,0,,0,0,,,127.3716645,36.79072604
다바885657,,0,0,0,0,,0,0,,,127.371666,36.78982457
다바885656,,0,0,0,0,,0,0,,,127.3716676,36.78892309
다바885655,,0,0,0,0,,0,0,,,127.3716691,36.78802162
다바885654,,0,0,0,0,,0,0,,0,127.3716706,36.78712015
다바885653,,0,0,0,0,,0,0,,,127.3716721,36.78621867
다바885652,,0,0,0,0,,0,0,,0.4,127.3716736,36.7853172
다바885651,,0,0,0,0,,0,0,,0.42,127.3716751,36.78441573
